name,book,profile,label,qty_normal,qty_accel,qty_defensive,qty_approach,accel_dd_frac,accel_min_pnl,defensive_dd_frac,approach,approach_mult,governor,daily_stop,daily_stop_value,streak,day_profit_frac,n_paths,P(pass),P(pass)_se,P(breach),P(timeout),median_days_to_pass,p75_days_to_pass,p90_days_to_pass,p95_days_to_pass,P(pass <=10d),P(pass <=14d),P(pass <=20d),P(pass <=30d),median_trades_to_pass,median_max_drawdown_before_pass,probability_consistency_rule_delays_pass,average_adjusted_profit_target,expected_number_of_attempts,expected_evaluation_cost,expected_evaluation_cost_note,expected_evaluation_cost_status,mean_accel_days,max_executable,cap_note,qty_normal_used,qty_accel_used,EVAL_STATES,mode
Q1_FIXED__APPR_REDUCE,NQ,FUNDEDNEXT_FLEX_50K,final,1,1,1,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,10000,0.6318,0.004823160374692096,0.3682,0.0,39.0,56.0,76.0,88.0,0.0026907249129471352,0.03133903133903134,0.11981639759417537,0.3194048749604305,136.0,907.2000000000189,0.0,2500.0,1.5827793605571383,110.7787274453941,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_FIXED__DSTOP_FRAC35,NQ,FUNDEDNEXT_FLEX_50K,final,2,2,2,1,1.01,0.0,0.0,NONE,1.5,none,frac_dd,0.35,none,0.0,10000,0.5718,0.004948179059007465,0.4282,0.0,14.0,21.0,28.0,34.0,0.3111227701993704,0.5171388597411682,0.7436166491780343,0.9204267226302904,49.0,968.4000000000087,0.0,2500.0,1.7488632388947185,122.40293809024134,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_ACCEL2_C70__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,final,1,2,1,1,0.7,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,10000,0.6622,0.0047295999830852505,0.3378,0.0,33.0,54.0,78.0,94.94999999999982,0.07686499546964663,0.1556931440652371,0.2758985200845666,0.4540924192086983,115.0,1142.5000000000005,0.0,3000.0,1.5101177891875566,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,11.0458,12,OK,1,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q1_FIXED__APPR_REDUCE,NQ,MFFU_RAPID_EOD_50K,final,1,1,1,1,1.01,0.0,0.0,REDUCE,1.5,none,none,0.0,none,0.0,10000,0.7213,0.004483595766792542,0.2783,0.0004,54.0,78.0,103.0,122.0,0.0002772771384999307,0.006654651323998336,0.03757105226674061,0.1527797033134618,187.0,1102.0000000000018,0.0,3000.0,1.3863856924996534,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,1,1,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
COMBINED_Q2_FIXED__DSTOP_FRAC35_DSTOP_FRAC35,NQ,MFFU_RAPID_EOD_50K,final,2,2,2,1,1.01,0.0,0.0,NONE,1.5,none,frac_dd,0.35,none,0.0,10000,0.6029,0.0048929703657389955,0.3971,0.0,19.0,28.0,38.0,45.0,0.17316304528114115,0.3302371869298391,0.5495106982915906,0.7925029026372533,66.0,1188.0,0.0,3000.0,1.658649859014762,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
Q2_FIXED__DSTOP_FRAC35_25k,NQ,FUNDEDNEXT_FLEX_50K,top25k,2,2,2,1,1.01,0.0,0.0,NONE,1.5,none,frac_dd,0.35,none,0.0,25000,0.56476,0.00313564119375926,0.43524,0.0,14.0,21.0,29.0,34.0,0.31709044549897303,0.5173879169912884,0.7407748424109356,0.9193285643459168,49.0,968.4000000000087,0.0,2500.0,1.7706636447340462,123.92874849493589,FundedNext first_5=69.99 then 79.99; geometric attempts until first pass,CONFIRMED,0.0,9,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
COMBINED_Q2_FIXED__DSTOP_FRAC35_DSTOP_FRAC35_25k,NQ,MFFU_RAPID_EOD_50K,top25k,2,2,2,1,1.01,0.0,0.0,NONE,1.5,none,frac_dd,0.35,none,0.0,25000,0.59504,0.003104624926782622,0.40496,0.0,19.0,28.0,38.0,44.0,0.1713498252218338,0.3365824146275881,0.5506184458187685,0.8038451196558215,66.0,1183.2999999999997,0.0,3000.0,1.6805592901317559,,"MFFU evaluation purchase price is REQUIRES_CONFIRMATION — attempts reported, dollar cost not invented",REQUIRES_CONFIRMATION,0.0,12,OK,2,2,"['EVAL_NORMAL', 'EVAL_ACCELERATE', 'EVAL_DEFENSIVE', 'EVAL_TARGET_APPROACH', 'EVAL_LOCKOUT', 'PASSED']",bootstrap
