strategy,source_path,instrument,trading_date,entry_ts,exit_ts,entry_time,exit_time,direction,outcome,r_multiple,pnl_R,points,gross_pnl,net_pnl,win_loss,holding_time,mae,mfe,mae_r,mfe_r,risk_points,stop,target,fees_slippage_assumption,session_day,news_blackout,frozen_status,hit_2r_mfe,stop_hit_flag
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-06,1762439700,1762440000,2025-11-06T14:35:00Z,2025-11-06T14:40:00Z,bullish,STOP_HIT,-1.0162787350875364,-1.0162787350875364,-8.74017681024783,UNAVAILABLE,-87.4017681024783,LOSS,300.0,8.60017681024783,0.39982318975216913,1.0,0.0464901127702103,8.60017681024783,4002.5,4028.3005304307435,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-06,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-07,1762525500,1762525800,2025-11-07T14:25:00Z,2025-11-07T14:30:00Z,bearish,TARGET_HIT,1.9726131440691155,1.9726131440691155,10.083882606554981,UNAVAILABLE,100.83882606554981,WIN,300.0,3.211941303277399,13.188058696722692,0.6283212409379745,2.579853310965689,5.11194130327749,4015.0,3999.6641760901675,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-07,False,STOP_HIT,True,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-07,1762527000,1762527000,2025-11-07T14:50:00Z,2025-11-07T14:50:00Z,bullish,TARGET_HIT,1.9434279415006974,1.9434279415006974,4.809439837043429,UNAVAILABLE,48.094398370434284,WIN,0.0,0.47471991852171413,6.225280081478559,0.19182773572424727,2.5155493495996346,2.474719918521714,3991.2,3998.624159755565,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-07,False,AMBIGUOUS,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-07,1762534800,1762540200,2025-11-07T17:00:00Z,2025-11-07T18:30:00Z,bearish,TIME_EXIT,0.05898491399946081,0.05898491399946081,1.4403886739663538,UNAVAILABLE,14.403886739663537,WIN,5400.0,6.619611326033464,11.780388673966627,0.2710776694048494,0.48241507682833606,24.419611326033646,4035.8,3962.5411660218992,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-07,False,EXPIRED,False,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-12,1762956900,1762958100,2025-11-12T14:15:00Z,2025-11-12T14:35:00Z,bearish,STOP_HIT,-1.0228542251286252,-1.0228542251286252,-6.265781959881351,UNAVAILABLE,-62.65781959881351,LOSS,1200.0,6.625781959881351,7.474218040119013,1.0816222326022333,1.2201247267808042,6.125781959881351,4144.3,4125.922654120356,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-12,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-13,1763045400,1763046300,2025-11-13T14:50:00Z,2025-11-13T15:05:00Z,bullish,TARGET_HIT,1.9796896576934393,1.9796896576934393,13.64607980967172,UNAVAILABLE,136.4607980967172,WIN,900.0,5.293039904836405,14.206960095163595,0.7678818022108121,2.061058733345879,6.8930399048358595,4188.6,4209.279119714508,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-13,False,STOP_HIT,True,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-14,1763132700,1763134800,2025-11-14T15:05:00Z,2025-11-14T15:40:00Z,bearish,STOP_HIT,-1.020327751992704,-1.020327751992704,-7.027136366591221,UNAVAILABLE,-70.2713636659122,LOSS,2100.0,7.387136366591221,9.01286363340887,1.0725991142596578,1.3086518334571287,6.887136366591221,4085.0,4064.3385909002263,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-14,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-14,1763136300,1763136900,2025-11-14T16:05:00Z,2025-11-14T16:15:00Z,bearish,STOP_HIT,-1.012534003706249,-1.012534003706249,-11.309615334500121,UNAVAILABLE,-113.09615334500121,LOSS,600.0,11.86961533449994,4.430384665499787,1.0626700185312286,0.3966461272677356,11.169615334500122,4098.2,4064.6911539964995,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-14,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-17,1763395800,1763399700,2025-11-17T16:10:00Z,2025-11-17T17:15:00Z,bullish,TARGET_HIT,1.9828971733196181,1.9828971733196181,16.231562738291686,UNAVAILABLE,162.31562738291686,WIN,3900.0,3.8857813691456613,17.714218630854248,0.4746988948168217,2.164022935870649,8.185781369145843,4053.1,4077.6573441074374,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-17,False,TARGET_2R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-18,1763482200,1763482500,2025-11-18T16:10:00Z,2025-11-18T16:15:00Z,bullish,TARGET_HIT,1.9745094919528008,1.9745094919528008,10.844480948027341,UNAVAILABLE,108.4448094802734,WIN,300.0,0.19224047401348798,16.10775952598624,0.035002195355987524,2.932821241567899,5.49224047401367,4040.1,4056.576721422041,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-18,False,TARGET_3R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-19,1763562900,1763562900,2025-11-19T14:35:00Z,2025-11-19T14:35:00Z,bearish,TARGET_HIT,1.9241988997825312,1.9241988997825312,3.55387778273267,UNAVAILABLE,35.538777827326705,WIN,0.0,0.44693889136669895,6.453061108633847,0.24198899782551056,3.4939223700357394,1.8469388913663352,4120.0,4114.459183325901,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-19,False,STOP_HIT,True,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-19,1763564700,1763565000,2025-11-19T15:05:00Z,2025-11-19T15:10:00Z,bearish,STOP_HIT,-1.0250476540852043,-1.0250476540852043,-5.729345793572647,UNAVAILABLE,-57.29345793572647,LOSS,300.0,6.189345793573011,3.9106542064273526,1.1073470889366555,0.6996622414960134,5.589345793572647,4131.2,4114.431962619282,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-19,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-19,1763568000,1763568000,2025-11-19T16:00:00Z,2025-11-19T16:00:00Z,bullish,STOP_HIT,-1.0209249973629684,-1.0209249973629684,-6.830562372436034,UNAVAILABLE,-68.30562372436033,LOSS,0.0,13.190562372436034,2.2094376275636023,1.9715177347092498,0.3302319752172262,6.690562372436034,4090.5,4110.571687117308,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-19,False,AMBIGUOUS,,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-19,1763569500,1763569500,2025-11-19T16:25:00Z,2025-11-19T16:25:00Z,bullish,STOP_HIT,-1.0345808213586034,-1.0345808213586034,-4.188486834601135,UNAVAILABLE,-41.88486834601135,LOSS,0.0,14.848486834601317,0.9515131653988647,3.6676633619494576,0.23502933423583913,4.048486834601135,4082.3,4094.4454605038036,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-19,False,AMBIGUOUS,,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-19,1763570100,1763570100,2025-11-19T16:35:00Z,2025-11-19T16:35:00Z,bullish,STOP_HIT,-1.0190043744007056,-1.0190043744007056,-7.506724999629696,UNAVAILABLE,-75.06724999629695,LOSS,0.0,10.566724999629514,1.3332750003701221,1.4343857005875302,0.18098612347239,7.366724999629696,4071.5,4093.600174998889,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-19,False,AMBIGUOUS,,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-19,1763572500,1763575200,2025-11-19T17:15:00Z,2025-11-19T18:00:00Z,bullish,TARGET_HIT,1.985185860141523,1.985185860141523,18.760861114780127,UNAVAILABLE,187.60861114780127,WIN,2700.0,2.9504305573900638,19.24956944261021,0.31220064942785924,2.0368986709877888,9.450430557390064,4055.6,4083.95129167217,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-19,False,TARGET_2R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-20,1763650800,1763654100,2025-11-20T15:00:00Z,2025-11-20T15:55:00Z,bearish,TARGET_HIT,1.9881743609724845,1.9881743609724845,23.53736740048531,UNAVAILABLE,235.3736740048531,WIN,3300.0,3.4386837002430184,25.7613162997568,0.29046165834910653,2.176028767389805,11.838683700242655,4106.9,4071.3839488992717,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-20,False,TARGET_3R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-20,1763655300,1763655600,2025-11-20T16:15:00Z,2025-11-20T16:20:00Z,bullish,STOP_HIT,-1.0373218530970703,-1.0373218530970703,-3.891153503441401,UNAVAILABLE,-38.91153503441401,LOSS,300.0,7.35115350344131,6.14884649655869,1.9597047939246368,1.639188183292842,3.751153503441401,4067.6,4078.853460510324,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-20,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-24,1763992500,1763994600,2025-11-24T13:55:00Z,2025-11-24T14:30:00Z,bullish,STOP_HIT,-1.0402842396200669,-1.0402842396200669,-3.6153045190968807,UNAVAILABLE,-36.153045190968804,LOSS,2100.0,6.4753045190968805,6.6246954809030285,1.86323370614429,1.9062201440190838,3.4753045190968805,4070.6,4081.0259135572906,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-24,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-24,1763995500,1763995800,2025-11-24T14:45:00Z,2025-11-24T14:50:00Z,bullish,TARGET_HIT,1.965204947988395,1.965204947988395,7.90712117994859,UNAVAILABLE,79.07121179948591,WIN,300.0,0.2235605899741131,12.576439410025614,0.05556287397067416,3.1256990242331506,4.023560589974295,4066.0,4078.070681769923,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-24,False,TARGET_3R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-24,1763997900,1764000000,2025-11-24T15:25:00Z,2025-11-24T16:00:00Z,bearish,STOP_HIT,-1.0224081364858506,-1.0224081364858506,-6.387730599481201,UNAVAILABLE,-63.87730599481201,LOSS,2100.0,6.547730599481383,0.9522694005186167,1.0480174353268519,0.15241844784371644,6.247730599481201,4092.6,4073.8568082015563,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-24,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-25,1764082200,1764082200,2025-11-25T14:50:00Z,2025-11-25T14:50:00Z,bullish,STOP_HIT,-1.0251595086620218,-1.0251595086620218,-5.704496583803702,UNAVAILABLE,-57.04496583803702,LOSS,0.0,11.964496583803339,0.03550341619666142,2.1501489674066456,0.00638034648093763,5.564496583803702,4113.4,4130.093489751411,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-25,False,AMBIGUOUS,,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-11-26,1764166500,1764167400,2025-11-26T14:15:00Z,2025-11-26T14:30:00Z,bullish,STOP_HIT,-1.023554464195907,-1.023554464195907,-6.083671604482006,UNAVAILABLE,-60.83671604482006,LOSS,900.0,6.143671604481824,5.156328395518358,1.0336492345655508,0.8675325183898236,5.943671604482006,4138.5,4156.331014813446,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-11-26,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-01,1764598500,1764599400,2025-12-01T14:15:00Z,2025-12-01T14:30:00Z,bullish,STOP_HIT,-1.0181689582124782,-1.0181689582124782,-7.845450051827938,UNAVAILABLE,-78.45450051827937,LOSS,900.0,10.205450051827938,0.0,1.3244456823656827,0.0,7.705450051827938,4276.0,4299.116350155484,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-01,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-02,1764691500,1764700200,2025-12-02T16:05:00Z,2025-12-02T18:30:00Z,bullish,TIME_EXIT,1.2707072493962372,1.2707072493962372,14.527438622084775,UNAVAILABLE,145.27438622084776,WIN,8700.0,4.93256137791559,22.767438622084228,0.43144849302483307,1.991455621315478,11.43256137791559,4194.0,4228.297684133747,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-02,False,TARGET_2R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-03,1764770700,1764772200,2025-12-03T14:05:00Z,2025-12-03T14:30:00Z,bearish,STOP_HIT,-1.0130101563635612,-1.0130101563635612,-10.900823781650287,UNAVAILABLE,-109.00823781650287,LOSS,1500.0,14.460823781650106,8.239176218349712,1.3438398467512478,0.7656640779118999,10.760823781650288,4267.6,4235.3175286550495,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-03,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-03,1764774000,1764775800,2025-12-03T15:00:00Z,2025-12-03T15:30:00Z,bullish,TARGET_HIT,1.9816675810243614,1.9816675810243614,15.133489023575168,UNAVAILABLE,151.3348902357517,WIN,1800.0,6.936744511787765,16.763255488212963,0.9083379051218299,2.195078735754259,7.636744511787583,4236.7,4259.610233535363,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-03,False,STOP_HIT,True,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-03,1764781500,1764786600,2025-12-03T17:05:00Z,2025-12-03T18:30:00Z,bullish,TIME_EXIT,-0.5431109420952197,-0.5431109420952197,-6.846999227370943,UNAVAILABLE,-68.46999227370942,LOSS,5100.0,9.60699922737058,7.693000772628693,0.762036949007912,0.6102166450464048,12.60699922737058,4226.6,4264.420997682112,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-03,False,EXPIRED,False,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-04,1764859200,1764860100,2025-12-04T14:40:00Z,2025-12-04T14:55:00Z,bearish,STOP_HIT,-1.0132650349802068,-1.0132650349802068,-10.694061878381616,UNAVAILABLE,-106.94061878381616,LOSS,900.0,12.454061878382163,2.645938121618201,1.1800254747314307,0.25070329813377357,10.554061878381617,4236.2,4204.537814364855,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-04,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-04,1764864900,1764864900,2025-12-04T16:15:00Z,2025-12-04T16:15:00Z,bearish,STOP_HIT,-1.063132052865309,-1.063132052865309,-2.357574015828177,UNAVAILABLE,-23.57574015828177,LOSS,0.0,7.317574015828541,3.6824259841714593,3.29981049723642,1.6605650850378573,2.217574015828177,4246.0,4239.3472779525155,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-04,False,AMBIGUOUS,,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-05,1764946800,1764948000,2025-12-05T15:00:00Z,2025-12-05T15:20:00Z,bearish,STOP_HIT,-1.0240454176214908,-1.0240454176214908,-5.9623151788752144,UNAVAILABLE,-59.623151788752146,LOSS,1200.0,8.022315178875033,6.977684821124967,1.3778565626233972,1.1984381825363417,5.822315178875215,4277.0,4259.533054463374,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-05,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-05,1764949800,1764951000,2025-12-05T15:50:00Z,2025-12-05T16:10:00Z,bearish,TARGET_HIT,1.9886376947917066,1.9886376947917066,24.5028867089071,UNAVAILABLE,245.02886708907099,WIN,1200.0,2.4214433544539133,46.17855664554645,0.19652270312785147,3.7478203906083247,12.32144335445355,4290.5,4253.535669936639,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-05,False,TARGET_3R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-05,1764951600,1764951600,2025-12-05T16:20:00Z,2025-12-05T16:20:00Z,bullish,STOP_HIT,-1.0141342489276932,-1.0141342489276932,-10.045018704297616,UNAVAILABLE,-100.45018704297617,LOSS,0.0,13.2050187042978,0.39498129570165474,1.3331644390099302,0.039876885394499975,9.905018704297618,4231.1,4260.815056112893,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-05,False,AMBIGUOUS,,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-08,1765204200,1765204500,2025-12-08T14:30:00Z,2025-12-08T14:35:00Z,bearish,TARGET_HIT,1.9535834847234619,1.9535834847234619,5.89233565320079,UNAVAILABLE,58.923356532007894,WIN,300.0,2.5161678266003946,6.583832173399969,0.834226731155221,2.1828467618198775,3.0161678266003946,4240.8,4231.751496520199,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-08,False,AMBIGUOUS,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-09,1765297200,1765298100,2025-12-09T16:20:00Z,2025-12-09T16:35:00Z,bearish,STOP_HIT,-1.0186436873235616,-1.0186436873235616,-7.649244151669008,UNAVAILABLE,-76.49244151669008,LOSS,900.0,7.809244151669191,0.8907558483306275,1.0399507585505132,0.11862123941364293,7.509244151669009,4247.7,4225.172267544993,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-09,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-09,1765298100,1765298700,2025-12-09T16:35:00Z,2025-12-09T16:45:00Z,bearish,STOP_HIT,-1.0348869410369086,-1.0348869410369086,-4.152962897832949,UNAVAILABLE,-41.52962897832949,LOSS,600.0,5.1129628978324035,2.5870371021674146,1.2741116795755745,0.6446700774543536,4.012962897832949,4250.6,4238.5611113065015,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-09,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-10,1765376100,1765376400,2025-12-10T14:15:00Z,2025-12-10T14:20:00Z,bearish,TARGET_HIT,1.9365320265488064,1.9365320265488064,4.2716738691100185,UNAVAILABLE,42.71673869110018,WIN,300.0,1.4058369345548272,4.994163065444809,0.6373258659930959,2.2640672060613123,2.205836934555009,4235.3,4228.682489196335,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-10,False,TARGET_3R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-11,1765461300,1765461900,2025-12-11T13:55:00Z,2025-12-11T14:05:00Z,bearish,STOP_HIT,-1.0763138247606572,-1.0763138247606572,-1.9745299877064464,UNAVAILABLE,-19.745299877064465,LOSS,600.0,4.834529987706446,3.5654700122940994,2.635296244871222,1.9435332407684964,1.8345299877064463,4250.8,4245.296410036881,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-11,False,AMBIGUOUS,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-11,1765472100,1765472700,2025-12-11T16:55:00Z,2025-12-11T17:05:00Z,bearish,STOP_HIT,-1.0247890945261533,-1.0247890945261533,-5.7876447678351175,UNAVAILABLE,-57.87644767835118,LOSS,600.0,7.747644767835482,1.7523552321645184,1.3718364178923643,0.31028071066804,5.647644767835118,4309.4,4292.457065696494,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-11,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-12,1765551600,1765552500,2025-12-12T15:00:00Z,2025-12-12T15:15:00Z,bearish,TARGET_HIT,1.9805337139221704,1.9805337139221704,14.24384285941902,UNAVAILABLE,142.4384285941902,WIN,900.0,3.8919214297093276,24.608078570290672,0.5411518281654152,3.421627837678508,7.1919214297095095,4387.8,4366.224235710872,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-12,False,TARGET_3R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-12,1765555800,1765556400,2025-12-12T16:10:00Z,2025-12-12T16:20:00Z,bullish,STOP_HIT,-1.0216641021505082,-1.0216641021505082,-6.60230335452492,UNAVAILABLE,-66.02303354524919,LOSS,600.0,7.762303354525102,10.137696645475444,1.2011666628261761,1.5687435407031773,6.46230335452492,4303.7,4323.086910063575,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-12,False,AMBIGUOUS,False,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-15,1765807500,1765807800,2025-12-15T14:05:00Z,2025-12-15T14:10:00Z,bullish,STOP_HIT,-1.0386021801200442,-1.0386021801200442,-3.7667381677571394,UNAVAILABLE,-37.66738167757139,LOSS,300.0,5.0267381677567755,1.9732618322432245,1.3860218012003411,0.5440872048018665,3.6267381677571393,4363.2,4374.080214503271,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-15,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-15,1765815600,1765815600,2025-12-15T16:20:00Z,2025-12-15T16:20:00Z,bullish,STOP_HIT,-1.0272193111557795,-1.0272193111557795,-5.283407164081509,UNAVAILABLE,-52.83407164081509,LOSS,0.0,14.143407164081509,0.3565928359184909,2.749812860014396,0.06933008111990877,5.143407164081509,4331.0,4346.4302214922445,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-15,False,AMBIGUOUS,,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-15,1765817400,1765823400,2025-12-15T16:50:00Z,2025-12-15T18:30:00Z,bullish,TIME_EXIT,0.4210470391498407,0.4210470391498407,5.7362426811836125,UNAVAILABLE,57.36242681183612,WIN,6000.0,8.323757318816206,9.676242681183794,0.61097369279471,0.7102477279024559,13.623757318816388,4315.9,4356.771271956449,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-15,False,EXPIRED,False,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-16,1765895100,1765895400,2025-12-16T14:25:00Z,2025-12-16T14:30:00Z,bearish,STOP_HIT,-1.0205116587586762,-1.0205116587586762,-6.96538655927965,UNAVAILABLE,-69.65386559279649,LOSS,300.0,7.82538655927965,0.2746134407198042,1.1465118482762593,0.0402341227613615,6.82538655927965,4362.4,4341.923840322161,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-16,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-17,1765989000,1765989600,2025-12-17T16:30:00Z,2025-12-17T16:40:00Z,bullish,TARGET_HIT,1.9631826546013391,1.9631826546013391,7.465111041226337,UNAVAILABLE,74.65111041226338,WIN,600.0,0.5025555206129866,11.197444479386832,0.1321625727458014,2.944715578427958,3.8025555206131685,4351.0,4362.4076665618395,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-17,False,TARGET_3R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-18,1766069400,1766070000,2025-12-18T14:50:00Z,2025-12-18T15:00:00Z,bullish,TARGET_HIT,1.9845140719779695,1.9845140719779695,17.94093125589039,UNAVAILABLE,179.4093125589039,WIN,600.0,2.7404656279450137,20.159534372054623,0.3031332390086077,2.229922130309197,9.040465627945196,4338.0,4365.121396883836,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-18,False,TARGET_3R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-18,1766076600,1766077500,2025-12-18T16:50:00Z,2025-12-18T17:05:00Z,bearish,TARGET_HIT,1.9913598937881523,1.9913598937881523,32.26700902681601,UNAVAILABLE,322.67009026816015,WIN,900.0,6.603504513407643,33.096495486592175,0.4075355740447014,2.0425516874578356,16.203504513408006,4409.5,4360.889486459776,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-18,False,TARGET_2R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-12-19,1766153100,1766153400,2025-12-19T14:05:00Z,2025-12-19T14:10:00Z,bullish,STOP_HIT,-1.0376440801297258,-1.0376440801297258,-3.859044256561574,UNAVAILABLE,-38.59044256561574,LOSS,300.0,5.219044256561574,4.580955743438608,1.4033294299613466,1.2317561791195006,3.719044256561574,4357.5,4368.657132769685,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-12-19,False,STOP_HIT,False,True
