strategy,source_path,instrument,trading_date,entry_ts,exit_ts,entry_time,exit_time,direction,outcome,r_multiple,pnl_R,points,gross_pnl,net_pnl,win_loss,holding_time,mae,mfe,mae_r,mfe_r,risk_points,stop,target,fees_slippage_assumption,session_day,news_blackout,frozen_status,hit_2r_mfe,stop_hit_flag
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-18,1755525000,1755525000,2025-08-18T13:50:00Z,2025-08-18T13:50:00Z,bullish,STOP_HIT,-1.112982820835065,-1.112982820835065,-1.3791264350212624,UNAVAILABLE,-13.791264350212625,LOSS,0.0,1.339126435021626,0.36087356497864675,1.0807020148824829,0.29123223811495436,1.2391264350212623,3356.3,3360.017379305064,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-18,False,AMBIGUOUS,,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-19,1755609300,1755614400,2025-08-19T13:15:00Z,2025-08-19T14:40:00Z,bullish,STOP_HIT,-1.0252378773971766,-1.0252378773971766,-5.687217691756486,UNAVAILABLE,-56.872176917564865,LOSS,5100.0,5.647217691756396,8.252782308243695,1.0180270552836812,1.487733629150312,5.547217691756487,3342.6,3359.2416530752694,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-19,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-20,1755701700,1755702300,2025-08-20T14:55:00Z,2025-08-20T15:05:00Z,bearish,TARGET_HIT,1.9341612886571664,1.9341612886571664,4.112817138871251,UNAVAILABLE,41.12817138871251,WIN,600.0,0.6264085694356254,4.673591430564102,0.29458523561249655,2.1978802652232208,2.1264085694356254,3366.6,3360.220774291693,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-20,False,TARGET_3R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-25,1756130100,1756130400,2025-08-25T13:55:00Z,2025-08-25T14:00:00Z,bearish,STOP_HIT,-1.0963524477865576,-1.0963524477865576,-1.592998893293625,UNAVAILABLE,-15.92998893293625,LOSS,300.0,3.452998893293625,0.5470011067063751,2.376463539807966,0.37646353980796604,1.4529988932936249,3389.0,3384.641003320119,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-25,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-26,1756222200,1756222500,2025-08-26T15:30:00Z,2025-08-26T15:35:00Z,bearish,STOP_HIT,-1.0959903900107826,-1.0959903900107826,-1.5984793330277536,UNAVAILABLE,-15.984793330277537,LOSS,300.0,1.4584793330277535,0.2415206669725194,1.0,0.16559759298826038,1.4584793330277535,3402.8,3398.424562000917,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-26,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-26,1756222800,1756222800,2025-08-26T15:40:00Z,2025-08-26T15:40:00Z,bearish,STOP_HIT,-1.3603034009932433,-1.3603034009932433,-0.5285614168893881,UNAVAILABLE,-5.285614168893881,LOSS,0.0,1.988561416889297,0.011438583110702893,5.117753154208262,0.02943828855235804,0.38856141688938806,3402.8,3401.634315749332,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-26,False,AMBIGUOUS,,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-27,1756300800,1756301400,2025-08-27T13:20:00Z,2025-08-27T13:30:00Z,bearish,TARGET_HIT,1.8987097361189693,1.8987097361189693,2.624332812173052,UNAVAILABLE,26.243328121730517,WIN,600.0,0.7821664060866169,5.317833593913292,0.565898869081363,3.84746262859205,1.382166406086526,3405.5,3401.3535007817404,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-27,False,STOP_HIT,True,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-27,1756303200,1756306500,2025-08-27T14:00:00Z,2025-08-27T14:55:00Z,bullish,TARGET_HIT,1.959970410675569,1.959970410675569,6.854825695828695,UNAVAILABLE,68.54825695828696,WIN,3300.0,2.5974128479142564,8.902587152085744,0.742666925771489,2.5454779115924864,3.4974128479143474,3395.6,3406.092238543743,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-27,False,TARGET_3R_HIT,True,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-27,1756307100,1756307100,2025-08-27T15:05:00Z,2025-08-27T15:05:00Z,bearish,STOP_HIT,-1.2546319640289691,-1.2546319640289691,-0.6898131412286966,UNAVAILABLE,-6.898131412286967,LOSS,0.0,1.2498131412285147,0.4501868587713034,2.2731598201445147,0.8187997430640652,0.5498131412286966,3408.0,3406.350560576314,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-27,False,AMBIGUOUS,,False
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-27,1756308000,1756311300,2025-08-27T15:20:00Z,2025-08-27T16:15:00Z,bearish,STOP_HIT,-1.0612022148560287,-1.0612022148560287,-2.42749891371308,UNAVAILABLE,-24.2749891371308,LOSS,3300.0,2.3874989137129887,2.5125010862871022,1.0437158677542664,1.0983616522067754,2.2874989137130797,3412.5,3405.6375032588608,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-27,False,STOP_HIT,False,True
GC_VWAP_V2_FROZEN,reconstructed:frozen_v2_5m_stitch,GC,2025-08-28,1756385700,1756386000,2025-08-28T12:55:00Z,2025-08-28T13:00:00Z,bullish,STOP_HIT,-1.1255699937362602,-1.1255699937362602,-1.2549160387317353,UNAVAILABLE,-12.549160387317354,LOSS,300.0,1.2149160387316442,1.5850839612685377,1.0896928526686758,1.4217070220566912,1.1149160387317352,3427.1,3430.444748116195,1_TICK_ADVERSE_ENTRY + 1_TICK_EXIT + 0.04pt_commission (family_port GC model),2025-08-28,False,AMBIGUOUS,False,False
