book,number_of_trades,date_range,n_trading_days,win_rate,average_win_R,average_loss_R,median_win_R,median_loss_R,expectancy_R,profit_factor,trades_per_day,trades_per_week,trades_per_month,max_consecutive_wins,max_consecutive_losses,90th_percentile_losing_streak,95th_percentile_losing_streak,max_historical_drawdown_R,average_daily_R,standard_deviation_daily_R,best_day_R,worst_day_R,best_day_as_percent_of_total_profit,recovery_factor,total_R,n_wins,n_losses,n_scratches
GC,430,"['2025-08-04', '2026-08-14']",209,0.37906976744186044,1.7109880167773999,-1.008751261584268,1.9651063968707778,-1.0264851731835194,0.02221967416678278,1.0354740512743115,2.0574162679425836,8.026666666666667,34.901093333333336,5,10,5.0,6.0,19.485221463586026,0.04571511909912247,1.846805018963307,6.011760878780307,-4.131237186209882,0.021555947920044748,0.49034392088239626,9.554459891716595,163,267,0
