book,number_of_trades,date_range,n_trading_days,win_rate,average_win_R,average_loss_R,median_win_R,median_loss_R,expectancy_R,profit_factor,trades_per_day,trades_per_week,trades_per_month,max_consecutive_wins,max_consecutive_losses,90th_percentile_losing_streak,95th_percentile_losing_streak,max_historical_drawdown_R,average_daily_R,standard_deviation_daily_R,best_day_R,worst_day_R,best_day_as_percent_of_total_profit,recovery_factor,total_R,n_wins,n_losses,n_scratches
ES,5574,"['2020-01-02', '2026-08-14']",1674,0.6498026551847865,0.49702420393889196,-0.8378204690346084,0.4677777777777778,-1.0322222222222222,0.029565143722840182,1.1007665011417347,3.3297491039426523,16.149834437086092,70.22178725165563,20,15,4.0,5.0,49.99055555555591,0.09844451081906283,1.5679389071704053,2.371111111111111,-2.0644444444444443,0.0013171217495129457,3.2965449029260863,164.79611111111117,3622,1952,0
