strategy,source_path,instrument,trading_date,entry_ts,exit_ts,entry_time,exit_time,direction,outcome,r_multiple,pnl_R,points,gross_pnl,net_pnl,win_loss,holding_time,mae,mfe,mae_r,mfe_r,risk_points,stop,target,fees_slippage_assumption,session_day,news_blackout,month,R
,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12,4.675555555555557
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01,7.08777777777778
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02,17.20722222222222
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03,-5.0877777777777755
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04,6.026111111111112
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05,-1.3666666666666651
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06,7.866111111111113
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07,4.705555555555557
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08,10.811666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09,7.883333333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10,-2.667222222222221
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11,-4.432777777777776
,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12,0.16388888888889036
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01,-14.048333333333332
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02,-3.4605555555555547
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03,-3.8177777777777773
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04,-1.1727777777777741
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05,-1.2688888888888878
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06,5.637777777777778
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07,14.070555555555554
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08,12.315555555555557
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09,-7.36722222222222
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10,13.224444444444446
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11,17.744999999999997
,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12,10.823333333333334
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01,-4.477777777777777
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02,-7.632222222222222
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03,0.990555555555557
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04,7.14388888888889
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05,2.9583333333333344
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06,-6.0716666666666645
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07,13.999999999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08,3.0122222222222232
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09,-6.742777777777774
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10,2.8372222222222248
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11,0.7105555555555563
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12,2.4755555555555566
,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01,-4.16333333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02,3.053888888888893
,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03,3.8477777777777784
,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04,5.370000000000002
,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05,-4.574999999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06,3.21277777777778
,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07,6.186111111111114
,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08,4.677777777777777
