strategy,source_path,instrument,trading_date,entry_ts,exit_ts,entry_time,exit_time,direction,outcome,r_multiple,pnl_R,points,gross_pnl,net_pnl,win_loss,holding_time,mae,mfe,mae_r,mfe_r,risk_points,stop,target,fees_slippage_assumption,session_day,news_blackout,month,R
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01,4.754374999999997
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02,-2.5375000000000023
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03,2.0637499999999966
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04,10.183749999999996
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05,11.434374999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06,-1.1400000000000023
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07,7.803124999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08,12.923124999999999
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09,-3.4543750000000033
,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10,9.0575
