book,number_of_trades,date_range,n_trading_days,win_rate,average_win_R,average_loss_R,median_win_R,median_loss_R,expectancy_R,profit_factor,trades_per_day,trades_per_week,trades_per_month,max_consecutive_wins,max_consecutive_losses,90th_percentile_losing_streak,95th_percentile_losing_streak,max_historical_drawdown_R,average_daily_R,standard_deviation_daily_R,best_day_R,worst_day_R,best_day_as_percent_of_total_profit,recovery_factor,total_R,n_wins,n_losses,n_scratches
NQ,5000,"['2020-01-02', '2025-10-21']",1484,0.663,0.5164347662141779,-0.8242117952522255,0.49124999999999996,-1.00875,0.06463687499999997,1.232708166916058,3.3692722371967654,16.51722510618216,71.81925436526664,25,14,4.0,5.0,28.053124999997067,0.2177792284366576,1.5948440569913138,2.465,-2.0175,0.0014398522180076446,11.520441127326585,323.1843749999998,3315,1685,0
