strategy,source_path,instrument,trading_date,entry_ts,exit_ts,entry_time,exit_time,direction,outcome,r_multiple,pnl_R,points,gross_pnl,net_pnl,win_loss,holding_time,mae,mfe,mae_r,mfe_r,risk_points,stop,target,fees_slippage_assumption,session_day,news_blackout
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-19,1605801300,1605814500,2020-11-19T15:55:00Z,2020-11-19T19:35:00Z,bullish,TARGET_HIT,0.4677777777777778,0.4677777777777778,8.42,UNAVAILABLE,42.1,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3545.5,3572.5,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-19,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-19,1605803400,1605814380,2020-11-19T16:30:00Z,2020-11-19T19:33:00Z,bullish,TARGET_HIT,0.4677777777777778,0.4677777777777778,8.42,UNAVAILABLE,42.1,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3543.25,3570.25,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-19,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-19,1605804000,1605810300,2020-11-19T16:40:00Z,2020-11-19T18:25:00Z,bullish,TARGET_HIT,0.4677777777777778,0.4677777777777778,8.42,UNAVAILABLE,42.1,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3538.0,3565.0,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-19,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-19,1605806400,1605811920,2020-11-19T17:20:00Z,2020-11-19T18:52:00Z,bullish,TARGET_HIT,0.4677777777777778,0.4677777777777778,8.42,UNAVAILABLE,42.1,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3540.0,3567.0,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-19,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-20,1605887700,1605903480,2020-11-20T15:55:00Z,2020-11-20T20:18:00Z,bearish,TARGET_HIT,0.5927777777777777,0.5927777777777777,10.67,UNAVAILABLE,53.35,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3586.0,3556.75,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-20,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-20,1605888900,1605905700,2020-11-20T16:15:00Z,2020-11-20T20:55:00Z,bullish,FORCE_CLOSE,-0.8238888888888889,-0.8238888888888889,-14.83,UNAVAILABLE,-74.15,LOSS,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3553.75,3580.75,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-20,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-20,1605890700,1605905700,2020-11-20T16:45:00Z,2020-11-20T20:55:00Z,bullish,FORCE_CLOSE,-0.8655555555555555,-0.8655555555555555,-15.58,UNAVAILABLE,-77.9,LOSS,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3554.5,3581.5,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-20,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-23,1606146600,1606147800,2020-11-23T15:50:00Z,2020-11-23T16:10:00Z,bearish,TARGET_HIT,0.5927777777777777,0.5927777777777777,10.67,UNAVAILABLE,53.35,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3588.5,3559.25,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-23,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-23,1606148400,1606161180,2020-11-23T16:20:00Z,2020-11-23T19:53:00Z,bearish,STOP_HIT,-1.0322222222222222,-1.0322222222222222,-18.58,UNAVAILABLE,-92.89999999999999,LOSS,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3574.25,3545.0,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-23,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-23,1606149600,1606161180,2020-11-23T16:40:00Z,2020-11-23T19:53:00Z,bearish,STOP_HIT,-1.0322222222222222,-1.0322222222222222,-18.58,UNAVAILABLE,-92.89999999999999,LOSS,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3572.25,3543.0,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-23,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-24,1606233300,1606235580,2020-11-24T15:55:00Z,2020-11-24T16:33:00Z,bullish,TARGET_HIT,0.4677777777777778,0.4677777777777778,8.42,UNAVAILABLE,42.1,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3598.5,3625.5,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-24,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-24,1606234200,1606235640,2020-11-24T16:10:00Z,2020-11-24T16:34:00Z,bullish,TARGET_HIT,0.4677777777777778,0.4677777777777778,8.42,UNAVAILABLE,42.1,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3599.5,3626.5,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-24,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-24,1606236000,1606236900,2020-11-24T16:40:00Z,2020-11-24T16:55:00Z,bullish,TARGET_HIT,0.4677777777777778,0.4677777777777778,8.42,UNAVAILABLE,42.1,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3608.5,3635.5,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-24,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-24,1606237200,1606251300,2020-11-24T17:00:00Z,2020-11-24T20:55:00Z,bullish,FORCE_CLOSE,0.13444444444444445,0.13444444444444445,2.42,UNAVAILABLE,12.1,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3612.5,3639.5,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-24,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-25,1606319400,1606337700,2020-11-25T15:50:00Z,2020-11-25T20:55:00Z,bearish,FORCE_CLOSE,-0.2822222222222222,-0.2822222222222222,-5.08,UNAVAILABLE,-25.4,LOSS,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3640.5,3611.25,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-25,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-25,1606326900,1606337700,2020-11-25T17:55:00Z,2020-11-25T20:55:00Z,bullish,FORCE_CLOSE,0.009444444444444446,0.009444444444444446,0.17000000000000004,UNAVAILABLE,0.8500000000000002,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3608.25,3635.25,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-25,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-25,1606335600,1606337700,2020-11-25T20:20:00Z,2020-11-25T20:55:00Z,bullish,FORCE_CLOSE,-0.12944444444444445,-0.12944444444444445,-2.33,UNAVAILABLE,-11.65,LOSS,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3610.75,3637.75,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-25,False
ES_DVP_LOCKED_PHASE47_SOURCE_PHASE46,C:/Users/tanam/OneDrive/Desktop/aitrade/reports/phase46_es_dvp.csv,ES,2020-11-26,1606411200,1606413540,2020-11-26T17:20:00Z,2020-11-26T17:59:00Z,bearish,FORCE_CLOSE,0.2038888888888889,0.2038888888888889,3.67,UNAVAILABLE,18.35,WIN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,18.0,3640.0,3610.75,phase46: 2*1tick + 0.08pt commission already in points/r_multiple,2020-11-26,False
