book,profile,policy,payout_mode,reserve_usd,use_dynamic_risk,fixed_risk_usd,healthy_cushion_frac,daily_stop,streak_mode,pre_lock_scale,post_lock_scale,block_insufficient_capacity,cap_risk_to_cushion,n_paths,classification,composite_score,P(first payout),P(5 payouts),P(10 payouts),P(survive 1 year),P(survive 504),median_cumulative_payout,expected_cumulative_payout,downside_tail_p05_payout,P(breach),never_traded,mean_floor_blocks,mean_trades,breach_causes,pre_breach,breach_timing,state_occupancy,pre_n_breaches,pre_median_cushion,pre_mean_cushion,pre_frac_locked,pre_median_days_since_payout,pre_median_consecutive_losses,pre_frac_payout_within_8d,P(breach_by_30),P(breach_1_to_30),P(breach_by_60),P(breach_31_to_60),P(breach_by_90),P(breach_61_to_90),P(breach_by_180),P(breach_91_to_180),P(breach_by_252),P(breach_181_to_252),P(breach_by_504),P(breach_253_to_504),P(never_breach_504),state_HEALTHY,state_CAUTION,state_DEFENSIVE,state_CRITICAL,state_LOCKOUT,h30_P(survive),h30_P(first payout),h30_P(2 payouts),h30_P(5 payouts),h30_P(10 payouts),h30_median_payouts,h30_median_cumulative_trader_payout,h30_expected_cumulative_trader_payout,h30_P(breach),h30_median_time_to_breach,h30_mean_trades,h60_P(survive),h60_P(first payout),h60_P(2 payouts),h60_P(5 payouts),h60_P(10 payouts),h60_median_payouts,h60_median_cumulative_trader_payout,h60_expected_cumulative_trader_payout,h60_P(breach),h60_median_time_to_breach,h60_mean_trades,h90_P(survive),h90_P(first payout),h90_P(2 payouts),h90_P(5 payouts),h90_P(10 payouts),h90_median_payouts,h90_median_cumulative_trader_payout,h90_expected_cumulative_trader_payout,h90_P(breach),h90_median_time_to_breach,h90_mean_trades,h180_P(survive),h180_P(first payout),h180_P(2 payouts),h180_P(5 payouts),h180_P(10 payouts),h180_median_payouts,h180_median_cumulative_trader_payout,h180_expected_cumulative_trader_payout,h180_P(breach),h180_median_time_to_breach,h180_mean_trades,h252_P(survive),h252_P(first payout),h252_P(2 payouts),h252_P(5 payouts),h252_P(10 payouts),h252_median_payouts,h252_median_cumulative_trader_payout,h252_expected_cumulative_trader_payout,h252_P(breach),h252_median_time_to_breach,h252_mean_trades,h504_P(survive),h504_P(first payout),h504_P(2 payouts),h504_P(5 payouts),h504_P(10 payouts),h504_median_payouts,h504_median_cumulative_trader_payout,h504_expected_cumulative_trader_payout,h504_P(breach),h504_median_time_to_breach,h504_mean_trades
GC,MFFU_RAPID_EOD_50K,STITCHED_BEST,FIXED_INTERNAL_RESERVE,1250.0,True,,0.12,none,none,1.0,0.5,True,True,8000,PROP_PROFILE_UNSUITABLE,0.327870053437501,0.222375,0.004,0.000125,1.0,1.0,0.0,259.7130343750098,0.0,0.0,0.0,4.77725,222.6615,{},"{""n_breaches"": 0, ""median_cushion"": null, ""mean_cushion"": null, ""frac_locked"": null, ""median_days_since_payout"": null, ""median_consecutive_losses"": null, ""frac_payout_within_8d"": null}","{""P(breach_by_30)"": 0.0, ""P(breach_1_to_30)"": 0.0, ""P(breach_by_60)"": 0.0, ""P(breach_31_to_60)"": 0.0, ""P(breach_by_90)"": 0.0, ""P(breach_61_to_90)"": 0.0, ""P(breach_by_180)"": 0.0, ""P(breach_91_to_180)"": 0.0, ""P(breach_by_252)"": 0.0, ""P(breach_181_to_252)"": 0.0, ""P(breach_by_504)"": 0.0, ""P(breach_253_to_504)"": 0.0, ""P(never_breach_504)"": 1.0}","{""HEALTHY"": 0.09495610119047619, ""CAUTION"": 0.3495453869047619, ""DEFENSIVE"": 0.55528125, ""CRITICAL"": 0.0, ""LOCKOUT"": 0.00021726190476190475}",0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09495610119047619,0.3495453869047619,0.55528125,0.0,0.00021726190476190475,1.0,0.09375,0.00925,0.0,0.0,0.0,0.0,84.44438784375284,0.0,,48.86825,1.0,0.152625,0.0315,0.0,0.0,0.0,0.0,148.40659285900202,0.0,,78.796875,1.0,0.177375,0.04675,0.000125,0.0,0.0,0.0,180.3433865060235,0.0,,99.054875,1.0,0.19825,0.062875,0.001375,0.000125,0.0,0.0,212.9760102463549,0.0,,137.847,1.0,0.206,0.072125,0.002,0.000125,0.0,0.0,227.3574303657788,0.0,,160.47125,1.0,0.222375,0.08975,0.004,0.000125,0.0,0.0,259.7130343750098,0.0,,222.6615
GC,FUNDEDNEXT_FLEX_50K,STITCHED_BEST,PARTIAL_SURPLUS_PAYOUT,500.0,True,,0.12,cushion_frac,none,1.0,1.0,True,True,8000,PROP_PROFILE_UNSUITABLE,0.3569337244079829,0.382,0.008625,0.00125,1.0,1.0,0.0,293.53724407982907,0.0,0.0,0.0,10.415875,176.1355,{},"{""n_breaches"": 0, ""median_cushion"": null, ""mean_cushion"": null, ""frac_locked"": null, ""median_days_since_payout"": null, ""median_consecutive_losses"": null, ""frac_payout_within_8d"": null}","{""P(breach_by_30)"": 0.0, ""P(breach_1_to_30)"": 0.0, ""P(breach_by_60)"": 0.0, ""P(breach_31_to_60)"": 0.0, ""P(breach_by_90)"": 0.0, ""P(breach_61_to_90)"": 0.0, ""P(breach_by_180)"": 0.0, ""P(breach_91_to_180)"": 0.0, ""P(breach_by_252)"": 0.0, ""P(breach_181_to_252)"": 0.0, ""P(breach_by_504)"": 0.0, ""P(breach_253_to_504)"": 0.0, ""P(never_breach_504)"": 1.0}","{""HEALTHY"": 0.07342435515873016, ""CAUTION"": 0.3241158234126984, ""DEFENSIVE"": 0.5982671130952381, ""CRITICAL"": 0.0, ""LOCKOUT"": 0.004192708333333333}",0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07342435515873016,0.3241158234126984,0.5982671130952381,0.0,0.004192708333333333,1.0,0.218375,0.00625,0.0,0.0,0.0,0.0,111.01751416103004,0.0,,41.8235,1.0,0.288625,0.041,0.0,0.0,0.0,0.0,170.41729856112192,0.0,,64.37175,1.0,0.311125,0.056625,0.00175,0.0,0.0,0.0,199.03693981481618,0.0,,80.685125,1.0,0.341125,0.078,0.006,0.000375,0.0,0.0,242.08759104409953,0.0,,113.369375,1.0,0.356125,0.088375,0.00725,0.00075,0.0,0.0,261.89986386613384,0.0,,131.40025,1.0,0.382,0.10425,0.008625,0.00125,0.0,0.0,293.53724407982907,0.0,,176.1355
NQ,MFFU_RAPID_EOD_50K,STITCHED_BEST,PARTIAL_SURPLUS_PAYOUT,1500.0,False,160.0,0.12,r_loss,none,1.0,1.0,True,True,8000,FUNDED_COMPATIBLE_CANDIDATE,2.8464433065621093,0.919625,0.8755,0.828,0.99875,0.998375,18515.83798412148,16210.372320299915,0.0,0.001625,0.0,361.00075,1160.777,"{""MLL_TRAIL"": 0.000375, ""LOSING_STREAK"": 0.00125}","{""n_breaches"": 13, ""median_cushion"": -0.9907583408154608, ""mean_cushion"": -0.8136645293655425, ""frac_locked"": 0.7692307692307693, ""median_days_since_payout"": 51.0, ""median_consecutive_losses"": 3.0, ""frac_payout_within_8d"": 0.0}","{""P(breach_by_30)"": 0.000125, ""P(breach_1_to_30)"": 0.000125, ""P(breach_by_60)"": 0.00025, ""P(breach_31_to_60)"": 0.000125, ""P(breach_by_90)"": 0.000375, ""P(breach_61_to_90)"": 0.000125, ""P(breach_by_180)"": 0.00075, ""P(breach_91_to_180)"": 0.000375, ""P(breach_by_252)"": 0.00125, ""P(breach_181_to_252)"": 0.0005, ""P(breach_by_504)"": 0.001625, ""P(breach_253_to_504)"": 0.000375, ""P(never_breach_504)"": 0.998375}","{""HEALTHY"": 0.7553987627553459, ""CAUTION"": 0.024146306402394745, ""DEFENSIVE"": 0.006443682576758004, ""CRITICAL"": 0.0012160421230238384, ""LOCKOUT"": 0.21279520614247754}",13,-0.9907583408154608,-0.8136645293655425,0.7692307692307693,51.0,3.0,0.0,0.000125,0.000125,0.00025,0.000125,0.000375,0.000125,0.00075,0.000375,0.00125,0.0005,0.001625,0.000375,0.998375,0.7553987627553459,0.024146306402394745,0.006443682576758004,0.0012160421230238384,0.21279520614247754,0.999875,0.23,0.1005,0.001875,0.0,0.0,0.0,198.68449429687448,0.000125,29.0,87.458875,0.99975,0.662875,0.50275,0.13,0.00075,2.0,925.8974999999971,1077.3076139154016,0.00025,29.0,171.520625,0.999625,0.8405,0.76225,0.409375,0.039875,4.0,2078.9212499999894,2193.2266208439937,0.000375,37.0,252.37575,0.99925,0.919,0.905875,0.844,0.57525,11.0,5900.51750976559,5707.592812410778,0.00075,72.0,480.6215,0.99875,0.919625,0.908625,0.874,0.782625,16.0,8813.13874145504,8311.86860585358,0.00125,101.0,649.985375,0.998375,0.919625,0.908625,0.8755,0.828,32.0,18515.83798412148,16210.372320299915,0.001625,186.0,1160.777
NQ,FUNDEDNEXT_FLEX_50K,STITCHED_BEST,PARTIAL_SURPLUS_PAYOUT,1500.0,False,160.0,0.12,r_loss,none,1.0,1.0,True,True,8000,FUNDED_COMPATIBLE_CANDIDATE,2.7286313748276925,0.816875,0.783375,0.7625,0.998875,0.998625,18930.29443420259,15291.713215380858,0.0,0.001375,0.0,374.854875,1148.610625,"{""MLL_TRAIL"": 0.0005, ""LOSING_STREAK"": 0.000875}","{""n_breaches"": 11, ""median_cushion"": -0.6000000000276486, ""mean_cushion"": -0.6305264561048137, ""frac_locked"": 0.45454545454545453, ""median_days_since_payout"": 1015.0, ""median_consecutive_losses"": 3.0, ""frac_payout_within_8d"": 0.0}","{""P(breach_by_30)"": 0.0005, ""P(breach_1_to_30)"": 0.0005, ""P(breach_by_60)"": 0.000875, ""P(breach_31_to_60)"": 0.000375, ""P(breach_by_90)"": 0.001, ""P(breach_61_to_90)"": 0.000125, ""P(breach_by_180)"": 0.001125, ""P(breach_91_to_180)"": 0.000125, ""P(breach_by_252)"": 0.001125, ""P(breach_181_to_252)"": 0.0, ""P(breach_by_504)"": 0.001375, ""P(breach_253_to_504)"": 0.00025, ""P(never_breach_504)"": 0.998625}","{""HEALTHY"": 0.7690244764195437, ""CAUTION"": 0.007470622660309388, ""DEFENSIVE"": 0.0022381079719499073, ""CRITICAL"": 0.00034413330919930905, ""LOCKOUT"": 0.2209226596389977}",11,-0.6000000000276486,-0.6305264561048137,0.45454545454545453,1015.0,3.0,0.0,0.0005,0.0005,0.000875,0.000375,0.001,0.000125,0.001125,0.000125,0.001125,0.0,0.001375,0.00025,0.998625,0.7690244764195437,0.007470622660309388,0.0022381079719499073,0.00034413330919930905,0.2209226596389977,0.9995,0.23575,0.035125,0.0,0.0,0.0,0.0,152.33228921873757,0.0005,18.0,85.024125,0.999125,0.641375,0.426625,0.005625,0.0,1.0,555.417499999908,814.1311669921207,0.000875,27.0,161.033125,0.999,0.780375,0.68925,0.21,0.0,3.0,1754.0443749997262,1707.1191528319027,0.001,39.0,232.895,0.998875,0.81675,0.80275,0.75325,0.34225,8.0,5287.486249999614,4642.093471798722,0.001125,39.0,441.029625,0.998875,0.816875,0.803625,0.781875,0.699375,13.0,8252.531249999527,7027.061195699662,0.001125,39.0,603.0595,0.998625,0.816875,0.80375,0.783375,0.7625,28.0,18930.29443420259,15291.713215380858,0.001375,43.0,1148.610625
ES,MFFU_RAPID_EOD_50K,STITCHED_BEST,PARTIAL_SURPLUS_PAYOUT,1500.0,False,90.0,0.12,r_loss,none,1.0,1.0,True,True,8000,FUNDED_COMPATIBLE_CANDIDATE,1.5402614809607462,0.963875,0.92825,0.750625,0.999125,0.99875,6527.444304199126,6418.612349028956,1410.7949999999885,0.00125,0.0,64.66,1392.404875,"{""MLL_TRAIL"": 0.0005, ""LOSING_STREAK"": 0.00075}","{""n_breaches"": 10, ""median_cushion"": -1.7062500000194092, ""mean_cushion"": -1.436601562505612, ""frac_locked"": 0.3, ""median_days_since_payout"": 1058.0, ""median_consecutive_losses"": 3.0, ""frac_payout_within_8d"": 0.0}","{""P(breach_by_30)"": 0.0, ""P(breach_1_to_30)"": 0.0, ""P(breach_by_60)"": 0.00025, ""P(breach_31_to_60)"": 0.00025, ""P(breach_by_90)"": 0.0005, ""P(breach_61_to_90)"": 0.00025, ""P(breach_by_180)"": 0.000875, ""P(breach_91_to_180)"": 0.000375, ""P(breach_by_252)"": 0.000875, ""P(breach_181_to_252)"": 0.0, ""P(breach_by_504)"": 0.00125, ""P(breach_253_to_504)"": 0.000375, ""P(never_breach_504)"": 0.99875}","{""HEALTHY"": 0.9334590180211488, ""CAUTION"": 0.021936652931539492, ""DEFENSIVE"": 0.005027801221267935, ""CRITICAL"": 0.0010343543662810902, ""LOCKOUT"": 0.0385421734597627}",10,-1.7062500000194092,-1.436601562505612,0.3,1058.0,3.0,0.0,0.0,0.0,0.00025,0.00025,0.0005,0.00025,0.000875,0.000375,0.000875,0.0,0.00125,0.000375,0.99875,0.9334590180211488,0.021936652931539492,0.005027801221267935,0.0010343543662810902,0.0385421734597627,1.0,0.002125,0.0,0.0,0.0,0.0,0.0,1.0058849999999957,0.0,,86.28425,0.99975,0.077625,0.01925,0.0,0.0,0.0,0.0,49.601040117187196,0.00025,39.0,172.340625,0.9995,0.2695,0.125125,0.002625,0.0,0.0,0.0,226.44061716796702,0.0005,73.0,258.135625,0.999125,0.752125,0.622,0.21625,0.005625,2.0,1030.0274999999917,1326.5205119580328,0.000875,83.0,512.067,0.999125,0.89675,0.8345,0.519875,0.076125,5.0,2423.539687499982,2421.2265903780003,0.000875,83.0,711.415875,0.99875,0.963875,0.9575,0.92825,0.750625,13.0,6527.444304199126,6418.612349028956,0.00125,117.0,1392.404875
ES,FUNDEDNEXT_FLEX_50K,STITCHED_BEST,PAYOUT_AS_SOON_AS_ELIGIBLE,1500.0,False,90.0,0.12,r_loss,none,1.0,1.0,True,True,8000,FUNDED_COMPATIBLE_CANDIDATE,1.4174492141807653,0.907625,0.823375,0.224625,0.9975,0.996125,6880.422499998336,6431.76542999846,0.0,0.003875,0.0,197.482,1276.241875,"{""MLL_TRAIL"": 0.00125, ""LOSING_STREAK"": 0.002625}","{""n_breaches"": 31, ""median_cushion"": -1.7500000001382432, ""mean_cushion"": -1.527419355128997, ""frac_locked"": 0.5806451612903226, ""median_days_since_payout"": 1038.0, ""median_consecutive_losses"": 3.0, ""frac_payout_within_8d"": 0.0}","{""P(breach_by_30)"": 0.0, ""P(breach_1_to_30)"": 0.0, ""P(breach_by_60)"": 0.0005, ""P(breach_31_to_60)"": 0.0005, ""P(breach_by_90)"": 0.00075, ""P(breach_61_to_90)"": 0.00025, ""P(breach_by_180)"": 0.002, ""P(breach_91_to_180)"": 0.00125, ""P(breach_by_252)"": 0.0025, ""P(breach_181_to_252)"": 0.0005, ""P(breach_by_504)"": 0.003875, ""P(breach_253_to_504)"": 0.001375, ""P(never_breach_504)"": 0.996125}","{""HEALTHY"": 0.8505631864580703, ""CAUTION"": 0.023856872684462457, ""DEFENSIVE"": 0.0064196196502755275, ""CRITICAL"": 0.0013338888303341136, ""LOCKOUT"": 0.11782643237685765}",31,-1.7500000001382432,-1.527419355128997,0.5806451612903226,1038.0,3.0,0.0,0.0,0.0,0.0005,0.0005,0.00075,0.00025,0.002,0.00125,0.0025,0.0005,0.003875,0.001375,0.996125,0.8505631864580703,0.023856872684462457,0.0064196196502755275,0.0013338888303341136,0.11782643237685765,1.0,0.01425,0.000125,0.0,0.0,0.0,0.0,8.126976874998267,0.0,,86.27325,0.9995,0.198375,0.0075,0.0,0.0,0.0,0.0,121.01789343746006,0.0005,47.0,171.52,0.99925,0.456,0.0995,0.0,0.0,0.0,0.0,358.3359624998707,0.00075,47.0,254.4295,0.998,0.8335,0.646625,0.014625,0.0,2.0,1401.0599999992908,1531.1355021870295,0.002,102.0,492.14375,0.9975,0.8925,0.829375,0.205625,0.0,3.0,2621.8099999994292,2634.8227199992766,0.0025,109.0,674.719375,0.996125,0.907625,0.888625,0.823375,0.224625,8.0,6880.422499998336,6431.76542999846,0.003875,175.0,1276.241875
