avg_stop,entered,expired,failed,full_e_r,full_n,hold_e_r,hold_n,instrument,p38_e_r,status,train_e_r
2.7027027027027026,814,185,644,-0.17992123326859394,758,-0.17387473161368902,181,ES,0.01439952305412016,ORB_RETEST_EDGE_REJECTED,-0.18181796948962997
11.037675606641123,782,193,670,-0.09286293376260162,703,-0.048951637870690394,167,NQ,0.0652115278774822,ORB_RETEST_EDGE_REJECTED,-0.10654425169907396
