avg_hold_sec,avg_mae,avg_mfe,avg_stop_points,expectancy_points,expectancy_r,flatten,max_consec_losses,max_dd_points,median_stop_points,n_ambiguous,n_days,n_entered,n_resolved,n_short,p95_stop_points,p_reach_0_5r,p_reach_1_5r,p_reach_1r,p_reach_2r,p_reach_3r,profit_factor,total_points,tstat,use_cost,win_rate,worst_day_points
8940,17.736199095022624,14.76108597285068,,-0.7885972850678727,,12:00,8,1088.7499999999995,,0,1105,1105,1105,0,,0.0,0.0,0.0,0.0,0.0,0.9083631025304783,-871.3999999999993,-1.1673254251627452,True,0.530316742081448,-137.58
16140,21.03190045248869,17.5210407239819,,-0.029095022624433652,,14:00,10,979.6800000000005,,0,1105,1105,1105,0,,0.0,0.0,0.0,0.0,0.0,0.9969896214507497,-32.14999999999918,-0.03664851469625503,True,0.539366515837104,-181.33
23040,24.883031674208144,21.007466063348417,,-0.28633484162895845,,15:55,10,1061.8199999999993,,0,1105,1105,1105,0,,0.0,0.0,0.0,0.0,0.0,0.9760571118096557,-316.39999999999907,-0.2943622782701625,True,0.5330316742081448,-202.08
