candidate_id,e2r_after_friction,e2r_raw,friction_r,interpretation,survives,tick_size,ticks_per_side
G1_OR30_bo_volOFF_dispOFF,-0.3846153846153846,-0.3846153846153846,0.0,0 tick(s) per side round-turn ~ 0 ticks total,False,0.1,0
G1_OR30_bo_volOFF_dispOFF,-0.39487179487179486,-0.3846153846153846,0.010256410256410256,1 tick(s) per side round-turn ~ 2 ticks total,False,0.1,1
G1_OR30_bo_volOFF_dispOFF,-0.4051282051282051,-0.3846153846153846,0.020512820512820513,2 tick(s) per side round-turn ~ 4 ticks total,False,0.1,2
