bucket,expectancy_r,feature,mean_x,n,win_rate
1,0.0017081998211561525,or_width_over_atr,0.17176534882994146,148,0.5
2,-0.01979081672973931,or_width_over_atr,0.2188758432623529,148,0.5
3,0.07708305961629257,or_width_over_atr,0.25777219244930843,148,0.5405405405405406
4,0.1282936447113032,or_width_over_atr,0.29903021599158697,148,0.5878378378378378
5,0.13856250642319706,or_width_over_atr,0.393867954501571,149,0.5704697986577181
