ambiguous,average_loss_points,average_win_points,expectancy_points,expectancy_r,long,longest_losing_streak,losses,max_drawdown_points,pct_profitable_days,profit_factor,resolved_n,short,timed_exits,trades,trades_per_day,trading_days,win_rate,wins
0,70.82056892778994,43.19781931464174,6.503169014084507,0.08128961267605633,"{""n"": 811, ""win_rate"": 0.7040690505548706, ""expectancy_points"": 6.5998766954377315}",8,457,1127.5,0.5703883495145631,1.2853236520933107,1420,"{""n"": 609, ""win_rate"": 0.6436781609195402, ""expectancy_points"": 6.374384236453202}",108,1420,3.4466019417475726,412,0.678169014084507,963
