confidence,equivalence_status,exact,internal_n,internal_only,internal_precision,luxalgo_coverage,luxalgo_only,reliable_mapped,reliable_n,timeframe,within_1,within_2
reliable_n=1 < 20; sample too small for equivalence claim,UNVALIDATED,0,4,0,,0.0,1,1,1,5m,0,0
reliable_n=4 < 20; sample too small for equivalence claim,UNVALIDATED,0,15,12,0.0,0.0,4,4,4,15m,0,0
