bucket,expectancy_r,n,win_rate
0_15m,0.07890419544225045,556,0.5431654676258992
15_30m,-0.033975967999007116,128,0.5
30_60m,0.2945179075288994,45,0.6666666666666666
gt_60m,-0.24278322377747596,17,0.35294117647058826
