filter_applied,historical_oos_expectancy,historical_oos_n,historical_oos_wr,paper_expectancy,paper_n,paper_wr,side
False,6.5998766954377315,811,0.7040690505548706,,0,,long
False,6.374384236453202,609,0.6436781609195402,,0,,short
