e_pts,e_r,n,pf,side,wr
0.8503030303030309,0.04724745497942307,825,1.1165692901819246,LONG,0.5321212121212121
-0.3182659713168181,-0.020932346357059633,767,0.9618167655229372,SHORT,0.49282920469361147
