ambiguous,average_loss_points,average_win_points,expectancy_points,expectancy_r,long,longest_losing_streak,losses,max_drawdown_points,pct_profitable_days,profit_factor,resolved_n,short,timed_exits,trades,trades_per_day,trading_days,win_rate,wins
0,66.43153200419727,42.181328781512605,5.951697584879244,0.07439621981099055,"{""n"": 3108, ""win_rate"": 0.6998069498069498, ""expectancy_points"": 6.927686615186615}",14,1906,1950.25,0.5443786982248521,1.2685863440176592,5714,"{""n"": 2606, ""win_rate"": 0.6266308518802763, ""expectancy_points"": 4.787701458173446}",770,5714,3.3810650887573965,1690,0.6664333216660833,3808
