bucket,fwd,hit_rate,instrument,label,lookback,mean_abs_signal,mean_signed_fwd,n,side
5,1,0.5,GC,Q5_strongest,60,0.1500716235264262,-4.780152436988794e-05,468,LONG
1,1,0.5097493036211699,GC,Q1_weakest,60,0.008779471811578565,-0.0003950514391473553,359,SHORT
2,1,0.5055555555555555,GC,Q2,60,0.026134595973856065,-7.939691230350536e-05,360,SHORT
3,1,0.49166666666666664,GC,Q3,60,0.04400030749811345,-3.3106373902287866e-05,360,SHORT
4,1,0.5138888888888888,GC,Q4,60,0.0644022370088048,-3.204491236535662e-05,360,SHORT
5,1,0.4527777777777778,GC,Q5_strongest,60,0.10930799468908867,-0.00024208958702564009,360,SHORT
1,3,0.5931477516059958,GC,Q1_weakest,60,0.010211580331827886,0.00222279965539367,467,LONG
2,3,0.5470085470085471,GC,Q2,60,0.029301381980482794,0.001836314327464574,468,LONG
3,3,0.5160599571734475,GC,Q3,60,0.05208004588398225,0.0005500245818933561,467,LONG
4,3,0.5042735042735043,GC,Q4,60,0.08581656339873127,0.0006175556509470377,468,LONG
5,3,0.5,GC,Q5_strongest,60,0.1500716235264262,-0.00035310293107484585,468,LONG
