e_r,hold_e_r,hold_n,n,pf,target_r,train_e_r,wr
-0.08485890187341844,-0.04563942140174076,145,640,0.8162095712999516,0.5,-0.09634743655704119,0.6265625
-0.09286293376260162,-0.048951637870690394,167,703,0.8555141242937854,1.0,-0.10654425169907396,0.4665718349928876
-0.097866401732496,-0.031009788559430273,172,734,0.8600594398078486,1.5,-0.11832785629791824,0.37193460490463215
-0.07841110921491687,-0.05398698904257684,177,745,0.9027524974149939,2.0,-0.08602214666298762,0.3167785234899329
-0.07801285319553307,-0.04291718234565539,184,760,0.9093504206019011,3.0,-0.08922397027257734,0.2381578947368421
