V0_NAIVE_2SIG_FADE,V1_BAND_RECLAIM_CLOSE,V2_BAND_RECLAIM_2SIG_RETEST,V3_BAND_RECLAIM_EXT_MID,V4_RECLAIM_CANDLE_BREAK,V5_TWO_BAR_RETURN,vwap_extension_event_id
"{""triggered"": true, ""entry_price"": 3723.1, ""risk_distance"": 3.700000000000273, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3724.5, ""risk_distance"": 2.300000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3720.7, ""risk_distance"": 6.100000000000364, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3720.7, ""risk_distance"": 6.100000000000364, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-09-22|VWAP2S|above|1758545100
"{""triggered"": true, ""entry_price"": 3729.1, ""risk_distance"": 1.300000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3729.0, ""risk_distance"": 1.400000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3728.713705753934, ""risk_distance"": 1.6862942460661543, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3740.9, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-09-22|VWAP2S|above|1758552600
"{""triggered"": true, ""entry_price"": 3730.3, ""risk_distance"": 0.6999999999998181, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3729.1, ""risk_distance"": 1.900000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3729.7466064427404, ""risk_distance"": 1.253393557259642, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3729.95, ""risk_distance"": 1.050000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3740.9, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-09-22|VWAP2S|above|1758553500
"{""triggered"": true, ""entry_price"": 3732.6, ""risk_distance"": 9.599999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3739.6, ""risk_distance"": 2.599999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3740.9, ""risk_distance"": 1.2999999999997272, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-09-22|VWAP2S|above|1758554400
"{""triggered"": true, ""entry_price"": 3780.0, ""risk_distance"": 4.900000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3779.4, ""risk_distance"": 4.300000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3781.855839789717, ""risk_distance"": 6.755839789716902, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3781.1499999999996, ""risk_distance"": 6.049999999999727, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3784.7, ""risk_distance"": 9.599999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3776.1, ""risk_distance"": 1.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-09-23|VWAP2S|below|1758635100
"{""triggered"": true, ""entry_price"": 3778.9, ""risk_distance"": 4.400000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3777.7, ""risk_distance"": 3.199999999999818, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3778.932713832452, ""risk_distance"": 4.432713832452009, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3779.5, ""risk_distance"": 5.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3779.9, ""risk_distance"": 5.400000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3776.1, ""risk_distance"": 1.599999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-09-23|VWAP2S|below|1758636000
"{""triggered"": true, ""entry_price"": 3773.0, ""risk_distance"": 5.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3772.4, ""risk_distance"": 4.400000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3775.934767272485, ""risk_distance"": 7.934767272484805, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3773.0, ""risk_distance"": 5.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3776.1, ""risk_distance"": 8.099999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3776.1, ""risk_distance"": 8.099999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2025-09-23|VWAP2S|below|1758636900
"{""triggered"": true, ""entry_price"": 3769.7, ""risk_distance"": 1.300000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3768.5, ""risk_distance"": 2.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3769.5409351187723, ""risk_distance"": 1.4590648812277323, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3768.85, ""risk_distance"": 2.150000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3768.4, ""risk_distance"": 2.599999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3764.0, ""risk_distance"": 7.0, ""outcome"": ""3R_HIT"", ""vwap_hit"": false}",GC|2025-09-24|VWAP2S|above|1758717900
"{""triggered"": true, ""entry_price"": 3773.1, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3771.8, ""risk_distance"": 1.2999999999997272, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3772.648006591217, ""risk_distance"": 0.45199340878298244, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3771.7, ""risk_distance"": 1.400000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3768.4, ""risk_distance"": 4.699999999999818, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3764.0, ""risk_distance"": 9.099999999999909, ""outcome"": ""3R_HIT"", ""vwap_hit"": false}",GC|2025-09-24|VWAP2S|above|1758719400
"{""triggered"": true, ""entry_price"": 3764.0, ""risk_distance"": 1.300000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3764.6, ""risk_distance"": 1.900000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3764.3094980343662, ""risk_distance"": 1.6094980343664247, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3765.85, ""risk_distance"": 3.150000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3756.6, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-09-24|VWAP2S|below|1758720600
"{""triggered"": true, ""entry_price"": 3754.8, ""risk_distance"": 1.300000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3758.6, ""risk_distance"": 5.099999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3756.109779563982, ""risk_distance"": 2.6097795639821015, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3756.55, ""risk_distance"": 3.050000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3756.6, ""risk_distance"": 3.099999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2025-09-24|VWAP2S|below|1758723600
"{""triggered"": true, ""entry_price"": 3746.3, ""risk_distance"": 4.300000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3744.4, ""risk_distance"": 2.400000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3739.2, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-09-24|VWAP2S|below|1758727800
"{""triggered"": true, ""entry_price"": 3724.1, ""risk_distance"": 4.099999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3721.5, ""risk_distance"": 1.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3724.1628860637015, ""risk_distance"": 4.162886063701535, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3723.85, ""risk_distance"": 3.849999999999909, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3731.6, ""risk_distance"": 11.599999999999909, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3731.6, ""risk_distance"": 11.599999999999909, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}",GC|2025-09-25|VWAP2S|below|1758807600
"{""triggered"": true, ""entry_price"": 3759.1, ""risk_distance"": 4.700000000000273, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3759.6, ""risk_distance"": 4.200000000000273, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3755.2609669211124, ""risk_distance"": 8.539033078887769, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3758.1000000000004, ""risk_distance"": 5.699999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3752.5, ""risk_distance"": 11.300000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3752.5, ""risk_distance"": 11.300000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2025-09-26|VWAP2S|above|1758891900
"{""triggered"": true, ""entry_price"": 3758.7, ""risk_distance"": 21.90000000000009, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3773.2, ""risk_distance"": 7.400000000000091, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3770.9, ""risk_distance"": 9.699999999999818, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3773.2, ""risk_distance"": 7.400000000000091, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": false}",GC|2025-09-26|VWAP2S|above|1758894900
"{""triggered"": true, ""entry_price"": 3822.2, ""risk_distance"": 1.1000000000003638, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3817.1, ""risk_distance"": 6.200000000000273, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3820.9103516724567, ""risk_distance"": 2.389648327543455, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3820.2, ""risk_distance"": 3.100000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3816.2, ""risk_distance"": 7.100000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3820.8, ""risk_distance"": 2.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-09-29|VWAP2S|above|1759152900
"{""triggered"": true, ""entry_price"": 3822.8, ""risk_distance"": 0.29999999999972715, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3821.9, ""risk_distance"": 1.199999999999818, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3822.2442885277874, ""risk_distance"": 0.8557114722125334, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3821.2, ""risk_distance"": 1.900000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3820.8, ""risk_distance"": 2.299999999999727, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3820.8, ""risk_distance"": 2.299999999999727, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-09-29|VWAP2S|above|1759154400
"{""triggered"": true, ""entry_price"": 3826.3, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3821.8, ""risk_distance"": 4.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3823.15, ""risk_distance"": 3.150000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3818.8, ""risk_distance"": 7.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3818.8, ""risk_distance"": 7.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2025-09-29|VWAP2S|above|1759158000
"{""triggered"": true, ""entry_price"": 3827.6, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3825.2, ""risk_distance"": 2.400000000000091, ""outcome"": ""2R_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3824.1, ""risk_distance"": 3.5, ""outcome"": ""1R_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3824.1, ""risk_distance"": 3.5, ""outcome"": ""1R_HIT"", ""vwap_hit"": false}",GC|2025-09-29|VWAP2S|above|1759160700
"{""triggered"": true, ""entry_price"": 3826.7, ""risk_distance"": 0.6000000000003638, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3824.0, ""risk_distance"": 3.300000000000182, ""outcome"": ""1R_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3820.8, ""risk_distance"": 6.5, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3820.8, ""risk_distance"": 6.5, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": false}",GC|2025-09-29|VWAP2S|above|1759162500
"{""triggered"": true, ""entry_price"": 3915.2, ""risk_distance"": 0.8000000000001819, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3914.6, ""risk_distance"": 1.400000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3914.0557531373056, ""risk_distance"": 1.9442468626943992, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3912.95, ""risk_distance"": 3.050000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3908.4, ""risk_distance"": 7.599999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3908.4, ""risk_distance"": 7.599999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-10-02|VWAP2S|above|1759410000
"{""triggered"": true, ""entry_price"": 3902.3, ""risk_distance"": 4.200000000000273, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3901.3, ""risk_distance"": 3.200000000000273, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3902.4176001749893, ""risk_distance"": 4.317600174989366, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3859.8, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-10-02|VWAP2S|below|1759412700
"{""triggered"": true, ""entry_price"": 3868.2, ""risk_distance"": 19.09999999999991, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3852.8, ""risk_distance"": 3.700000000000273, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3865.6499999999996, ""risk_distance"": 16.549999999999727, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3863.8, ""risk_distance"": 14.700000000000273, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3859.8, ""risk_distance"": 10.700000000000273, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2025-10-02|VWAP2S|below|1759415700
"{""triggered"": true, ""entry_price"": 3962.2, ""risk_distance"": 8.900000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3967.3, ""risk_distance"": 3.799999999999727, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3970.2, ""risk_distance"": 0.900000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-10-06|VWAP2S|above|1759757700
"{""triggered"": true, ""entry_price"": 3978.1, ""risk_distance"": 2.099999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3978.2, ""risk_distance"": 2.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3977.2461557291927, ""risk_distance"": 2.953844270807167, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3975.2, ""risk_distance"": 5.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3974.4, ""risk_distance"": 5.799999999999727, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3973.8, ""risk_distance"": 6.399999999999636, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2025-10-06|VWAP2S|above|1759761000
"{""triggered"": true, ""entry_price"": 3980.7, ""risk_distance"": 1.300000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3978.4, ""risk_distance"": 3.599999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3979.867215045502, ""risk_distance"": 2.13278495449822, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3979.45, ""risk_distance"": 2.550000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3974.4, ""risk_distance"": 7.599999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3973.8, ""risk_distance"": 8.199999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2025-10-06|VWAP2S|above|1759761600
"{""triggered"": true, ""entry_price"": 3985.3, ""risk_distance"": 1.900000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3986.7, ""risk_distance"": 3.299999999999727, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3988.0848775587333, ""risk_distance"": 4.684877558733206, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3989.6000000000004, ""risk_distance"": 6.200000000000273, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3994.3, ""risk_distance"": 10.900000000000091, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3988.7, ""risk_distance"": 5.299999999999727, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}",GC|2025-10-07|VWAP2S|below|1759851900
"{""triggered"": true, ""entry_price"": 4067.8, ""risk_distance"": 4.199999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4067.9, ""risk_distance"": 4.099999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4067.661616056681, ""risk_distance"": 4.338383943319059, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 4068.4, ""risk_distance"": 3.599999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 4066.5, ""risk_distance"": 5.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 4062.3, ""risk_distance"": 9.699999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2025-10-08|VWAP2S|above|1759928700
"{""triggered"": true, ""entry_price"": 4077.3, ""risk_distance"": 0.6999999999998181, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4074.3, ""risk_distance"": 3.699999999999818, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4073.94646924638, ""risk_distance"": 4.05353075362018, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4070.4, ""risk_distance"": 7.599999999999909, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 4076.2, ""risk_distance"": 1.800000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-10-08|VWAP2S|above|1759939800
