V0_NAIVE_2SIG_FADE,V1_BAND_RECLAIM_CLOSE,V2_BAND_RECLAIM_2SIG_RETEST,V3_BAND_RECLAIM_EXT_MID,V4_RECLAIM_CANDLE_BREAK,V5_TWO_BAR_RETURN,vwap_extension_event_id
"{""triggered"": true, ""entry_price"": 3398.8, ""risk_distance"": 0.3999999999996362, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3398.1, ""risk_distance"": 1.099999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3398.590037513727, ""risk_distance"": 0.6099624862727069, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3407.2, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-08-04|VWAP2S|above|1754312400
"{""triggered"": true, ""entry_price"": 3403.8, ""risk_distance"": 3.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3405.9, ""risk_distance"": 1.400000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3403.6611284433625, ""risk_distance"": 3.638871556637696, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3401.8500000000004, ""risk_distance"": 5.449999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3400.8, ""risk_distance"": 6.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3400.7, ""risk_distance"": 6.600000000000364, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2025-08-05|VWAP2S|above|1754400600
"{""triggered"": true, ""entry_price"": 3395.5, ""risk_distance"": 1.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3394.6, ""risk_distance"": 1.900000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3395.433444841297, ""risk_distance"": 1.0665551587030677, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3394.2, ""risk_distance"": 2.300000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3396.0, ""risk_distance"": 0.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-08-06|VWAP2S|above|1754484600
"{""triggered"": true, ""entry_price"": 3400.9, ""risk_distance"": 0.599999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3399.7, ""risk_distance"": 1.800000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3400.8464599017143, ""risk_distance"": 0.6535400982857027, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3398.05, ""risk_distance"": 3.449999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3406.1, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-08-06|VWAP2S|above|1754488200
"{""triggered"": true, ""entry_price"": 3403.5, ""risk_distance"": 2.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3404.0, ""risk_distance"": 1.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3403.283687553086, ""risk_distance"": 2.2163124469138893, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3403.3, ""risk_distance"": 2.199999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3402.6, ""risk_distance"": 2.900000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3406.1, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-08-06|VWAP2S|above|1754490000
"{""triggered"": true, ""entry_price"": 3405.3, ""risk_distance"": 3.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3406.1, ""risk_distance"": 2.700000000000273, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3404.6999019415675, ""risk_distance"": 4.10009805843265, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3405.75, ""risk_distance"": 3.050000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3404.9, ""risk_distance"": 3.900000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3406.1, ""risk_distance"": 2.700000000000273, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2025-08-06|VWAP2S|above|1754490900
"{""triggered"": true, ""entry_price"": 3424.8, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3427.1, ""risk_distance"": 2.299999999999727, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3424.9037548735505, ""risk_distance"": 0.1037548735503151, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3428.15, ""risk_distance"": 3.349999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3429.1, ""risk_distance"": 4.299999999999727, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3416.5, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-08-07|VWAP2S|below|1754570700
"{""triggered"": true, ""entry_price"": 3422.3, ""risk_distance"": 14.800000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3414.0, ""risk_distance"": 6.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3424.609380707486, ""risk_distance"": 17.109380707485798, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3418.3, ""risk_distance"": 10.800000000000182, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3424.3, ""risk_distance"": 16.800000000000182, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3416.5, ""risk_distance"": 9.0, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}",GC|2025-08-07|VWAP2S|below|1754574900
"{""triggered"": true, ""entry_price"": 3384.3, ""risk_distance"": 5.699999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3386.5, ""risk_distance"": 3.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3384.0630526588343, ""risk_distance"": 5.936947341165705, ""outcome"": ""2R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3385.4, ""risk_distance"": 4.599999999999909, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3386.3, ""risk_distance"": 3.699999999999818, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3386.3, ""risk_distance"": 3.699999999999818, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}",GC|2025-08-11|VWAP2S|above|1754919600
"{""triggered"": true, ""entry_price"": 3378.5, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3371.7, ""risk_distance"": 6.800000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3369.4, ""risk_distance"": 9.099999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3369.4, ""risk_distance"": 9.099999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2025-08-12|VWAP2S|above|1755002700
"{""triggered"": true, ""entry_price"": 3377.9, ""risk_distance"": 1.599999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3373.5, ""risk_distance"": 6.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3370.65, ""risk_distance"": 8.849999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3368.0, ""risk_distance"": 11.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3368.0, ""risk_distance"": 11.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2025-08-12|VWAP2S|above|1755006000
"{""triggered"": true, ""entry_price"": 3357.5, ""risk_distance"": 6.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3353.4, ""risk_distance"": 1.900000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3359.6432174340307, ""risk_distance"": 8.143217434030703, ""outcome"": ""2R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3358.2, ""risk_distance"": 6.699999999999818, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3358.8, ""risk_distance"": 7.300000000000182, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3357.3, ""risk_distance"": 5.800000000000182, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}",GC|2025-08-12|VWAP2S|below|1755007800
"{""triggered"": true, ""entry_price"": 3357.1, ""risk_distance"": 2.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3359.0, ""risk_distance"": 4.400000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3359.093102083938, ""risk_distance"": 4.4931020839380835, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3360.7, ""risk_distance"": 6.099999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3364.8, ""risk_distance"": 10.200000000000273, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3364.8, ""risk_distance"": 10.200000000000273, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2025-08-14|VWAP2S|below|1755180300
"{""triggered"": true, ""entry_price"": 3353.5, ""risk_distance"": 0.8000000000001819, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3355.3, ""risk_distance"": 2.600000000000364, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3356.9, ""risk_distance"": 4.200000000000273, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3356.9, ""risk_distance"": 4.200000000000273, ""outcome"": ""1R_HIT"", ""vwap_hit"": true}",GC|2025-08-15|VWAP2S|below|1755265800
"{""triggered"": true, ""entry_price"": 3362.7, ""risk_distance"": 1.699999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3362.4, ""risk_distance"": 1.400000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3362.1, ""risk_distance"": 1.099999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-08-18|VWAP2S|below|1755521400
"{""triggered"": true, ""entry_price"": 3356.6, ""risk_distance"": 0.29999999999972715, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3359.0, ""risk_distance"": 2.699999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3357.4391264350215, ""risk_distance"": 1.1391264350213532, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3357.95, ""risk_distance"": 1.6499999999996362, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3355.5, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-08-18|VWAP2S|below|1755524100
"{""triggered"": true, ""entry_price"": 3350.9, ""risk_distance"": 0.20000000000027285, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3352.1, ""risk_distance"": 1.400000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3351.0169422591034, ""risk_distance"": 0.3169422591035982, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3352.05, ""risk_distance"": 1.3500000000003638, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3352.5, ""risk_distance"": 1.800000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3351.7, ""risk_distance"": 1.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-08-18|VWAP2S|below|1755528600
"{""triggered"": true, ""entry_price"": 3347.6, ""risk_distance"": 5.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3346.8, ""risk_distance"": 4.200000000000273, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3348.0472176917565, ""risk_distance"": 5.4472176917565776, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3347.3999999999996, ""risk_distance"": 4.799999999999727, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3348.6, ""risk_distance"": 6.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3348.6, ""risk_distance"": 6.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2025-08-19|VWAP2S|below|1755608700
"{""triggered"": true, ""entry_price"": 3343.0, ""risk_distance"": 5.400000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3338.5, ""risk_distance"": 0.900000000000091, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3341.7, ""risk_distance"": 4.099999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3342.1, ""risk_distance"": 4.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3342.0, ""risk_distance"": 4.400000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}",GC|2025-08-19|VWAP2S|below|1755614400
"{""triggered"": true, ""entry_price"": 3363.1, ""risk_distance"": 1.599999999999909, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3357.7, ""risk_distance"": 7.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3361.1, ""risk_distance"": 3.599999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3357.2, ""risk_distance"": 7.5, ""outcome"": ""EXPIRED_WITHOUT_EXIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3357.9, ""risk_distance"": 6.799999999999727, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}",GC|2025-08-20|VWAP2S|above|1755697200
"{""triggered"": true, ""entry_price"": 3365.9, ""risk_distance"": 0.6999999999998181, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3364.8, ""risk_distance"": 1.7999999999997272, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3364.573591430564, ""risk_distance"": 2.0264085694357163, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3364.3, ""risk_distance"": 2.299999999999727, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3363.9, ""risk_distance"": 2.699999999999818, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3363.9, ""risk_distance"": 2.699999999999818, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}",GC|2025-08-20|VWAP2S|above|1755701100
"{""triggered"": true, ""entry_price"": 3342.5, ""risk_distance"": 9.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3350.0, ""risk_distance"": 1.5, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3389.1, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-08-22|VWAP2S|above|1755868500
"{""triggered"": true, ""entry_price"": 3387.7, ""risk_distance"": 1.300000000000182, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3387.7, ""risk_distance"": 1.300000000000182, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3387.6470011067063, ""risk_distance"": 1.3529988932937158, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3389.7, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-08-25|VWAP2S|above|1756129500
"{""triggered"": true, ""entry_price"": 3395.5, ""risk_distance"": 5.0, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3391.5, ""risk_distance"": 1.0, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3395.9, ""risk_distance"": 5.400000000000091, ""outcome"": ""2R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3392.2, ""risk_distance"": 1.699999999999818, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-08-26|VWAP2S|below|1756212600
"{""triggered"": true, ""entry_price"": 3401.6, ""risk_distance"": 1.2000000000002728, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3401.2, ""risk_distance"": 1.6000000000003638, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3401.4415206669723, ""risk_distance"": 1.3584793330278444, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3401.3, ""risk_distance"": 1.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3405.5, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-08-26|VWAP2S|above|1756221600
"{""triggered"": true, ""entry_price"": 3402.6, ""risk_distance"": 0.20000000000027285, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3402.4, ""risk_distance"": 0.40000000000009095, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3402.5114385831107, ""risk_distance"": 0.288561416889479, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3405.5, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-08-26|VWAP2S|above|1756222200
"{""triggered"": true, ""entry_price"": 3404.4, ""risk_distance"": 0.900000000000091, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3405.0, ""risk_distance"": 0.3000000000001819, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3403.8500000000004, ""risk_distance"": 1.449999999999818, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3403.7, ""risk_distance"": 1.6000000000003638, ""outcome"": ""STOP_HIT"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3405.5, ""risk_distance"": null, ""outcome"": ""NO_RISK_PLAN"", ""vwap_hit"": false}",GC|2025-08-26|VWAP2S|above|1756222800
"{""triggered"": true, ""entry_price"": 3405.0, ""risk_distance"": 0.5, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3404.8, ""risk_distance"": 0.6999999999998181, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3404.2178335939134, ""risk_distance"": 1.282166406086617, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": false, ""entry_price"": null, ""risk_distance"": null, ""outcome"": ""NOT_TRIGGERED"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3403.3, ""risk_distance"": 2.199999999999818, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3404.8, ""risk_distance"": 0.6999999999998181, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}",GC|2025-08-27|VWAP2S|above|1756299900
"{""triggered"": true, ""entry_price"": 3398.2, ""risk_distance"": 2.599999999999909, ""outcome"": ""STOP_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3396.0, ""risk_distance"": 0.40000000000009095, ""outcome"": ""AMBIGUOUS_INTRABAR"", ""vwap_hit"": false}","{""triggered"": true, ""entry_price"": 3398.9974128479143, ""risk_distance"": 3.3974128479144383, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3398.85, ""risk_distance"": 3.25, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3397.7, ""risk_distance"": 2.099999999999909, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}","{""triggered"": true, ""entry_price"": 3398.1, ""risk_distance"": 2.5, ""outcome"": ""3R_HIT"", ""vwap_hit"": true}",GC|2025-08-27|VWAP2S|below|1756302000
