e_pts,e_r,n,pf,side,wr
7.369095477386932,0.10621696081606215,398,1.3173344297415144,LONG,0.5628140703517588
0.8675287356321812,0.018314509746577567,348,1.0305466319277565,SHORT,0.5114942528735632
