bucket,expectancy_r,feature,mean_x,n,win_rate
1,-0.012086119614997838,or_width_over_atr,0.15145637555480138,317,0.49842271293375395
2,0.02797074746042567,or_width_over_atr,0.20859080830881505,317,0.5173501577287066
3,0.014868585586286506,or_width_over_atr,0.25701661012937027,318,0.5062893081761006
4,0.07100995399153424,or_width_over_atr,0.32157956848914204,317,0.5488958990536278
5,-0.03512891928291505,or_width_over_atr,0.46963089875646685,318,0.4937106918238994
