fwd,hit_rate,hit_wilson_hi,hit_wilson_lo,instrument,lookback,mean,mean_block_boot_hi,mean_block_boot_lo,mean_boot_hi,mean_boot_lo,median,n,note,side,spearman_abs_signal_vs_signed_fwd,tstat_iid
1,0.4812182741116751,0.5032974834878856,0.4592121728087492,GC,20,-0.0002645836120290659,0.0001762646650836277,-0.000694478875962672,0.0001671951573096352,-0.0007329106185519378,-0.00038011269124726965,1970,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,SHORT,-0.05742173116771542,-1.13929136858624
3,0.508843537414966,0.5296767121089002,0.4879796014991015,GC,20,0.0005510119328652462,0.0015155759289786402,-0.000379743942468749,0.0012293896293515917,-0.0001919469091615622,0.0003922030042751157,2205,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,LONG,0.033194746554473756,1.4377947571900487
3,0.4558375634517767,0.4778956661008674,0.4339513635695985,GC,20,-0.0010725722477773925,8.862013425990517e-05,-0.00206727147629311,-0.0002385052171359328,-0.0018015731559241541,-0.0011087357315209267,1970,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,SHORT,-0.05509838362293654,-2.7160811850985134
5,0.5283704039945529,0.5491487255838529,0.5074933098028284,GC,20,0.000890705791398695,0.0023281673652417894,-0.0007015613171255741,0.001768379459168283,-1.3440381962955248e-05,0.0014904838339830917,2203,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,LONG,0.03107136713183925,1.815004520154416
5,0.4482233502538071,0.47026395806530036,0.4263842836173148,GC,20,-0.0018074900917772322,-0.00037703234860606943,-0.003356463386682138,-0.0007486105196023577,-0.002755690817678658,-0.002412193315719069,1970,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,SHORT,-0.08340038436308596,-3.608304116231593
10,0.5286363636363637,0.5494276926782296,0.507745200328237,GC,20,0.002159674125532238,0.005406701434674213,-0.0016041084597661912,0.0035052809271019707,0.0007850451877350036,0.002127874253021411,2200,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,LONG,0.027567148828928332,3.0583088129108686
10,0.45477642276422764,0.4768436250266169,0.43288543231754284,GC,20,-0.0030374132954919296,0.000619332688223071,-0.006357788813046899,-0.0018089248827706942,-0.004258847775668558,-0.0027084707160882626,1968,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,SHORT,-0.10805482443214744,-4.620072976347209
1,0.5256629597946963,0.5458452532111957,0.5053964703964129,GC,60,0.00034415582826166397,0.00073727219499185,-0.00012412227081823698,0.0007679414348042115,-0.00011596303112233931,0.00047827065062144847,2338,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,LONG,-0.02355834718000594,1.551911331658404
1,0.4947192884936076,0.5178098668090478,0.4716512150741303,GC,60,-0.00015620515256739573,0.0003171341073593487,-0.0006175133739320532,0.0003041732055647567,-0.0006557522025260946,-7.90763877906997e-05,1799,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,SHORT,-0.010884906598429854,-0.6528654964721177
3,0.5320786997433704,0.5522354637551048,0.511816690754406,GC,60,0.000974366080824058,0.001960819807685365,-8.033841942832049e-05,0.001671165091173275,0.00024360714081523394,0.0010724119094956963,2338,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,LONG,-0.05447689801402795,2.6355460848469443
3,0.48469671675013914,0.5078119895450776,0.46164673464254674,GC,60,-0.0005253075534810382,0.0006856231691077223,-0.0017952988239574477,0.00025451956269499133,-0.0013761780073033457,-0.00042597212925188366,1797,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,SHORT,-0.008477192609298849,-1.2545461134585132
5,0.5414884516680923,0.5616017110494569,0.5212390754495104,GC,60,0.0015303261003988687,0.002981190529450103,-0.00017064170002742366,0.002405627416929413,0.0006660590877132219,0.0024368031736503593,2338,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,LONG,-0.06664770671701853,3.280681603460561
5,0.4668523676880223,0.489978691498128,0.4438676238194632,GC,60,-0.0009818345272355096,0.0008895915070796613,-0.002804641458973021,1.0077586863215354e-05,-0.0021341284990736386,-0.0013316622277921297,1795,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,SHORT,-0.0349305708475346,-1.8127294460776948
10,0.537639007698888,0.5577709371104087,0.5173835908474174,GC,60,0.003035720711390245,0.005854415508656859,0.0006050267269613006,0.004241126100456943,0.0018060920061293761,0.002518727204824822,2338,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,LONG,-0.08041833649416193,4.771005905748544
10,0.4692737430167598,0.49243434467862746,0.446244744935528,GC,60,-0.0018139390165277177,0.002686273737589482,-0.005137357660143588,-0.00017868298268366173,-0.0034748272728092862,-0.0017385004243292146,1790,Overlapping daily observations. iid t-stat overstates precision; block bootstrap is preferred.,SHORT,-0.02807126976235805,-2.384086004438686
