aligned_1h_4h,candidate,depth_bucket,direction,entry_fill,entry_theo,entry_ts,exit_px,exit_ts,extras,hold_sec,horizon,htf_age,htf_return,htf_strength,instrument,mae_points,mfe_points,outcome,points,points_after_cost,r_after_cost,r_multiple,reach_1r,reach_2r,retracement,risk_points,signal_hhmm,status,stop,target,target_r,trading_date,vwap_aligned,year
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,8524.25,8524.5,1582817700,8606.75,1582818360,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1030_1200"", ""gap_points"": -222.0, ""prior_ret"": -10.75, ""trend_1h"": ""BEARISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",660,4h,4,-0.008008695154739454,strong,NQ,85.25,4.5,STOP_HIT,-82.5,-82.7,-1.0024242424242424,-1.0,False,False,0.4131054131054131,82.5,10:35,ENTERED,8606.75,8441.75,1.0,2020-02-27,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,LONG,8277.75,8277.5,1582920600,8296.25,1582920720,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1400_1530"", ""gap_points"": -271.25, ""prior_ret"": -225.75, ""trend_1h"": ""BULLISH"", ""trend_4h"": ""BULLISH"", ""confirm_kind"": ""candle""}",120,4h,1,0.0025738856589148096,weak,NQ,11.25,25.25,TARGET_HIT,18.5,18.3,0.9891891891891892,1.0,True,False,0.575037147102526,18.5,15:10,ENTERED,8259.25,8296.25,1.0,2020-02-28,False,2020
False,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,8490.5,8490.75,1583162400,8464.25,1583162460,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""0930_1030"", ""gap_points"": 88.25, ""prior_ret"": 314.75, ""trend_1h"": ""NEUTRAL"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",60,4h,2,-0.0020510416361452233,weak,NQ,3.5,33.0,TARGET_HIT,26.25,26.05,0.9923809523809524,1.0,True,False,0.5011135857461024,26.25,10:20,ENTERED,8516.75,8464.25,1.0,2020-03-02,True,2020
False,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,8737.75,8738.0,1583252700,8837.25,1583254680,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1030_1200"", ""gap_points"": 24.75, ""prior_ret"": 312.25, ""trend_1h"": ""BULLISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",1980,4h,1,-0.0047044153488635665,medium,NQ,100.5,33.0,STOP_HIT,-99.5,-99.7,-1.0020100502512563,-1.0,False,False,0.5904,99.5,11:25,ENTERED,8837.25,8638.25,1.0,2020-03-03,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,LONG,8822.75,8822.5,1583349000,8837.0,1583349420,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1400_1530"", ""gap_points"": 150.0, ""prior_ret"": -305.5, ""trend_1h"": ""BULLISH"", ""trend_4h"": ""BULLISH"", ""confirm_kind"": ""candle""}",420,4h,1,0.015837884449554362,strong,NQ,3.5,17.0,TARGET_HIT,14.25,14.05,0.9859649122807018,1.0,True,False,0.4164859002169197,14.25,14:10,ENTERED,8808.5,8837.0,1.0,2020-03-04,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,8331.5,8331.75,1583524200,8365.75,1583525520,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1400_1530"", ""gap_points"": -287.75, ""prior_ret"": -44.0, ""trend_1h"": ""BEARISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",1320,4h,9,-0.018297138514599687,strong,NQ,37.0,15.25,STOP_HIT,-34.25,-34.45,-1.0058394160583943,-1.0,False,False,0.5621621621621622,34.25,14:50,ENTERED,8365.75,8297.25,1.0,2020-03-06,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,8027.75,8028.0,1583863500,8065.75,1583863800,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1400_1530"", ""gap_points"": 304.25, ""prior_ret"": -39.75, ""trend_1h"": ""BEARISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",300,4h,1,-0.02547423834447704,strong,NQ,44.0,17.25,STOP_HIT,-38.0,-38.2,-1.0052631578947369,-1.0,False,False,0.4383673469387755,38.0,14:05,ENTERED,8065.75,7989.75,1.0,2020-03-10,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,7401.0,7401.25,1584021300,7475.25,1584021420,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""0930_1030"", ""gap_points"": -492.75, ""prior_ret"": -165.5, ""trend_1h"": ""BEARISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",120,4h,5,-0.046064959400374805,strong,NQ,118.75,18.25,STOP_HIT,-74.25,-74.45,-1.0026936026936026,-1.0,False,False,0.5234375,74.25,09:55,ENTERED,7475.25,7326.75,1.0,2020-03-12,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,7220.0,7220.25,1584367200,7291.25,1584368820,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""0930_1030"", ""gap_points"": -560.5, ""prior_ret"": 251.75, ""trend_1h"": ""BEARISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",1620,4h,3,-0.042467842461212046,strong,NQ,76.75,66.75,STOP_HIT,-71.25,-71.45,-1.0028070175438597,-1.0,False,False,0.5921248142644874,71.25,10:00,ENTERED,7291.25,7148.75,1.0,2020-03-16,False,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,LONG,7135.75,7135.5,1584544800,7095.25,1584545460,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1030_1200"", ""gap_points"": -463.25, ""prior_ret"": 270.0, ""trend_1h"": ""BULLISH"", ""trend_4h"": ""BULLISH"", ""confirm_kind"": ""candle""}",660,4h,1,0.010924752267236215,strong,NQ,49.5,38.5,STOP_HIT,-40.5,-40.7,-1.0049382716049384,-1.0,False,False,0.43651925820256776,40.5,11:20,ENTERED,7095.25,7176.25,1.0,2020-03-18,False,2020
