boundary_retest_hold_rate,breakouts,fvg_created_no_touch_retrace,fvg_creation_rate,fvg_fully_outside_or,fvg_overlap_boundary,fvg_retrace_ce_rate_given_fvg,fvg_retrace_touch_rate_given_fvg,median_fvg_gap,missed_fvg,missed_retest
0.7121212121212122,264,46,0.7840909090909091,53,154,0.7053140096618358,0.7777777777777778,2.199999999999818,57,76
