block,candidate_id,e1r,e2r,e3r,median_mae_r,median_mfe_r,resolved_n,stop_rate
1,G1_OR30_bo_volOFF_dispOFF,0.3333333333333333,0.46666666666666673,0.06666666666666671,0.6719419461921489,1.895946796875863,15,0.3333333333333333
2,G1_OR30_bo_volOFF_dispOFF,-0.07142857142857151,-0.3571428571428572,-0.4285714285714286,1.0512707929809149,1.1191663556029625,14,0.6428571428571429
3,G1_OR30_bo_volOFF_dispOFF,0.0,0.23076923076923084,0.15384615384615385,1.0198868229587712,1.0055474175347223,13,0.5384615384615384
4,G1_OR30_bo_volOFF_dispOFF,0.09999999999999998,0.09999999999999998,0.25,0.9893771752116773,1.4077860387734098,20,0.5
