bull_20,hit,mean_rth_pts,n,prior_1d,prior_3d,tstat
True,0.5360501567398119,-1.7693573667711573,638,positive,,-0.3107331889012841
True,0.5601851851851852,4.126967592592595,432,negative,,0.5120170907287495
False,0.5243445692883895,-14.105430711610483,267,positive,,-0.9739948170603824
False,0.5445859872611465,22.003025477707013,314,negative,,1.540549481840407
True,0.549929676511955,3.671659634317864,711,,positive,0.6784167982966494
True,0.5376044568245125,-5.449999999999997,359,,negative,-0.6036493692137445
False,0.4956140350877193,-15.675877192982453,228,,positive,-1.1257030370985668
False,0.5609065155807366,19.02804532577904,353,,negative,1.343382221610645
