direction,entry_date,entry_fill,entry_theo,exit_date,exit_fill,exit_theo,extras,hold,hold_days,instrument,lookback,mode,n_roll_nights,overnight_points,points,points_after_cost,rv20,session_points,signal_date,signal_ret,status,vol_weight,weekend_points,year
LONG,2010-06-22,1901.0,1900.75,2010-06-24,1848.5,1848.75,{},3,3,NQ,10,fixed_hold,0,2.25,-52.5,-52.7,,-54.25,2010-06-21,0.057751182855552585,ENTERED,,0.0,2010
LONG,2010-06-25,1849.25,1849.0,2010-06-29,1761.5,1761.75,{},3,3,NQ,10,fixed_hold,0,3.5,-87.75,-87.95,,-90.75,2010-06-24,0.013569078947368585,ENTERED,,1.5,2010
SHORT,2010-06-30,1764.25,1764.5,2010-07-02,1721.0,1720.75,{},3,3,NQ,10,fixed_hold,0,-5.75,43.25,43.05,0.014871412152606634,49.5,2010-06-29,-0.0687194396722609,ENTERED,1.0,0.0,2010
SHORT,2010-07-05,1722.0,1722.25,2010-07-07,1788.5,1788.25,{},3,3,NQ,10,fixed_hold,0,1.25,-66.5,-66.7,0.013980030383445419,-67.25,2010-07-02,-0.09849377865094955,ENTERED,1.0,0.0,2010
SHORT,2010-07-08,1787.75,1788.0,2010-07-12,1824.75,1824.5,{},3,3,NQ,10,fixed_hold,0,5.0,-37.0,-37.2,0.015614399049681546,-41.5,2010-07-07,-0.042179967862881695,ENTERED,1.0,3.25,2010
SHORT,2010-07-13,1825.0,1825.25,2010-07-15,1854.75,1854.5,{},3,3,NQ,10,fixed_hold,0,0.25,-29.75,-29.95,0.01450389882254782,-29.5,2010-07-12,-0.004908644668666362,ENTERED,1.0,0.0,2010
LONG,2010-07-16,1854.75,1854.5,2010-07-20,1851.25,1851.5,{},3,3,NQ,10,fixed_hold,0,0.25,-3.5,-3.7,0.01409071125152428,-3.25,2010-07-15,0.07212024859083721,ENTERED,1.0,-2.5,2010
LONG,2010-07-21,1850.75,1850.5,2010-07-23,1874.75,1875.0,{},3,3,NQ,10,fixed_hold,0,10.0,24.0,23.8,0.016847162256300282,14.5,2010-07-20,0.06668587066109799,ENTERED,1.0,0.0,2010
LONG,2010-07-26,1874.5,1874.25,2010-07-28,1866.25,1866.5,{},3,3,NQ,10,fixed_hold,0,-1.25,-8.25,-8.45,0.018078349033831615,-6.5,2010-07-23,0.03491099765420169,ENTERED,1.0,0.0,2010
LONG,2010-07-29,1869.25,1869.0,2010-08-02,1893.75,1894.0,{},3,3,NQ,10,fixed_hold,0,3.75,24.5,24.3,0.015081492451013215,21.25,2010-07-28,0.007149602050452009,ENTERED,1.0,5.75,2010
LONG,2010-08-03,1895.0,1894.75,2010-08-05,1903.25,1903.5,{},3,3,NQ,10,fixed_hold,0,0.5,8.25,8.05,0.015092111249075838,8.25,2010-08-02,0.05383224370566175,ENTERED,1.0,0.0,2010
LONG,2010-08-06,1902.0,1901.75,2010-08-10,1896.75,1897.0,{},3,3,NQ,10,fixed_hold,0,-6.5,-5.25,-5.45,0.013776212817211196,1.75,2010-08-05,0.028363047001620734,ENTERED,1.0947488000600047,-6.5,2010
LONG,2010-08-11,1893.25,1893.0,2010-08-13,1816.25,1816.5,{},3,3,NQ,10,fixed_hold,0,9.75,-77.0,-77.2,0.013171576570711767,-86.25,2010-08-10,0.00569913850231929,ENTERED,1.138251438710254,0.0,2010
SHORT,2010-08-16,1814.25,1814.5,2010-08-18,1839.25,1839.0,{},3,3,NQ,10,fixed_hold,0,2.0,-25.0,-25.2,0.015283537652474047,-26.5,2010-08-13,-0.025352112676056526,ENTERED,0.9867802071709408,0.0,2010
SHORT,2010-08-19,1836.25,1836.5,2010-08-23,1809.0,1808.75,{},3,3,NQ,10,fixed_hold,0,-3.75,27.25,27.05,0.013014754367275462,31.5,2010-08-18,-0.03489897664654962,ENTERED,1.1532661331187413,-3.25,2010
SHORT,2010-08-24,1803.25,1803.5,2010-08-26,1763.25,1763.0,{},3,3,NQ,10,fixed_hold,0,-6.25,40.0,39.8,0.011936647746069595,46.75,2010-08-23,-0.05449555671719808,ENTERED,1.2560114280520323,0.0,2010
SHORT,2010-08-27,1765.0,1765.25,2010-08-31,1775.0,1774.75,{},3,3,NQ,10,fixed_hold,0,-7.0,-10.0,-10.2,0.013147803274652037,-2.5,2010-08-26,-0.03661202185792345,ENTERED,1.1005352116583154,-5.25,2010
SHORT,2010-09-01,1773.75,1774.0,2010-09-03,1867.75,1867.5,{},3,3,NQ,10,fixed_hold,0,-0.5,-94.0,-94.2,0.01320860350949063,-93.0,2010-08-31,-0.03559299008286909,ENTERED,1.0905597389461568,0.0,2010
LONG,2010-09-06,1870.0,1869.75,2010-09-08,1882.25,1882.5,{},3,3,NQ,10,fixed_hold,0,-1.0,12.25,12.05,0.015315890815020425,13.75,2010-09-03,0.022307376488298836,ENTERED,0.9447456001397314,0.0,2010
LONG,2010-09-09,1882.25,1882.0,2010-09-13,1919.75,1920.0,{},3,3,NQ,10,fixed_hold,0,8.75,37.5,37.3,0.011839632222908049,29.25,2010-09-08,0.051088777219430614,ENTERED,1.2250295067852517,9.0,2010
LONG,2010-09-14,1917.25,1917.0,2010-09-16,1952.75,1953.0,{},3,3,NQ,10,fixed_hold,0,-2.5,35.5,35.3,0.011918675708507439,38.5,2010-09-13,0.08505227465385734,ENTERED,1.2085882313981746,0.0,2010
LONG,2010-09-17,1954.75,1954.5,2010-09-21,1982.5,1982.75,{},3,3,NQ,10,fixed_hold,0,-0.75,27.75,27.55,0.011541113621475309,29.0,2010-09-16,0.06271255611481452,ENTERED,1.228752508288781,-1.75,2010
LONG,2010-09-22,1983.75,1983.5,2010-09-24,2019.25,2019.5,{},3,3,NQ,10,fixed_hold,0,-4.75,35.5,35.3,0.009931045834553108,40.75,2010-09-21,0.06656804733727828,ENTERED,1.4188547194594994,0.0,2010
LONG,2010-09-27,2027.25,2027.0,2010-09-29,2008.0,2008.25,{},3,3,NQ,10,fixed_hold,0,-0.75,-19.25,-19.45,0.008969983331555275,-18.0,2010-09-24,0.06753006475485668,ENTERED,1.5648584918443658,0.0,2010
LONG,2010-09-30,2007.75,2007.5,2010-10-04,1977.25,1977.5,{},3,3,NQ,10,fixed_hold,0,-2.25,-30.5,-30.7,0.007389785264002783,-27.75,2010-09-29,0.03544728022686239,ENTERED,1.8642236986665988,-5.0,2010
SHORT,2010-10-05,1978.0,1978.25,2010-10-07,2014.25,2014.0,{},3,3,NQ,10,fixed_hold,0,-4.25,-36.25,-36.45,0.007633713768231795,-31.5,2010-10-04,-0.00252206809583877,ENTERED,1.8003344740009348,0.0,2010
LONG,2010-10-08,2015.25,2015.0,2010-10-12,2040.0,2040.25,{},3,3,NQ,10,fixed_hold,0,6.75,24.75,24.55,0.008533470539276887,18.5,2010-10-07,0.01576093809103507,ENTERED,1.604998574329747,6.5,2010
LONG,2010-10-13,2039.25,2039.0,2010-10-15,2096.0,2096.25,{},3,3,NQ,10,fixed_hold,0,-4.0,56.75,56.55,0.008146999123115912,61.25,2010-10-12,0.01454500248632562,ENTERED,1.6774115471384967,0.0,2010
LONG,2010-10-18,2092.5,2092.25,2010-10-20,2088.0,2088.25,{},3,3,NQ,10,fixed_hold,0,-2.75,-4.5,-4.7,0.008321480371407002,-1.25,2010-10-15,0.05127883650952891,ENTERED,1.587290111850292,0.0,2010
