bar_delta,category,divergence_cause,internal_direction,internal_level,internal_ts,level_delta,lux_direction,lux_level,lux_ts,timeframe
,LUXALGO_ONLY,UNKNOWN,,,,,bullish,4397.06,1786740900,5m
