avg_hold_sec,avg_mae,avg_mfe,avg_stop_points,expectancy_points,expectancy_r,max_consec_losses,max_dd_points,median_stop_points,n_ambiguous,n_days,n_entered,n_resolved,n_short,p95_stop_points,p_reach_0_5r,p_reach_1_5r,p_reach_1r,p_reach_2r,p_reach_3r,profit_factor,r,total_points,tstat,use_cost,win_rate,worst_day_points
445.36986301369865,4.348858447488585,3.4821917808219176,6.798190045248869,-0.49735159817351604,-0.07027009529629794,6,555.0650000000028,5.75,10,1095,1105,1095,0,14.25,0.6524886877828054,0.015384615384615385,0.08054298642533937,0.005429864253393665,0.0,0.8076060268842844,0.5,-544.6,-2.8543540390785025,True,0.6301369863013698,-39.33
1055.3454545454545,5.538181818181818,4.9825,6.798190045248869,-0.7897727272727273,-0.12608029878547322,10,933.8800000000058,5.75,5,1100,1105,1100,0,14.25,0.6524886877828054,0.04343891402714932,0.4579185520361991,0.009954751131221719,0.0009049773755656109,0.7920596091797754,1.0,-868.75,-3.35667044140133,True,0.4445454545454545,-39.33
1813.448275862069,6.058529945553539,6.242286751361162,6.798190045248869,-0.7816787658802178,-0.13691341040751973,12,964.0750000000079,5.75,3,1102,1105,1102,0,14.25,0.6524886877828054,0.3502262443438914,0.4579185520361991,0.03891402714932127,0.0027149321266968325,0.8215141902237988,1.5,-861.41,-2.7791507215932114,True,0.35390199637023595,-39.33
2471.151405258386,6.301677243880326,7.214641885766093,6.798190045248869,-0.7232456935630098,-0.13162476721532737,13,902.3100000000026,5.75,2,1103,1105,1103,0,14.25,0.6524886877828054,0.3502262443438914,0.4579185520361991,0.2895927601809955,0.0027149321266968325,0.8463722008673749,2.0,-797.7399999999999,-2.2677881884731987,True,0.30099728014505894,-39.33
3698.606334841629,6.5402714932126695,8.711764705882352,6.798190045248869,-0.43180995475113104,-0.09582638377524665,19,649.5499999999935,5.75,0,1105,1105,1105,0,14.25,0.6524886877828054,0.3502262443438914,0.4579185520361991,0.2895927601809955,0.20271493212669683,0.9137496271793065,3.0,-477.1499999999998,-1.1297551095445675,True,0.248868778280543,-39.33
