entry_mode,execution_timeframe,feed_equivalence_class,outcome,session,setup_id,status,underlying_provider
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-07-30|low|1785483300|exec:5m,INVALIDATED,tiingo
boundary,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-07-30|low|1785483300|exec:5m,INVALIDATED,tiingo
ce,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-07-30|low|1785483300|exec:5m,INVALIDATED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-07-31|low|1785501000|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,London,OANDA:XAUUSD|London|2026-07-31|low|1785501000|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-07-31|low|1785501000|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-02|low|1785749700|exec:5m,INVALIDATED,tiingo
boundary,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-02|low|1785749700|exec:5m,INVALIDATED,tiingo
ce,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-02|low|1785749700|exec:5m,INVALIDATED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-03|low|1785761400|exec:5m,INVALIDATED,tiingo
boundary,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-03|low|1785761400|exec:5m,INVALIDATED,tiingo
ce,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-03|low|1785761400|exec:5m,INVALIDATED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-03|high|1785830700|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-03|high|1785830700|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-03|high|1785830700|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-04|high|1785847200|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-04|high|1785847200|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,London,OANDA:XAUUSD|London|2026-08-04|high|1785847200|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-04|high|1785913200|exec:5m,INVALIDATED,tiingo
boundary,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-04|high|1785913200|exec:5m,INVALIDATED,tiingo
ce,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-04|high|1785913200|exec:5m,INVALIDATED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-05|low|1786022700|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-05|low|1786022700|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-05|low|1786022700|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-06|low|1786023300|exec:5m,INVALIDATED,tiingo
boundary,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-06|low|1786023300|exec:5m,INVALIDATED,tiingo
ce,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-06|low|1786023300|exec:5m,INVALIDATED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-06|high|1786090500|exec:5m,INVALIDATED,tiingo
boundary,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-06|high|1786090500|exec:5m,INVALIDATED,tiingo
ce,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-06|high|1786090500|exec:5m,INVALIDATED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-07|high|1786323600|exec:5m,INVALIDATED,tiingo
boundary,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-07|high|1786323600|exec:5m,INVALIDATED,tiingo
ce,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-07|high|1786323600|exec:5m,INVALIDATED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-09|high|1786347300|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-09|high|1786347300|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-09|high|1786347300|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-08-10|low|1786370700|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-08-10|low|1786370700|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-08-10|low|1786370700|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-10|low|1786432500|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-10|low|1786432500|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-10|low|1786432500|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-11|high|1786452300|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-11|high|1786452300|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-08-11|high|1786452300|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-11|high|1786526100|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,Asia,OANDA:XAUUSD|Asia|2026-08-11|high|1786526100|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,Asia,OANDA:XAUUSD|Asia|2026-08-11|high|1786526100|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-08-12|high|1786537800|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-08-12|high|1786537800|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-08-12|high|1786537800|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-12|low|1786609200|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-12|low|1786609200|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-08-12|low|1786609200|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,EXPIRED_WITHOUT_EXIT,London,OANDA:XAUUSD|London|2026-08-13|high|1786624200|exec:5m,EXPIRED,tiingo
boundary,5m,CLOSE_EQUIVALENT,EXPIRED_WITHOUT_EXIT,London,OANDA:XAUUSD|London|2026-08-13|high|1786624200|exec:5m,EXPIRED,tiingo
ce,5m,CLOSE_EQUIVALENT,EXPIRED_WITHOUT_EXIT,London,OANDA:XAUUSD|London|2026-08-13|high|1786624200|exec:5m,EXPIRED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-13|high|1786707300|exec:5m,INVALIDATED,tiingo
boundary,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-13|high|1786707300|exec:5m,INVALIDATED,tiingo
ce,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-08-13|high|1786707300|exec:5m,INVALIDATED,tiingo
first_touch,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-14|high|1786710900|exec:5m,INVALIDATED,tiingo
boundary,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-14|high|1786710900|exec:5m,INVALIDATED,tiingo
ce,5m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-08-14|high|1786710900|exec:5m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,Asia,OANDA:XAUUSD|Asia|2026-05-17|high|1779089400|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,Asia,OANDA:XAUUSD|Asia|2026-05-17|high|1779089400|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,Asia,OANDA:XAUUSD|Asia|2026-05-17|high|1779089400|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-18|high|1779111000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-18|high|1779111000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-18|high|1779111000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-18|low|1779187500|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-18|low|1779187500|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-18|low|1779187500|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-05-19|low|1779288300|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-05-19|low|1779288300|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-05-19|low|1779288300|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-19|high|1779286500|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-19|high|1779286500|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-19|high|1779286500|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-05-20|high|1779281100|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-05-20|high|1779281100|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-05-20|high|1779281100|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-20|low|1779346800|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-20|low|1779346800|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-20|low|1779346800|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-21|low|1779367500|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-21|low|1779367500|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-21|low|1779367500|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-05-21|low|1779462000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-05-21|low|1779462000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-05-21|low|1779462000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-05-22|low|1779462000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-05-22|low|1779462000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-05-22|low|1779462000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-05-24|high|1779750900|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-05-24|high|1779750900|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-05-24|high|1779750900|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-05-25|high|1779728400|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-05-25|high|1779728400|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,London,OANDA:XAUUSD|London|2026-05-25|high|1779728400|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-05-25|low|1779779700|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-05-25|low|1779779700|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,Asia,OANDA:XAUUSD|Asia|2026-05-25|low|1779779700|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-26|low|1779798600|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-26|low|1779798600|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-26|low|1779798600|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-26|low|1779867900|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-26|low|1779867900|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-26|low|1779867900|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-27|low|1779889500|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-27|low|1779889500|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,STOP_HIT,London,OANDA:XAUUSD|London|2026-05-27|low|1779889500|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-27|high|1780321500|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-27|high|1780321500|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-27|high|1780321500|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-05-28|high|1780666200|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-05-28|high|1780666200|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-05-28|high|1780666200|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-28|high|1780041600|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-28|high|1780041600|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NOT_TRIGGERED,Asia,OANDA:XAUUSD|Asia|2026-05-28|high|1780041600|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NOT_TRIGGERED,London,OANDA:XAUUSD|London|2026-05-29|high|1780064100|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NOT_TRIGGERED,London,OANDA:XAUUSD|London|2026-05-29|high|1780064100|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,NOT_TRIGGERED,London,OANDA:XAUUSD|London|2026-05-29|high|1780064100|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-30|low|1780269300|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-30|low|1780269300|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-30|low|1780269300|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-05-31|low|1780269300|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-05-31|low|1780269300|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-05-31|low|1780269300|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-31|low|1780299900|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-31|low|1780299900|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-05-31|low|1780299900|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-01|low|1780335000|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,London,OANDA:XAUUSD|London|2026-06-01|low|1780335000|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,AMBIGUOUS_INTRABAR,London,OANDA:XAUUSD|London|2026-06-01|low|1780335000|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-01|high|1780384500|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-01|high|1780384500|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-01|high|1780384500|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-02|low|1780471800|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-02|low|1780471800|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-02|low|1780471800|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-03|low|1780494300|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-03|low|1780494300|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-03|low|1780494300|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-03|high|1780583400|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-03|high|1780583400|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,NOT_TRIGGERED,Asia,OANDA:XAUUSD|Asia|2026-06-03|high|1780583400|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-04|high|1780579800|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-04|high|1780579800|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,London,OANDA:XAUUSD|London|2026-06-04|high|1780579800|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-04|high|1780660800|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-04|high|1780660800|exec:15m,EXPIRED,tiingo
ce,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-04|high|1780660800|exec:15m,EXPIRED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-06|low|1780869600|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-06|low|1780869600|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,Asia,OANDA:XAUUSD|Asia|2026-06-06|low|1780869600|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-07|low|1780869600|exec:15m,INVALIDATED,tiingo
boundary,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-07|low|1780869600|exec:15m,INVALIDATED,tiingo
ce,15m,CLOSE_EQUIVALENT,NO_RISK_PLAN,London,OANDA:XAUUSD|London|2026-06-07|low|1780869600|exec:15m,INVALIDATED,tiingo
first_touch,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-07|high|1781012700|exec:15m,EXPIRED,tiingo
boundary,15m,CLOSE_EQUIVALENT,OPPOSITE_LIQUIDITY_HIT,Asia,OANDA:XAUUSD|Asia|2026-06-07|high|1781012700|exec:15m,EXPIRED,tiingo
