direction,entry_date,entry_fill,entry_theo,exit_date,exit_fill,exit_theo,extras,hold,hold_days,instrument,lookback,mode,n_roll_nights,overnight_points,points,points_after_cost,rv20,session_points,signal_date,signal_ret,status,vol_weight,weekend_points,year
SHORT,2010-07-06,1713.25,1713.5,2010-07-12,1824.75,1824.5,{},5,5,NQ,20,fixed_hold,0,6.5,-111.5,-111.7,0.013614817299748859,-117.5,2010-07-05,-0.046200946284441824,ENTERED,1.0,3.25,2010
SHORT,2010-07-13,1825.0,1825.25,2010-07-19,1797.5,1797.25,{},5,5,NQ,20,fixed_hold,0,2.75,27.5,27.3,0.01450389882254782,25.25,2010-07-12,-0.012048192771084487,ENTERED,1.0,2.5,2010
SHORT,2010-07-20,1799.75,1800.0,2010-07-26,1887.0,1886.75,{},5,5,NQ,20,fixed_hold,0,-8.25,-87.25,-87.45,0.015312867107455873,-78.5,2010-07-19,-0.054203394290224804,ENTERED,1.0,0.75,2010
LONG,2010-07-27,1885.25,1885.0,2010-08-02,1893.75,1894.0,{},5,5,NQ,20,fixed_hold,0,6.75,8.5,8.3,0.01808257310548769,2.25,2010-07-26,0.02904281428961042,ENTERED,1.0,5.75,2010
LONG,2010-08-03,1895.0,1894.75,2010-08-09,1912.75,1913.0,{},5,5,NQ,20,fixed_hold,0,-7.75,17.75,17.55,0.015092111249075838,26.0,2010-08-02,0.10533994747592623,ENTERED,1.0,-6.5,2010
LONG,2010-08-10,1913.25,1913.0,2010-08-16,1820.5,1820.75,{},5,5,NQ,20,fixed_hold,0,3.75,-92.75,-92.95,0.013665870403641837,-96.0,2010-08-09,0.04850644012058103,ENTERED,1.098318292162212,-2.0,2010
LONG,2010-08-17,1818.75,1818.5,2010-08-23,1808.5,1808.75,{},5,5,NQ,20,fixed_hold,0,1.5,-10.25,-10.45,0.015270078353984157,-11.25,2010-08-16,0.013075532062874151,ENTERED,0.9876499714933199,3.25,2010
SHORT,2010-08-24,1803.25,1803.5,2010-08-30,1769.75,1769.5,{},5,5,NQ,20,fixed_hold,0,-13.75,33.5,33.3,0.011936647746069595,47.75,2010-08-23,-0.04134093017092888,ENTERED,1.2560114280520323,-5.25,2010
SHORT,2010-08-31,1771.0,1771.25,2010-09-06,1867.75,1867.5,{},5,5,NQ,20,fixed_hold,0,-2.0,-96.75,-96.95,0.013158026132260773,-94.25,2010-08-30,-0.06573389651531181,ENTERED,1.0947516785846667,-2.25,2010
SHORT,2010-09-07,1866.75,1867.0,2010-09-13,1920.25,1920.0,{},5,5,NQ,20,fixed_hold,0,-7.75,-53.5,-53.7,0.015275794731683664,-45.25,2010-09-06,-0.02378463146889709,ENTERED,0.9494693452816011,-9.0,2010
