days_both,days_london_only,days_neither,days_ny_only,london_l2_triggered,london_setups_per_session,ny_setups_per_session,ny_v2_triggered,pct_london_trades_on_ny_days,pct_ny_trades_on_london_days
154,35,76,59,350,1.3108614232209739,1.9489361702127659,458,0.8148148148148148,0.7230046948356808
