absorption_proxy,aggressive_buy,aggressive_sell,ask_slope_lots_per_pt,bid_ask_slope_ratio,bid_slope_lots_per_pt,book_imbalance_top1,book_imbalance_top10,book_imbalance_top3,book_imbalance_top5,event_id,executed_to_displayed,feature_cutoff_ts,first_through_ts,has_book,imb_for_reversal_top1,label_300s,n_book_updates_le_cutoff,n_future_records_ignored,n_trades_le_cutoff,ofi_for_reversal,ofi_top1_proxy,price_impact_per_lot,price_range_feature_window,side,signed_flow_for_reversal,trade_imbalance
127.25,2838.0,2252.0,23.555555555555557,0.7547169811320754,17.77777777777778,0.5,0.43010752688172044,0.5,0.5454545454545454,NQ|PDH|2026-05-13|1778683920,2838.0,1778683980,1778683967,True,0.5,CONTINUATION,80085,42290,3344,-2.0,2.0,0.007858546168958742,40.0,pdh_sweep,-586.0,586.0
259.0,5792.0,5086.0,30.22222222222222,0.5588235294117647,16.88888888888889,0.6,0.3584905660377358,0.5454545454545454,0.5365853658536586,NQ|PDH|2026-05-14|1778765700,2896.0,1778765760,1778765748,True,0.4,REVERSAL,159661,74466,7062,-2.0,2.0,0.003861003861003861,42.0,pdh_sweep,-706.0,706.0
415.17241379310343,10588.0,10482.0,16.444444444444443,0.574938574938575,9.454545454545455,0.25,0.4126984126984127,0.3888888888888889,0.3548387096774194,NQ|PDL|2026-05-15|1778851800,10482.0,1778851860,1778851740,True,0.25,CONTINUATION,184310,133490,13828,-3.0,-3.0,0.0024086378737541527,50.75,pdl_sweep,106.0,106.0
139.47169811320754,4136.0,5104.0,21.77777777777778,0.5343228200371057,11.636363636363637,0.3333333333333333,0.3950617283950617,0.3888888888888889,0.36363636363636365,NQ|PDL|2026-05-18|1779114720,2552.0,1779114780,1779114776,True,0.3333333333333333,AMBIGUOUS,155309,79447,6742,-2.0,-2.0,0.00716991341991342,66.25,pdl_sweep,-968.0,-968.0
150.83743842364532,7110.0,8200.0,13.818181818181818,1.2865497076023393,17.77777777777778,0.3333333333333333,0.5128205128205128,0.47368421052631576,0.5263157894736842,NQ|PDL|2026-05-19|1779199620,8200.0,1779199680,1779199646,True,0.3333333333333333,REVERSAL,204722,87805,10394,1.0,1.0,0.0066296538210320055,101.5,pdl_sweep,-1090.0,-1090.0
312.030303030303,10602.0,9992.0,19.555555555555557,1.2045454545454546,23.555555555555557,0.42857142857142855,0.5463917525773195,0.52,0.5111111111111111,NQ|PDH|2026-05-20|1779283860,2650.5,1779283920,1779283868,True,0.5714285714285714,REVERSAL,243000,94547,14668,2.0,-2.0,0.0032048169369719337,66.0,pdh_sweep,-610.0,610.0
105.01347708894879,5314.0,4426.0,18.22222222222222,0.6365853658536585,11.6,0.75,0.4142857142857143,0.5,0.35294117647058826,NQ|PDH|2026-05-21|1779383760,5314.0,1779383820,1779383783,True,0.25,REVERSAL,88869,54343,6810,-2.0,2.0,0.00952258726899384,92.75,pdh_sweep,-888.0,888.0
249.7718120805369,9462.0,9146.0,19.11111111111111,0.6069767441860465,11.6,0.25,0.4027777777777778,0.3684210526315789,0.39473684210526316,NQ|PDH|2026-05-22|1779456600,3154.0,1779456660,1779456540,True,0.75,CONTINUATION,151520,98561,12554,-1.0,1.0,0.004003654342218401,74.5,pdh_sweep,-316.0,316.0
407.74545454545455,11010.0,11416.0,18.4,0.7971014492753623,14.666666666666666,0.3333333333333333,0.4177215189873418,0.4,0.4411764705882353,NQ|PDH|2026-05-26|1779802200,5505.0,1779802260,1779802140,True,0.6666666666666667,NEITHER,189768,124872,14300,3.0,-3.0,0.00245251047890841,55.0,pdh_sweep,406.0,-406.0
312.86821705426354,9292.0,10888.0,10.909090909090908,1.2222222222222223,13.333333333333334,0.6666666666666666,0.5,0.5454545454545454,0.5416666666666666,NQ|PDH|2026-05-27|1779888600,9292.0,1779888660,1779888540,True,0.33333333333333337,NEITHER,144586,110691,13330,-1.0,1.0,0.0031962338949454907,64.5,pdh_sweep,1596.0,-1596.0
199.43661971830986,4154.0,2926.0,20.0,1.088888888888889,21.77777777777778,0.75,0.5212765957446809,0.5,0.48717948717948717,NQ|PDH|2026-05-28|1779980400,4154.0,1779980460,1779980411,True,0.25,CONTINUATION,84620,39175,4810,-0.0,0.0,0.00501412429378531,35.5,pdh_sweep,-1228.0,1228.0
460.16766467065867,10426.0,8786.0,18.666666666666668,0.6904761904761905,12.88888888888889,0.6666666666666666,0.4084507042253521,0.4666666666666667,0.42424242424242425,NQ|PDH|2026-05-29|1780061400,10426.0,1780061460,1780061340,True,0.33333333333333337,CONTINUATION,163217,112937,12808,-1.0,1.0,0.0021731209660628774,41.75,pdh_sweep,-1640.0,1640.0
