direction,entry_date,entry_fill,entry_theo,exit_date,exit_fill,exit_theo,extras,hold,hold_days,instrument,lookback,mode,n_roll_nights,overnight_points,points,points_after_cost,rv20,session_points,signal_date,signal_ret,status,vol_weight,weekend_points,year
SHORT,2010-07-06,1209.6000000000001,1209.7,2010-07-12,1197.8,1197.7,{},5,5,GC,20,fixed_hold,0,0.2999999999999545,11.800000000000182,11.760000000000183,0.010628998384594733,11.700000000000045,2010-07-05,-0.02513696422816658,ENTERED,1.0,0.0,2010
SHORT,2010-07-13,1197.2,1197.3,2010-07-19,1181.8,1181.7,{},5,5,GC,20,fixed_hold,0,1.0000000000002274,15.400000000000091,15.360000000000092,0.011771489562859849,14.599999999999682,2010-07-12,-0.020446552711212984,ENTERED,1.0,1.0,2010
SHORT,2010-07-20,1181.5,1181.6,2010-07-26,1184.0,1183.9,{},5,5,GC,20,fixed_hold,0,-1.6000000000001364,-2.5,-2.54,0.011262996995124983,-0.7000000000000455,2010-07-19,-0.0459389633457129,ENTERED,1.0,-1.8999999999998636,2010
SHORT,2010-07-27,1183.8000000000002,1183.9,2010-08-02,1185.0,1184.9,{},5,5,GC,20,fixed_hold,0,-3.900000000000091,-1.199999999999818,-1.2399999999998181,0.011146525161843125,2.900000000000091,2010-07-26,-0.04570369176205025,ENTERED,1.0,-2.300000000000182,2010
SHORT,2010-08-03,1184.7,1184.8,2010-08-09,1202.3999999999999,1202.3,{},5,5,GC,20,fixed_hold,0,0.2999999999999545,-17.699999999999818,-17.739999999999817,0.009818344199681544,-17.799999999999955,2010-08-02,-0.020743801652892357,ENTERED,1.1695329112023933,0.20000000000004547,2010
LONG,2010-08-10,1202.3,1202.2,2010-08-16,1226.4,1226.5,{},5,5,GC,20,fixed_hold,0,0.5,24.100000000000136,24.060000000000137,0.008419359733160357,23.799999999999955,2010-08-09,0.0038406946647742135,ENTERED,1.3377498232751266,-0.20000000000004547,2010
LONG,2010-08-17,1226.6999999999998,1226.6,2010-08-23,1224.8000000000002,1224.9,{},5,5,GC,20,fixed_hold,0,-1.5,-1.8999999999996362,-1.9399999999996362,0.007349385719659272,-0.1999999999998181,2010-08-16,0.03791148345603812,ENTERED,1.5166607913946708,-1.5,2010
LONG,2010-08-24,1224.8999999999999,1224.8,2010-08-30,1238.5,1238.6,{},5,5,GC,20,fixed_hold,0,-1.2000000000000455,13.600000000000136,13.560000000000137,0.006691472701950628,15.0,2010-08-23,0.03463130331953712,ENTERED,1.5884393253963778,-0.7999999999999545,2010
LONG,2010-08-31,1238.8,1238.7,2010-09-06,1251.1000000000001,1251.2,{},5,5,GC,20,fixed_hold,0,1.5,12.300000000000182,12.260000000000183,0.004473582900646405,11.0,2010-08-30,0.045320280192421514,ENTERED,2.118715947450961,1.5,2010
LONG,2010-09-07,1251.1999999999998,1251.1,2010-09-13,1250.4,1250.5,{},5,5,GC,20,fixed_hold,0,-3.400000000000091,-0.7999999999997272,-0.8399999999997272,0.004272382846916295,2.800000000000182,2010-09-06,0.0406720452466105,ENTERED,2.1672730607889736,-3.2000000000000455,2010
LONG,2010-09-14,1250.5,1250.4,2010-09-20,1280.4,1280.5,{},5,5,GC,20,fixed_hold,0,1.800000000000182,29.90000000000009,29.860000000000092,0.004226478414979302,28.299999999999727,2010-09-13,0.019567876070117896,ENTERED,1.9920508060140152,2.2000000000000455,2010
LONG,2010-09-21,1280.5,1280.4,2010-09-27,1293.5,1293.6,{},5,5,GC,20,fixed_hold,0,0.20000000000004547,13.0,12.96,0.005083811623385429,12.999999999999773,2010-09-20,0.045391460527389516,ENTERED,1.5783383987782706,0.10000000000013642,2010
LONG,2010-09-28,1293.8,1293.7,2010-10-04,1315.7,1315.8,{},5,5,GC,20,fixed_hold,0,-1.7000000000000455,21.90000000000009,21.860000000000092,0.005007176795681918,23.799999999999955,2010-09-27,0.044404973357015765,ENTERED,1.4677703663264345,-1.2000000000000455,2010
LONG,2010-10-05,1316.0,1315.9,2010-10-11,1354.1000000000001,1354.2,{},5,5,GC,20,fixed_hold,0,8.299999999999727,38.100000000000136,38.06000000000014,0.005512781151262587,30.000000000000227,2010-10-04,0.05163043478260865,ENTERED,1.2673149827095855,8.099999999999909,2010
LONG,2010-10-12,1354.1,1354.0,2010-10-18,1368.8000000000002,1368.9,{},5,5,GC,20,fixed_hold,0,-2.3999999999998636,14.700000000000273,14.660000000000274,0.006539564281760441,17.299999999999955,2010-10-11,0.08292682926829253,ENTERED,1.0232291347932578,-2.7000000000000455,2010
LONG,2010-10-19,1369.0,1368.9,2010-10-25,1341.0,1341.1,{},5,5,GC,20,fixed_hold,0,6.2000000000000455,-28.0,-28.04,0.007070158906953407,-34.00000000000023,2010-10-18,0.06903553299492438,ENTERED,0.9464387986201631,6.099999999999909,2010
LONG,2010-10-26,1341.1,1341.0,2010-11-01,1353.8000000000002,1353.9,{},5,5,GC,20,fixed_hold,0,3.200000000000273,12.700000000000273,12.660000000000274,0.010791295731382988,9.699999999999818,2010-10-25,0.0367192331478039,ENTERED,0.6308085414388607,3.2000000000000455,2010
LONG,2010-11-02,1353.8,1353.7,2010-11-08,1405.8000000000002,1405.9,{},5,5,GC,20,fixed_hold,0,1.2999999999999545,52.00000000000023,51.96000000000023,0.01119340701909687,50.90000000000009,2010-11-01,0.028955768353853495,ENTERED,0.631636006346516,1.5,2010
LONG,2010-11-09,1405.8999999999999,1405.8,2010-11-15,1357.2,1357.3,{},5,5,GC,20,fixed_hold,0,1.8999999999998636,-48.69999999999982,-48.73999999999982,0.01212059694724489,-50.399999999999864,2010-11-08,0.038177521784079405,ENTERED,0.6063550955161369,1.599999999999909,2010
SHORT,2010-11-16,1357.3000000000002,1357.4,2010-11-22,1363.3999999999999,1363.3,{},5,5,GC,20,fixed_hold,0,-5.400000000000091,-6.099999999999682,-6.139999999999682,0.01345098720762992,-0.4999999999997726,2010-11-15,-0.008473957191905801,ENTERED,0.5965342895273151,-5.300000000000182,2010
LONG,2010-11-23,1363.5,1363.4,2010-11-29,1365.5,1365.6,{},5,5,GC,20,fixed_hold,0,-6.900000000000091,2.0,1.96,0.012069457954481822,9.099999999999909,2010-11-22,0.016553575423159828,ENTERED,0.6975756297352149,-6.600000000000136,2010
LONG,2010-11-30,1365.8999999999999,1365.8,2010-12-06,1422.3000000000002,1422.4,{},5,5,GC,20,fixed_hold,0,-3.400000000000091,56.40000000000032,56.36000000000032,0.011372279471918663,60.00000000000023,2010-11-29,0.008641701750498054,ENTERED,0.8142096993274466,-4.7000000000000455,2010
LONG,2010-12-07,1422.3999999999999,1422.3,2010-12-13,1396.9,1397.0,{},5,5,GC,20,fixed_hold,0,-4.100000000000136,-25.499999999999773,-25.53999999999977,0.010589674780608321,-21.199999999999818,2010-12-06,0.01173625435663972,ENTERED,0.8950465080570671,-4.0,2010
LONG,2010-12-14,1397.3,1397.2,2010-12-20,1385.9,1386.0,{},5,5,GC,20,fixed_hold,0,5.900000000000091,-11.399999999999864,-11.439999999999863,0.009270704937032949,-17.100000000000136,2010-12-13,0.02924924482428315,ENTERED,1.0306673355992404,5.800000000000182,2010
LONG,2010-12-21,1386.1999999999998,1386.1,2010-12-28,1405.5,1405.6,{},5,5,GC,20,fixed_hold,0,-5.2000000000000455,19.300000000000182,19.260000000000183,0.008552096817545684,24.700000000000045,2010-12-20,0.01665077385755165,ENTERED,1.0938075971746277,0.0,2010
LONG,2010-12-29,1405.8999999999999,1405.8,2011-01-04,1384.4,1384.5,{},5,5,GC,20,fixed_hold,0,-4.2000000000000455,-21.499999999999773,-21.53999999999977,0.008997868018864291,-17.09999999999991,2010-12-28,0.02929115407147065,ENTERED,1.029068244842661,-4.2999999999999545,2010
SHORT,2011-01-05,1384.4,1384.5,2011-01-11,1381.8999999999999,1381.8,{},5,5,GC,20,fixed_hold,0,-1.0,2.5000000000002274,2.4600000000002273,0.009076622280035212,3.7000000000000455,2011-01-04,-0.02664510686164212,ENTERED,1.0,-0.8999999999998636,2011
SHORT,2011-01-12,1381.7,1381.8,2011-01-18,1368.1999999999998,1368.1,{},5,5,GC,20,fixed_hold,0,-2.299999999999727,13.500000000000227,13.460000000000228,0.008122720205897799,15.999999999999773,2011-01-11,-0.010880458124552295,ENTERED,1.1008834775983347,-2.199999999999818,2011
SHORT,2011-01-19,1368.1000000000001,1368.2,2011-01-25,1331.0,1330.9,{},5,5,GC,20,fixed_hold,0,-2.599999999999909,37.100000000000136,37.06000000000014,0.007986375454500186,39.899999999999864,2011-01-18,-0.012914862914862435,ENTERED,1.0810019604826016,-2.8999999999998636,2011
SHORT,2011-01-26,1330.9,1331.0,2011-02-01,1343.1999999999998,1343.1,{},5,5,GC,20,fixed_hold,0,-7.900000000000091,-12.299999999999727,-12.339999999999726,0.007667587058615155,-4.199999999999818,2011-01-25,-0.05314456459874761,ENTERED,1.1259458102617343,-7.400000000000091,2011
SHORT,2011-02-02,1343.0,1343.1,2011-02-08,1363.3,1363.2,{},5,5,GC,20,fixed_hold,0,3.8999999999998636,-20.299999999999955,-20.339999999999954,0.008867160539482907,-24.0,2011-02-01,-0.02990249187432259,ENTERED,0.9754062034425961,3.599999999999909,2011
SHORT,2011-02-09,1362.9,1363.0,2011-02-15,1372.3,1372.2,{},5,5,GC,20,fixed_hold,0,0.7000000000000455,-9.399999999999864,-9.439999999999863,0.00952099529485667,-9.900000000000091,2011-02-08,-0.013460703430308252,ENTERED,0.9256537123779768,0.40000000000009095,2011
LONG,2011-02-16,1372.3,1372.2,2011-02-22,1400.0,1400.1,{},5,5,GC,20,fixed_hold,0,1.8999999999998636,27.700000000000045,27.660000000000046,0.009238577489306581,26.0,2011-02-15,0.0029968569549008173,ENTERED,0.9597971711279599,2.099999999999909,2011
LONG,2011-02-23,1400.1,1400.0,2011-03-01,1433.9,1434.0,{},5,5,GC,20,fixed_hold,0,3.9999999999997726,33.80000000000018,33.76000000000018,0.008822375406687365,30.000000000000227,2011-02-22,0.051994890675482575,ENTERED,1.003202469331876,4.2999999999999545,2011
