avg_hold_days,avg_loss,avg_win,expectancy_points,hit_rate,instrument,long,max_consec_losses,max_dd_points,mean_boot_hi,mean_boot_lo,median_points,n,overnight_expectancy,overnight_share_of_mean,profit_factor,session_expectancy,short,total_points,tstat,use_cost,vol_scaled,weekend_expectancy,year
5.0,29.029999999999998,14.248125,-2.3973076923076917,0.6153846153846154,ES,"{""n"": 20, ""expectancy_points"": 4.7700000000000005, ""hit_rate"": 0.7, ""total_points"": 95.4}",2,200.8,6.323846153846154,-11.926153846153841,4.42,26,0.8076923076923077,-0.33691641264238736,0.7852910781949707,-2.625,"{""n"": 6, ""expectancy_points"": -26.28833333333333, ""hit_rate"": 0.3333333333333333, ""total_points"": -157.73}",-62.329999999999984,-0.44805793312476744,True,False,0.6442307692307693,2010
5.0,26.674827586206895,21.115652173913045,-5.536730769230768,0.4423076923076923,ES,"{""n"": 31, ""expectancy_points"": -4.305806451612902, ""hit_rate"": 0.45161290322580644, ""total_points"": -133.48}",5,375.5199999999999,2.732500000000001,-13.53673076923077,-5.705,52,-1.2163461538461537,0.21968670765169673,0.627816487195729,-3.7403846153846154,"{""n"": 21, ""expectancy_points"": -7.353809523809522, ""hit_rate"": 0.42857142857142855, ""total_points"": -154.42999999999998}",-287.90999999999997,-1.2279294600801482,True,False,-1.0336538461538463,2011
5.0,15.732173913043477,18.86642857142857,3.2631372549019613,0.5490196078431373,ES,"{""n"": 34, ""expectancy_points"": 5.339117647058824, ""hit_rate"": 0.6470588235294118, ""total_points"": 181.53000000000003}",4,85.99,9.209215686274518,-3.2564705882352967,3.42,51,-0.20098039215686275,-0.061591154909265707,1.459927039575503,4.044117647058823,"{""n"": 17, ""expectancy_points"": -0.8888235294117638, ""hit_rate"": 0.35294117647058826, ""total_points"": -15.109999999999985}",166.42000000000004,1.0121804707496969,True,False,0.058823529411764705,2012
5.0,23.496666666666666,15.714642857142858,-2.3828846153846146,0.5384615384615384,ES,"{""n"": 40, ""expectancy_points"": 2.8387500000000006, ""hit_rate"": 0.65, ""total_points"": 113.55000000000003}",8,292.63,3.814230769230769,-8.57038461538461,1.795,52,-0.16826923076923078,0.07061576951012835,0.7802702510994468,-1.6346153846153846,"{""n"": 12, ""expectancy_points"": -19.788333333333334, ""hit_rate"": 0.16666666666666666, ""total_points"": -237.45999999999998}",-123.90999999999997,-0.715760133111776,True,False,0.09134615384615384,2013
5.0,31.721304347826084,18.955714285714286,-3.898627450980391,0.5490196078431373,ES,"{""n"": 37, ""expectancy_points"": 0.6429729729729737, ""hit_rate"": 0.6216216216216216, ""total_points"": 23.790000000000028}",3,317.46,6.336666666666668,-13.687843137254903,1.92,51,-1.5245098039215685,0.391037569783232,0.7274770761660658,-1.7941176470588236,"{""n"": 14, ""expectancy_points"": -15.90142857142857, ""hit_rate"": 0.35714285714285715, ""total_points"": -222.61999999999998}",-198.82999999999996,-0.8277336650756146,True,False,-1.107843137254902,2014
5.0,25.66333333333333,37.999545454545455,1.2709615384615394,0.4230769230769231,ES,"{""n"": 28, ""expectancy_points"": 1.4914285714285727, ""hit_rate"": 0.5357142857142857, ""total_points"": 41.76000000000003}",7,267.56,15.809423076923071,-10.373269230769223,-5.205,52,-0.9711538461538461,-0.7641095475866237,1.0858423171840499,2.8221153846153846,"{""n"": 24, ""expectancy_points"": 1.0137500000000006, ""hit_rate"": 0.2916666666666667, ""total_points"": 24.330000000000013}",66.09000000000005,0.1879273770326075,True,False,-0.6057692307692307,2015
5.0,26.19607142857143,24.58304347826087,-3.295686274509803,0.45098039215686275,ES,"{""n"": 31, ""expectancy_points"": 1.8877419354838718, ""hit_rate"": 0.4838709677419355, ""total_points"": 58.52000000000003}",6,410.56999999999994,5.390588235294126,-12.49666666666667,-1.58,51,-0.6029411764705882,0.18294859590671114,0.770848954995978,-2.1127450980392157,"{""n"": 20, ""expectancy_points"": -11.329999999999998, ""hit_rate"": 0.4, ""total_points"": -226.59999999999997}",-168.07999999999996,-0.6845804624913941,True,False,-0.47058823529411764,2016
5.0,13.603809523809524,16.371612903225806,4.266153846153847,0.5961538461538461,ES,"{""n"": 43, ""expectancy_points"": 7.664186046511628, ""hit_rate"": 0.6511627906976745, ""total_points"": 329.56}",5,147.2100000000001,9.006538461538472,-0.14730769230769128,6.67,52,1.0336538461538463,0.24229174179588892,1.776533183982078,3.8125,"{""n"": 9, ""expectancy_points"": -11.968888888888888, ""hit_rate"": 0.3333333333333333, ""total_points"": -107.72}",221.84000000000003,1.6553072993552032,True,False,0.9423076923076923,2017
5.0,51.482173913043475,49.54931034482759,4.862307692307693,0.5576923076923077,ES,"{""n"": 27, ""expectancy_points"": 1.2162962962962969, ""hit_rate"": 0.5925925925925926, ""total_points"": 32.84000000000002}",5,402.32,21.684423076923068,-12.402115384615392,7.795,52,-1.4807692307692308,-0.3045404208194905,1.2135310660507226,6.923076923076923,"{""n"": 25, ""expectancy_points"": 8.8, ""hit_rate"": 0.52, ""total_points"": 220.0}",252.84000000000003,0.5151941339907473,True,False,-1.5048076923076923,2018
5.0,39.33,33.32322580645162,3.9825000000000013,0.5961538461538461,ES,"{""n"": 40, ""expectancy_points"": 12.43875, ""hit_rate"": 0.7, ""total_points"": 497.55000000000007}",6,270.79999999999995,15.400769230769233,-9.089615384615378,9.545,52,2.735576923076923,0.6868994157129747,1.250735534488395,1.8269230769230769,"{""n"": 12, ""expectancy_points"": -24.205, ""hit_rate"": 0.25, ""total_points"": -290.46}",207.09000000000006,0.6370628492705075,True,False,2.639423076923077,2019
5.0,89.2675,65.6465625,6.064230769230769,0.6153846153846154,ES,"{""n"": 41, ""expectancy_points"": 16.39560975609756, ""hit_rate"": 0.7073170731707317, ""total_points"": 672.22}",3,659.0500000000004,33.20846153846155,-25.96461538461538,23.42,52,2.144230769230769,0.35358660493435656,1.1766264317920856,4.5,"{""n"": 11, ""expectancy_points"": -32.443636363636365, ""hit_rate"": 0.2727272727272727, ""total_points"": -356.88000000000005}",315.34,0.4430231622672062,True,False,2.048076923076923,2020
5.0,58.307272727272725,56.745,8.069038461538462,0.5769230769230769,ES,"{""n"": 43, ""expectancy_points"": 17.24558139534884, ""hit_rate"": 0.627906976744186, ""total_points"": 741.5600000000001}",3,300.14000000000027,24.352692307692305,-15.676153846153849,14.920000000000002,52,3.1346153846153846,0.38847446316642437,1.3270993794630328,5.514423076923077,"{""n"": 9, ""expectancy_points"": -35.77444444444445, ""hit_rate"": 0.3333333333333333, ""total_points"": -321.97}",419.59000000000003,0.7961149395955396,True,False,3.1634615384615383,2021
5.0,116.39730769230769,106.55461538461539,-4.921346153846154,0.5,ES,"{""n"": 20, ""expectancy_points"": -25.78, ""hit_rate"": 0.5, ""total_points"": -515.6}",4,648.03,29.958461538461542,-41.5030769230769,-15.079999999999998,52,-4.2548076923076925,0.8645617599937477,0.9154388318524418,-0.08653846153846154,"{""n"": 32, ""expectancy_points"": 8.1153125, ""hit_rate"": 0.5, ""total_points"": 259.69}",-255.91000000000005,-0.26391917597594095,True,False,-3.3798076923076925,2022
5.0,61.54,66.91074074074074,5.155576923076923,0.5192307692307693,ES,"{""n"": 31, ""expectancy_points"": 17.129677419354838, ""hit_rate"": 0.5806451612903226, ""total_points"": 531.02}",3,326.73999999999995,29.314230769230793,-14.618461538461549,9.545,52,-2.3509615384615383,-0.45600358088701554,1.1742541436464087,8.086538461538462,"{""n"": 21, ""expectancy_points"": -12.52047619047619, ""hit_rate"": 0.42857142857142855, ""total_points"": -262.93}",268.09000000000003,0.4730350208196562,True,False,-2.4471153846153846,2023
5.0,92.06958333333334,63.94678571428572,-8.060769230769232,0.5384615384615384,ES,"{""n"": 41, ""expectancy_points"": 6.462682926829268, ""hit_rate"": 0.6097560975609756, ""total_points"": 264.96999999999997}",5,1083.37,16.251730769230754,-31.349230769230758,3.42,52,4.8125,-0.5970273881095524,0.8103065163576462,-12.29326923076923,"{""n"": 11, ""expectancy_points"": -62.193636363636365, ""hit_rate"": 0.2727272727272727, ""total_points"": -684.13}",-419.16,-0.5876530300177754,True,False,3.125,2024
5.0,87.1376923076923,91.80461538461539,2.3334615384615374,0.5,ES,"{""n"": 35, ""expectancy_points"": 12.105714285714283, ""hit_rate"": 0.6, ""total_points"": 423.69999999999993}",5,801.3400000000006,31.71326923076924,-34.296346153846144,0.42000000000000004,52,-0.3317307692307692,-0.14216251854293727,1.053558029290513,3.2451923076923075,"{""n"": 17, ""expectancy_points"": -17.785882352941176, ""hit_rate"": 0.29411764705882354, ""total_points"": -302.36}",121.33999999999995,0.1388207198708654,True,False,-0.5048076923076923,2025
5.0,98.56333333333333,90.56705882352941,1.9121875000000002,0.53125,ES,"{""n"": 16, ""expectancy_points"": 33.873125, ""hit_rate"": 0.5625, ""total_points"": 541.97}",5,513.41,39.46687500000002,-44.556562499999984,8.67,32,-1.6640625,-0.8702402353325707,1.0413879400723731,4.15625,"{""n"": 16, ""expectancy_points"": -30.048750000000002, ""hit_rate"": 0.5, ""total_points"": -480.78000000000003}",61.190000000000005,0.08203312101963396,True,False,0.0,2026
