momentum_loss_days_n,momentum_on_v2_loss_days,v2_loss_days_n,v2_on_momentum_loss_days
33,"{""resolved_n"": 0, ""r2_rate"": null, ""e2r"": null, ""stop_rate"": null}",70,"{""resolved_n"": 0, ""r2_rate"": null, ""e2r"": null, ""stop_rate"": null}"
