extensions_per_session,lower,mean_minutes_to_vwap,median_minutes_to_vwap,n_extensions,no_reversion_rate,p_vwap_touch_lower,p_vwap_touch_overall,p_vwap_touch_upper,sessions_with_extension,upper,valid_london_sessions
1.8352059925093633,257,34.659685863874344,20.0,490,0.2204081632653061,0.7937743190661478,0.7795918367346939,0.7639484978540773,222,233,267
