direction,entry_date,entry_fill,entry_theo,exit_date,exit_fill,exit_theo,extras,hold,hold_days,instrument,lookback,mode,n_roll_nights,overnight_points,points,points_after_cost,rv20,session_points,signal_date,signal_ret,status,vol_weight,weekend_points,year
LONG,2010-06-22,1111.5,1111.25,2010-06-24,1072.5,1072.75,{},3,3,ES,10,fixed_hold,0,2.0,-39.0,-39.08,,-40.5,2010-06-21,0.05861329521086489,ENTERED,,0.0,2010
SHORT,2010-06-25,1072.75,1073.0,2010-06-29,1034.0,1033.75,{},3,3,ES,10,fixed_hold,0,-1.5,38.75,38.67,,40.75,2010-06-24,-0.011745739290649593,ENTERED,,-0.5,2010
SHORT,2010-06-30,1035.25,1035.5,2010-07-02,1014.5,1014.25,{},3,3,ES,10,fixed_hold,0,-4.0,20.75,20.67,0.014646163451185568,25.25,2010-06-29,-0.06701263537906132,ENTERED,1.0,0.0,2010
SHORT,2010-07-05,1014.75,1015.0,2010-07-07,1058.75,1058.5,{},3,3,ES,10,fixed_hold,0,1.0,-44.0,-44.08,0.013601838143813142,-44.5,2010-07-02,-0.0864670119342491,ENTERED,1.0,0.0,2010
SHORT,2010-07-08,1057.75,1058.0,2010-07-12,1079.25,1079.0,{},3,3,ES,10,fixed_hold,0,3.0,-21.5,-21.58,0.01555334046464403,-24.0,2010-07-07,-0.024199124222170854,ENTERED,1.0,1.25,2010
LONG,2010-07-13,1079.75,1079.5,2010-07-15,1093.5,1093.75,{},3,3,ES,10,fixed_hold,0,-0.25,13.75,13.67,0.014051684673347968,14.5,2010-07-12,0.0077048797571792615,ENTERED,1.0,0.0,2010
LONG,2010-07-16,1094.0,1093.75,2010-07-20,1080.5,1080.75,{},3,3,ES,10,fixed_hold,0,0.0,-13.5,-13.58,0.013871578516356666,-13.0,2010-07-15,0.06968215158924207,ENTERED,1.0,-1.5,2010
LONG,2010-07-21,1081.25,1081.0,2010-07-23,1100.75,1101.0,{},3,3,ES,10,fixed_hold,0,5.5,19.5,19.42,0.015475482647173517,14.5,2010-07-20,0.05439024390243907,ENTERED,1.0,0.0,2010
LONG,2010-07-26,1100.0,1099.75,2010-07-28,1101.25,1101.5,{},3,3,ES,10,fixed_hold,0,-0.75,1.25,1.17,0.01674833258265467,2.5,2010-07-23,0.02729181245626311,ENTERED,0.838990066861971,0.0,2010
LONG,2010-07-29,1103.25,1103.0,2010-08-02,1121.75,1122.0,{},3,3,ES,10,fixed_hold,0,3.0,18.5,18.42,0.014344148365332147,16.0,2010-07-28,0.008699633699633669,ENTERED,0.9992753177400479,3.5,2010
