bucket,e2r,extensions,filter_applied,l2_entry_rate,l2_triggered,r2_rate,vwap_touch_rate
08:30-09:00,0.1159420289855072,145,False,0.7034482758620689,102,0.42028985507246375,0.9379310344827586
09:00-10:00,0.08510638297872342,193,False,0.7098445595854922,137,0.3829787234042553,0.7564766839378239
10:00-11:00,0.11904761904761896,107,False,0.7009345794392523,75,0.38095238095238093,0.5794392523364486
11:00-12:00,1.0,10,False,0.8,8,0.6666666666666666,0.3
