block,candidate_id,e1r,e2r,e3r,r2_rate,resolved_n,stop_rate
1,L2_BAND_RECLAIM_2SIG_RETEST,-0.022222222222222254,0.1777777777777778,0.1777777777777778,0.4,45,0.6222222222222222
2,L2_BAND_RECLAIM_2SIG_RETEST,0.0,0.1311475409836066,0.0,0.4098360655737705,61,0.6885245901639344
3,L2_BAND_RECLAIM_2SIG_RETEST,-0.015625,0.328125,0.34375,0.484375,64,0.640625
4,L2_BAND_RECLAIM_2SIG_RETEST,-0.09836065573770492,0.032786885245901676,-0.049180327868852514,0.36065573770491804,61,0.6885245901639344
1,L3_BAND_RECLAIM_EXT_MID,-0.0625,0.078125,0.03125,0.375,64,0.671875
2,L3_BAND_RECLAIM_EXT_MID,0.013698630136986356,0.1095890410958904,0.0547945205479452,0.3972602739726027,73,0.684931506849315
3,L3_BAND_RECLAIM_EXT_MID,0.025974025974025983,0.1298701298701299,0.1298701298701298,0.38961038961038963,77,0.6493506493506493
4,L3_BAND_RECLAIM_EXT_MID,-0.1707317073170731,-0.09756097560975607,-0.04878048780487798,0.3048780487804878,82,0.7073170731707317
