iso,roll_flag_ts
2026-07-12T18:10:00+00:00,1783879800
2026-07-19T18:10:00+00:00,1784484600
2026-07-26T18:10:00+00:00,1785089400
2026-08-02T18:10:00+00:00,1785694200
