ambiguous,average_loss_points,average_win_points,expectancy_points,expectancy_r,long,longest_losing_streak,losses,max_drawdown_points,pct_profitable_days,profit_factor,resolved_n,short,timed_exits,trades,trades_per_day,trading_days,win_rate,wins
0,65.0472739820566,41.83725834797891,5.76932929669306,0.07211661620866325,"{""n"": 2297, ""win_rate"": 0.6983021332172399, ""expectancy_points"": 7.043426208097518}",14,1449,1950.25,0.5359937402190923,1.2628390457648788,4294,"{""n"": 1997, ""win_rate"": 0.6214321482223335, ""expectancy_points"": 4.3038307461191785}",662,4294,3.359937402190923,1278,0.6625523986958547,2845
