direction,entry_date,entry_fill,entry_theo,exit_date,exit_fill,exit_theo,extras,hold,hold_days,instrument,lookback,mode,n_roll_nights,overnight_points,points,points_after_cost,rv20,session_points,signal_date,signal_ret,status,vol_weight,weekend_points,year
SHORT,2010-06-15,1222.6000000000001,1222.7,2010-06-15,1235.0,1234.9,{},1,1,GC,5,fixed_hold,0,0.0,-12.399999999999864,-12.439999999999863,,-12.200000000000045,2010-06-14,-0.014904930712213993,ENTERED,,0.0,2010
SHORT,2010-06-16,1234.8000000000002,1234.9,2010-06-16,1233.6,1233.5,{},1,1,GC,5,fixed_hold,0,0.0,1.2000000000002728,1.1600000000002728,,1.400000000000091,2010-06-15,-0.003067732299992021,ENTERED,,0.0,2010
LONG,2010-06-17,1233.6,1233.5,2010-06-17,1246.4,1246.5,{},1,1,GC,5,fixed_hold,0,0.0,12.800000000000182,12.760000000000183,,13.0,2010-06-16,0.0005678131083712845,ENTERED,,0.0,2010
LONG,2010-06-18,1246.6,1246.5,2010-06-18,1258.2,1258.3,{},1,1,GC,5,fixed_hold,0,0.0,11.600000000000136,11.560000000000137,,11.799999999999955,2010-06-17,0.021302744776730886,ENTERED,,0.0,2010
LONG,2010-06-21,1261.1999999999998,1261.1,2010-06-21,1238.5,1238.6,{},1,1,GC,5,fixed_hold,0,0.0,-22.699999999999818,-22.739999999999817,,-22.5,2010-06-18,0.023507401984707688,ENTERED,,0.0,2010
LONG,2010-06-22,1238.6999999999998,1238.6,2010-06-22,1242.0,1242.1,{},1,1,GC,5,fixed_hold,0,0.0,3.300000000000182,3.260000000000182,,3.5,2010-06-21,0.013004007524331174,ENTERED,,0.0,2010
LONG,2010-06-23,1242.0,1241.9,2010-06-23,1238.9,1239.0,{},1,1,GC,5,fixed_hold,0,0.0,-3.099999999999909,-3.139999999999909,,-2.900000000000091,2010-06-22,0.005830431613895515,ENTERED,,0.0,2010
LONG,2010-06-24,1239.0,1238.9,2010-06-24,1245.1000000000001,1245.2,{},1,1,GC,5,fixed_hold,0,0.0,6.100000000000136,6.060000000000136,,6.2999999999999545,2010-06-23,0.0044588569112282705,ENTERED,,0.0,2010
SHORT,2010-06-25,1245.3000000000002,1245.4,2010-06-25,1256.6999999999998,1256.6,{},1,1,GC,5,fixed_hold,0,0.0,-11.399999999999636,-11.439999999999635,,-11.199999999999818,2010-06-24,-0.001042920176494322,ENTERED,,0.0,2010
SHORT,2010-06-28,1256.4,1256.5,2010-06-28,1240.6999999999998,1240.6,{},1,1,GC,5,fixed_hold,0,0.0,15.700000000000273,15.660000000000274,,15.900000000000091,2010-06-25,-0.001351029166335671,ENTERED,,0.0,2010
LONG,2010-06-29,1240.6999999999998,1240.6,2010-06-29,1241.3000000000002,1241.4,{},1,1,GC,5,fixed_hold,0,0.0,0.6000000000003638,0.5600000000003638,0.008623071211722268,0.8000000000001819,2010-06-28,0.0016147263038912563,ENTERED,1.0,0.0,2010
SHORT,2010-06-30,1241.3000000000002,1241.4,2010-06-30,1242.3999999999999,1242.3,{},1,1,GC,5,fixed_hold,0,0.0,-1.0999999999996817,-1.1399999999996817,0.008332225736667006,-0.8999999999998636,2010-06-29,-0.0005635617100073764,ENTERED,1.0,0.0,2010
LONG,2010-07-01,1242.6999999999998,1242.6,2010-07-01,1201.7,1201.8,{},1,1,GC,5,fixed_hold,0,0.0,-40.99999999999977,-41.03999999999977,0.008069339926360287,-40.799999999999955,2010-06-30,0.0026634382566586012,ENTERED,1.0,0.0,2010
SHORT,2010-07-02,1201.3000000000002,1201.4,2010-07-02,1211.8999999999999,1211.8,{},1,1,GC,5,fixed_hold,0,0.0,-10.599999999999682,-10.63999999999968,0.010983148320042874,-10.399999999999864,2010-07-01,-0.03485383874076453,ENTERED,1.0,0.0,2010
SHORT,2010-07-05,1213.0,1213.1,2010-07-05,1210.1,1210.0,{},1,1,GC,5,fixed_hold,0,0.0,2.900000000000091,2.860000000000091,0.010920066124918125,3.099999999999909,2010-07-02,-0.03565175871399007,ENTERED,1.0,0.0,2010
SHORT,2010-07-06,1209.6000000000001,1209.7,2010-07-06,1193.8999999999999,1193.8,{},1,1,GC,5,fixed_hold,0,0.0,15.700000000000273,15.660000000000274,0.010628998384594733,15.900000000000091,2010-07-05,-0.02466548444301142,ENTERED,1.0,0.0,2010
SHORT,2010-07-07,1193.8000000000002,1193.9,2010-07-07,1206.0,1205.9,{},1,1,GC,5,fixed_hold,0,0.0,-12.199999999999818,-12.239999999999817,0.010972588075038056,-12.0,2010-07-06,-0.038343805381021556,ENTERED,1.0,0.0,2010
SHORT,2010-07-08,1205.4,1205.5,2010-07-08,1196.1,1196.0,{},1,1,GC,5,fixed_hold,0,0.0,9.300000000000182,9.260000000000183,0.011261810422215166,9.5,2010-07-07,-0.029300491024712327,ENTERED,1.0,0.0,2010
SHORT,2010-07-09,1195.9,1196.0,2010-07-09,1212.5,1212.4,{},1,1,GC,5,fixed_hold,0,0.0,-16.59999999999991,-16.639999999999908,0.011194729232214677,-16.40000000000009,2010-07-08,-0.004826094192045272,ENTERED,1.0,0.0,2010
LONG,2010-07-12,1212.5,1212.4,2010-07-12,1197.6000000000001,1197.7,{},1,1,GC,5,fixed_hold,0,0.0,-14.899999999999864,-14.939999999999863,0.011530626028380208,-14.700000000000045,2010-07-09,0.0004951312097707383,ENTERED,1.0,0.0,2010
SHORT,2010-07-13,1197.2,1197.3,2010-07-13,1211.5,1211.4,{},1,1,GC,5,fixed_hold,0,0.0,-14.299999999999955,-14.339999999999954,0.011771489562859849,-14.100000000000136,2010-07-12,-0.010165289256198307,ENTERED,1.0,0.0,2010
