accept_1m,accept_5m,accept_two_1m,close_vs_value,continue_away,enter_value,first_exit_side,gap,gap_over_atr,inside_closes,instrument,mae_into,mfe_away,open,open_above_poc,open_below_poc,open_class,overnight_inside_value,poc,poc_in_range,prior_date,reject_1m,return_vah,return_val,tod_first_value_int,touch_poc,trading_date,traverse_full_value,ts_accept_1m,ts_poc,ts_vah,ts_val,vah,val,vol_above_poc,width,width_over_atr,width_over_range,year
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAH,37.0,0.6485133020344288,257,ES,0.0,0.0,3806.5,True,False,OPEN_INSIDE_VALUE,True,3760.75,0.33059548254620125,2021-03-04,False,True,False,1130_1330,True,2021-03-05,False,1614954600,1614956220,1614968520,,3809.75,3722.0,0.747916708446891,87.75,1.5380281690140845,0.7207392197125256,2021
False,False,False,CLOSE_ABOVE_VAH,True,False,,10.75,0.16938660664040517,0,ES,-19.25,30.0,3848.75,True,False,OPEN_ABOVE_VAH,True,3767.0,0.3168724279835391,2021-03-05,False,False,False,0930_1000,False,2021-03-08,False,,,,,3808.5,3737.0,0.6862771440657159,71.5,1.1266178953292065,0.588477366255144,2021
True,True,True,CLOSE_BELOW_VAL,False,True,VAH,41.0,0.6207082995404163,34,ES,0.0,0.0,3860.75,False,True,OPEN_INSIDE_VALUE,True,3871.75,0.888,2021-03-08,False,True,False,0930_1000,True,2021-03-09,False,1615300200,1615301460,1615301880,,3876.25,3845.25,0.12606987908691178,31.0,0.46931603135982697,0.496,2021
True,True,True,CLOSE_BELOW_VAL,False,True,VAH,26.0,0.3883702320618832,167,ES,0.0,0.0,3899.0,True,False,OPEN_INSIDE_VALUE,True,3898.0,0.9293478260869565,2021-03-09,False,True,False,0930_1000,True,2021-03-10,False,1615386600,1615386600,1615386720,,3901.0,3879.0,0.10429637870594248,22.0,0.3286209655908242,0.4782608695652174,2021
False,False,False,CLOSE_INSIDE_VALUE,True,False,,26.75,0.40182403433476394,0,ES,-5.0,34.5,3924.0,True,False,OPEN_ABOVE_VAH,True,3898.5,0.4580152671755725,2021-03-10,False,False,False,0930_1000,False,2021-03-11,False,,,,,3906.25,3895.5,0.6342414485641635,10.75,0.16148068669527899,0.3282442748091603,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,-13.75,-0.204135737009544,62,ES,-20.25,9.0,3922.75,False,True,OPEN_BELOW_VAL,True,3951.5,0.8227848101265823,2021-03-11,False,False,True,1130_1330,False,2021-03-12,False,1615570260,,,1615570260,3956.0,3933.75,0.16381837491352408,22.25,0.33032873806998936,0.5632911392405063,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,,-7.0,-0.10378607360338894,153,ES,-23.0,16.75,3936.0,True,False,OPEN_ABOVE_VAH,True,3925.75,0.39344262295081966,2021-03-12,True,True,True,0930_1000,True,2021-03-15,True,1615815720,1615821960,1615815180,1615822320,3932.0,3918.5,0.5403380036488362,13.5,0.20015885623510724,0.4426229508196721,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,,5.75,0.08909795240730492,3,ES,-20.5,7.5,3963.25,True,False,OPEN_ABOVE_VAH,False,3930.0,0.36363636363636365,2021-03-15,True,True,False,1330_1530,False,2021-03-16,False,1615920120,,1615919220,,3945.0,3926.25,0.66153506379467,18.75,0.2905368013281682,0.40106951871657753,2021
True,True,True,CLOSE_BELOW_VAL,False,True,,-14.25,-0.2316400580551524,65,ES,-36.0,12.5,3937.5,False,True,OPEN_BELOW_VAL,True,3963.75,0.75,2021-03-16,True,True,True,1330_1530,True,2021-03-17,True,1616004600,1616006580,1616006640,1616004060,3968.0,3954.75,0.28262436036824,13.25,0.21538461538461537,0.4732142857142857,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,VAH,-27.75,-0.48668963357344186,308,ES,0.0,0.0,3936.25,True,False,OPEN_INSIDE_VALUE,True,3933.25,0.17010309278350516,2021-03-17,False,True,True,1130_1330,True,2021-03-18,True,1616074200,1616075400,1616084040,1616092440,3958.25,3926.25,0.7768177185207592,32.0,0.5612276855621672,0.6597938144329897,2021
False,False,False,CLOSE_BELOW_VAL,True,False,,-3.75,-0.06704980842911877,0,ES,-17.25,27.25,3902.25,False,True,OPEN_BELOW_VAL,False,3942.5,0.721030042918455,2021-03-18,False,False,False,0930_1000,False,2021-03-19,False,,,,,3958.75,3924.25,0.32492466019409244,34.5,0.6168582375478927,0.592274678111588,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAH,6.0,0.1085972850678733,38,ES,0.0,0.0,3904.0,False,True,OPEN_INSIDE_VALUE,True,3910.75,0.8033707865168539,2021-03-19,False,True,False,0930_1000,True,2021-03-22,False,1616419800,1616420340,1616421120,,3917.25,3893.5,0.2500325770867978,23.75,0.4298642533936652,0.5337078651685393,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAL,-6.75,-0.12169993560849968,322,ES,0.0,0.0,3922.75,False,True,OPEN_INSIDE_VALUE,True,3929.5,0.6341463414634146,2021-03-22,False,False,True,1000_1130,True,2021-03-23,False,1616506200,1616508120,,1616510460,3939.5,3917.0,0.43129898725515947,22.5,0.40566645202833224,0.5487804878048781,2021
True,True,True,CLOSE_BELOW_VAL,False,True,VAL,15.25,0.2774528914879792,241,ES,0.0,0.0,3914.25,False,True,OPEN_INSIDE_VALUE,True,3923.5,0.6875,2021-03-23,False,False,True,0930_1000,True,2021-03-24,False,1616592600,1616593500,,1616593860,3938.25,3912.5,0.48422839667234674,25.75,0.46848602988953864,0.5364583333333334,2021
True,False,True,CLOSE_BELOW_VAL,False,True,,-15.0,-0.2998928953945019,4,ES,-45.5,20.75,3864.0,False,True,OPEN_BELOW_VAL,False,3917.25,0.7285714285714285,2021-03-24,True,False,True,1330_1530,False,2021-03-25,False,1616701800,,,1616701200,3927.75,3906.25,0.3551008568517275,21.5,0.4298464833987861,0.4095238095238095,2021
False,False,False,CLOSE_ABOVE_VAH,True,False,,12.75,0.27674418604651163,0,ES,-6.75,34.0,3913.5,True,False,OPEN_ABOVE_VAH,False,3865.0,0.3283018867924528,2021-03-25,False,False,False,0930_1000,False,2021-03-26,False,,,,,3887.25,3854.5,0.690899747556638,32.75,0.7108527131782946,0.49433962264150944,2021
False,False,False,CLOSE_ABOVE_VAH,True,False,,-15.25,-0.33165048543689324,0,ES,-16.0,23.5,3947.75,True,False,OPEN_ABOVE_VAH,True,3921.5,0.24081632653061225,2021-03-26,False,False,False,0930_1000,False,2021-03-29,False,,,,,3929.0,3910.0,0.5222811639603698,19.0,0.41320388349514564,0.31020408163265306,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAL,-14.0,-0.30757159670459,322,ES,0.0,0.0,3947.75,False,True,OPEN_INSIDE_VALUE,True,3959.75,0.7088607594936709,2021-03-29,False,False,True,0930_1000,False,2021-03-30,False,1617111000,,,1617111720,3969.5,3942.75,0.2822747135982716,26.75,0.587681443703413,0.6772151898734177,2021
False,False,False,CLOSE_ABOVE_VAH,True,False,,5.0,0.11128775834658187,0,ES,-0.5,26.75,3957.0,True,False,OPEN_ABOVE_VAH,True,3945.5,0.47959183673469385,2021-03-30,False,False,False,0930_1000,False,2021-03-31,False,,,,,3950.0,3941.0,0.502212928241391,9.0,0.20031796502384736,0.3673469387755102,2021
False,False,False,CLOSE_INSIDE_VALUE,True,False,,19.25,0.4369679773003648,0,ES,-3.0,18.75,3988.0,True,False,OPEN_ABOVE_VAH,True,3971.25,0.5412844036697247,2021-03-31,False,False,False,0930_1000,False,2021-04-01,False,,,,,3977.25,3964.0,0.532966930497228,13.25,0.30077016619375757,0.48623853211009177,2021
False,False,False,CLOSE_ABOVE_VAH,True,False,,28.75,0.657411188240098,0,ES,-0.75,35.5,4038.25,True,False,OPEN_ABOVE_VAH,False,4001.0,0.6153846153846154,2021-04-01,False,False,False,0930_1000,False,2021-04-05,False,,,,,4005.0,3991.0,0.2896810107015835,14.0,0.32013066557778685,0.5384615384615384,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAL,-5.5,-0.1279601163273785,318,ES,0.0,0.0,4061.5,False,True,OPEN_INSIDE_VALUE,True,4067.75,0.8344827586206897,2021-04-05,False,True,True,1000_1130,True,2021-04-06,True,1617715800,1617716760,1617717660,1617716160,4073.25,4059.0,0.2674018920683328,14.25,0.33153302866638973,0.3931034482758621,2021
True,True,True,CLOSE_BELOW_VAL,False,True,,-1.25,-0.029585798816568046,280,ES,-10.25,5.0,4063.25,False,True,OPEN_BELOW_VAL,True,4071.25,0.7323943661971831,2021-04-06,False,False,True,0930_1000,True,2021-04-07,False,1617802260,1617805680,,1617802260,4075.75,4065.25,0.3127377702242045,10.5,0.2485207100591716,0.5915492957746479,2021
False,False,False,CLOSE_INSIDE_VALUE,True,False,,13.25,0.3322884012539185,0,ES,-9.75,6.75,4082.75,True,False,OPEN_ABOVE_VAH,True,4067.5,0.6065573770491803,2021-04-07,False,False,False,0930_1000,False,2021-04-08,False,,,,,4071.5,4064.25,0.43741896333590735,7.25,0.18181818181818182,0.47540983606557374,2021
True,False,True,CLOSE_ABOVE_VAH,False,True,VAH,-1.5,-0.04061895551257253,2,ES,0.0,0.0,4087.75,True,False,OPEN_INSIDE_VALUE,True,4086.75,0.8088235294117647,2021-04-08,False,True,False,0930_1000,True,2021-04-09,False,1617975000,1617975000,1617975000,,4088.25,4079.5,0.15808355918127956,8.75,0.2369439071566731,0.5147058823529411,2021
False,False,False,CLOSE_ABOVE_VAH,True,False,,-6.5,-0.1793987185805816,0,ES,-6.75,11.0,4112.75,True,False,OPEN_ABOVE_VAH,False,4091.75,0.14388489208633093,2021-04-09,False,False,False,0930_1000,False,2021-04-12,False,,,,,4103.25,4087.25,0.8147965426677375,16.0,0.4415968457368162,0.460431654676259,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,,-1.25,-0.036157024793388434,9,ES,-4.25,20.0,4119.75,True,False,OPEN_ABOVE_VAH,True,4114.0,0.4507042253521127,2021-04-12,True,True,False,0930_1000,False,2021-04-13,False,1618321260,,1618320780,,4118.0,4110.0,0.5345706782769201,8.0,0.23140495867768596,0.4507042253521127,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,,-0.25,-0.0076045627376425855,115,ES,-19.25,11.75,4132.25,True,False,OPEN_ABOVE_VAH,True,4123.75,0.3402061855670103,2021-04-13,False,True,True,0930_1000,True,2021-04-14,True,1618407000,1618423140,1618407000,1618426800,4131.5,4115.5,0.5856286598878594,16.0,0.4866920152091255,0.6597938144329897,2021
True,False,False,CLOSE_BELOW_VAL,False,True,VAH,21.75,0.694017094017094,3,ES,0.0,0.0,4141.75,True,False,OPEN_INSIDE_VALUE,True,4137.25,0.782258064516129,2021-04-14,False,True,False,0930_1000,False,2021-04-15,False,1618495020,,1618493400,,4142.5,4122.0,0.25994427143779175,20.5,0.6541310541310541,0.6612903225806451,2021
True,False,True,CLOSE_INSIDE_VALUE,False,True,,14.0,0.4927718416090509,2,ES,-15.5,6.25,4177.25,True,False,OPEN_ABOVE_VAH,True,4158.75,0.693069306930693,2021-04-15,True,True,False,0930_1000,False,2021-04-16,False,1618581600,,1618581300,,4164.0,4150.5,0.2825103669455874,13.5,0.47517284726587056,0.5346534653465347,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,,-10.5,-0.41032798325191905,31,ES,-4.75,25.0,4166.75,False,True,OPEN_BELOW_VAL,True,4172.25,0.4827586206896552,2021-04-16,False,False,True,0930_1000,False,2021-04-19,False,1618839000,,,1618839000,4177.0,4168.0,0.5002026947173435,9.0,0.35170969993021634,0.41379310344827586,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,-14.0,-0.5624103299856528,23,ES,-7.75,32.75,4143.25,False,True,OPEN_BELOW_VAL,True,4152.75,0.3697478991596639,2021-04-19,True,False,True,0930_1000,False,2021-04-20,False,1618925820,,,1618925760,4158.0,4147.0,0.5638219078091974,11.0,0.4418938307030129,0.3697478991596639,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAH,-7.25,-0.2784636488340192,23,ES,0.0,0.0,4119.25,False,True,OPEN_INSIDE_VALUE,True,4123.25,0.3148148148148148,2021-04-20,False,True,False,0930_1000,True,2021-04-21,False,1619011800,1619012580,1619012880,,4133.0,4112.5,0.6003370538474266,20.5,0.7873799725651578,0.5061728395061729,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,,-1.5,-0.05429864253393665,148,ES,-48.0,8.5,4163.25,True,False,OPEN_ABOVE_VAH,True,4152.75,0.7070707070707071,2021-04-21,False,True,True,0930_1000,True,2021-04-22,True,1619098260,1619098800,1619098260,1619113740,4159.0,4130.75,0.30705161059825375,28.25,1.0226244343891402,0.5707070707070707,2021
True,True,True,CLOSE_BELOW_VAL,False,True,VAH,5.5,0.18454164170161774,163,ES,0.0,0.0,4132.75,False,True,OPEN_INSIDE_VALUE,True,4164.75,0.8761061946902655,2021-04-22,False,True,False,1130_1330,True,2021-04-23,False,1619184600,1619190900,1619192880,,4168.5,4130.75,0.1001059221649964,37.75,1.2666267225883763,0.668141592920354,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,7.5,0.2408256880733945,385,ES,0.0,0.0,4178.25,True,False,OPEN_INSIDE_VALUE,True,4174.5,0.7772727272727272,2021-04-23,False,False,False,0930_1000,True,2021-04-26,False,1619443800,1619465400,,,4186.75,4157.25,0.2621506258057464,29.5,0.9472477064220184,0.5363636363636364,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAH,2.75,0.08932714617169374,185,ES,0.0,0.0,4183.0,True,False,OPEN_INSIDE_VALUE,True,4181.75,0.6666666666666666,2021-04-26,False,True,True,0930_1000,True,2021-04-27,True,1619530200,1619530200,1619530200,1619530620,4183.0,4177.5,0.3285130997270513,5.5,0.17865429234338748,0.43137254901960786,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,3.0,0.09671848013816926,118,ES,-9.25,11.75,4182.0,True,False,OPEN_ABOVE_VAH,True,4176.0,0.5,2021-04-27,False,True,False,0930_1000,True,2021-04-28,False,1619616720,1619625240,1619616720,,4180.25,4171.75,0.5601670625657152,8.5,0.2740356937248129,0.4594594594594595,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,29.25,0.9343981745579008,75,ES,-39.25,3.75,4207.25,True,False,OPEN_ABOVE_VAH,True,4181.5,0.4166666666666667,2021-04-28,False,True,True,1000_1130,True,2021-04-29,True,1619706960,1619707020,1619706960,1619712000,4185.25,4176.75,0.5164133210630839,8.5,0.2715345122646891,0.40476190476190477,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,-23.75,-0.7446808510638298,30,ES,-9.25,12.75,4180.0,False,True,OPEN_BELOW_VAL,True,4204.0,0.8372093023255814,2021-04-29,False,False,True,0930_1000,False,2021-04-30,False,1619790420,,,1619790420,4208.5,4185.5,0.14983003725449492,23.0,0.7211646136618142,0.5348837209302325,2021
False,False,False,CLOSE_INSIDE_VALUE,True,False,,21.0,0.6522462562396008,0,ES,-15.0,4.25,4198.25,True,False,OPEN_ABOVE_VAH,True,4178.0,0.48863636363636365,2021-04-30,False,False,False,0930_1000,False,2021-05-03,False,,,,,4181.5,4172.0,0.41091150178544367,9.5,0.29506378258458127,0.4318181818181818,2021
False,False,False,CLOSE_BELOW_VAL,True,False,,-21.5,-0.671875,0,ES,-5.5,44.25,4164.75,False,True,OPEN_BELOW_VAL,True,4189.5,0.3953488372093023,2021-05-03,False,False,False,0930_1000,False,2021-05-04,False,,,,,4197.0,4186.5,0.6362000167636621,10.5,0.328125,0.4883720930232558,2021
False,False,False,CLOSE_ABOVE_VAH,True,False,,17.0,0.5099089448312801,0,ES,-24.75,2.25,4177.75,True,False,OPEN_ABOVE_VAH,False,4141.5,0.4221105527638191,2021-05-04,False,False,False,0930_1000,False,2021-05-05,False,,,,,4149.0,4130.25,0.49564348946821546,18.75,0.5623995715050883,0.3768844221105528,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAL,1.25,0.03735325506937033,236,ES,0.0,0.0,4162.25,False,True,OPEN_INSIDE_VALUE,True,4170.25,0.6388888888888888,2021-05-05,False,True,True,1130_1330,True,2021-05-06,True,1620307800,1620315240,1620315780,1620307800,4175.5,4160.5,0.38078756042968287,15.0,0.44823906083244397,0.5555555555555556,2021
False,False,False,CLOSE_ABOVE_VAH,True,False,,8.5,0.23705179282868527,0,ES,-7.5,29.25,4203.0,True,False,OPEN_ABOVE_VAH,False,4171.0,0.5520361990950227,2021-05-06,False,False,False,0930_1000,False,2021-05-07,False,,,,,4177.25,4151.5,0.32842809191611566,25.75,0.7181274900398407,0.4660633484162896,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAH,4.0,0.1100196463654224,210,ES,0.0,0.0,4228.5,True,False,OPEN_INSIDE_VALUE,True,4227.25,0.8639455782312925,2021-05-07,False,True,True,0930_1000,True,2021-05-10,True,1620653400,1620653400,1620653400,1620657000,4230.25,4220.25,0.24222796126071597,10.0,0.275049115913556,0.272108843537415,2021
False,False,False,CLOSE_BELOW_VAL,True,False,,-49.5,-1.3384838242394979,0,ES,-22.0,30.5,4134.25,False,True,OPEN_BELOW_VAL,False,4221.75,0.8121827411167513,2021-05-10,False,False,False,0930_1000,False,2021-05-11,False,,,,,4231.0,4200.0,0.3344883420963193,31.0,0.8382423949782715,0.6294416243654822,2021
False,False,False,CLOSE_INSIDE_VALUE,True,False,,-30.5,-0.8199711953912626,0,ES,-13.25,64.75,4115.75,False,True,OPEN_BELOW_VAL,True,4142.5,0.7380952380952381,2021-05-11,False,False,False,0930_1000,False,2021-05-12,False,,,,,4149.75,4129.75,0.30129713612742554,20.0,0.5376860297647624,0.38095238095238093,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAH,16.0,0.41309359151682806,80,ES,0.0,0.0,4073.75,False,True,OPEN_INSIDE_VALUE,True,4076.0,0.32051282051282054,2021-05-12,False,True,False,0930_1000,True,2021-05-13,False,1620912600,1620912600,1620914040,,4099.75,4051.5,0.6504275785400379,48.25,1.2457353619179345,0.6185897435897436,2021
False,False,False,CLOSE_INSIDE_VALUE,True,False,,29.5,0.7637540453074434,0,ES,-0.25,43.25,4135.0,True,False,OPEN_ABOVE_VAH,True,4109.75,0.6822429906542056,2021-05-13,False,False,False,0930_1000,False,2021-05-14,False,,,,,4119.75,4097.75,0.4149095400892231,22.0,0.56957928802589,0.411214953271028,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAL,-12.25,-0.300087489063867,140,ES,0.0,0.0,4156.75,False,True,OPEN_INSIDE_VALUE,True,4172.75,0.8735632183908046,2021-05-14,False,False,True,0930_1000,False,2021-05-17,False,1621258200,,,1621259460,4177.75,4151.25,0.14672770417898326,26.5,0.6491688538932634,0.6091954022988506,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,,2.5,0.05998286203941731,201,ES,-33.75,2.5,4161.0,True,False,OPEN_ABOVE_VAH,True,4148.0,0.3770491803278688,2021-05-17,False,True,True,0930_1000,True,2021-05-18,True,1621344780,1621346580,1621344780,1621362840,4155.75,4142.75,0.6444578013483621,13.0,0.31191088260497,0.4262295081967213,2021
False,False,False,CLOSE_BELOW_VAL,True,False,,-51.25,-1.1849710982658959,0,ES,-36.25,16.25,4071.75,False,True,OPEN_BELOW_VAL,False,4154.75,0.7965116279069767,2021-05-18,False,False,False,0930_1000,False,2021-05-19,False,,,,,4162.5,4145.0,0.39892555673948193,17.5,0.4046242774566474,0.4069767441860465,2021
False,False,False,CLOSE_ABOVE_VAH,True,False,,9.25,0.20887096774193548,0,ES,-1.5,48.5,4120.75,True,False,OPEN_ABOVE_VAH,True,4070.0,0.25217391304347825,2021-05-19,False,False,False,0930_1000,False,2021-05-20,False,,,,,4093.75,4059.0,0.7525284213860399,34.75,0.7846774193548387,0.6043478260869565,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,16.0,0.345679012345679,245,ES,-24.5,13.5,4171.5,True,False,OPEN_ABOVE_VAH,True,4155.75,0.73,2021-05-20,True,True,False,1000_1130,True,2021-05-21,False,1621610940,1621613340,1621608300,,4166.25,4142.25,0.34116015876867195,24.0,0.5185185185185185,0.48,2021
False,False,False,CLOSE_INSIDE_VALUE,True,False,,23.75,0.5003762227238525,0,ES,-2.75,30.0,4176.25,True,False,OPEN_ABOVE_VAH,True,4157.5,0.27631578947368424,2021-05-21,False,False,False,0930_1000,False,2021-05-24,False,,,,,4172.25,4150.0,0.7155198022072661,22.25,0.46877351392024075,0.5855263157894737,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,11.75,0.25405405405405407,169,ES,-27.0,3.75,4206.25,True,False,OPEN_ABOVE_VAH,True,4195.5,0.6717557251908397,2021-05-24,True,True,True,0930_1000,True,2021-05-25,True,1621950240,1621950780,1621949400,1621955040,4204.5,4192.25,0.5009638933805027,12.25,0.2648648648648649,0.37404580152671757,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAL,5.75,0.1236084452975048,362,ES,0.0,0.0,4191.5,False,True,OPEN_INSIDE_VALUE,True,4196.75,0.5691056910569106,2021-05-25,False,True,True,1130_1330,True,2021-05-26,True,1622035800,1622041740,1622048700,1622036760,4198.25,4185.25,0.22724979146544141,13.0,0.27946257197696733,0.42276422764227645,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,10.75,0.24491456468673717,4,ES,-10.25,5.5,4204.5,True,False,OPEN_ABOVE_VAH,True,4190.75,0.5540540540540541,2021-05-26,True,True,False,1330_1530,False,2021-05-27,False,1622142360,,1622139480,,4195.25,4189.25,0.6179239209713092,6.0,0.13669650122050447,0.32432432432432434,2021
True,True,True,CLOSE_BELOW_VAL,False,True,,17.5,0.41280539174389214,21,ES,-10.0,3.0,4212.5,True,False,OPEN_ABOVE_VAH,True,4203.5,0.5873015873015873,2021-05-27,True,True,False,0930_1000,True,2021-05-28,False,1622209860,1622211900,1622209800,,4206.75,4198.25,0.4059631429765971,8.5,0.20050547598989046,0.5396825396825397,2021
True,True,True,CLOSE_BELOW_VAL,False,True,,25.25,0.632662192393736,30,ES,-33.75,1.25,4228.75,True,False,OPEN_ABOVE_VAH,True,4210.0,0.6206896551724138,2021-05-28,True,True,True,1000_1130,True,2021-06-01,True,1622556720,1622556780,1622556660,1622556900,4212.5,4206.5,0.33571811844274496,6.0,0.15033557046979867,0.41379310344827586,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAH,7.25,0.18752886836027713,246,ES,0.0,0.0,4206.5,True,False,OPEN_INSIDE_VALUE,True,4205.25,0.29285714285714287,2021-06-01,False,True,True,0930_1000,True,2021-06-02,True,1622640600,1622640600,1622641620,1622657580,4207.5,4196.25,0.3926017509317481,11.25,0.2909930715935335,0.32142857142857145,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,-25.25,-0.7322630761263594,42,ES,-21.5,15.75,4181.0,False,True,OPEN_BELOW_VAL,True,4201.0,0.28205128205128205,2021-06-02,True,False,True,1000_1130,True,2021-06-03,False,1622732580,1622732700,,1622732520,4208.5,4199.0,0.74172234190835,9.5,0.2755049197307095,0.48717948717948717,2021
False,False,False,CLOSE_INSIDE_VALUE,True,False,,19.5,0.5852090032154341,0,ES,-1.0,21.75,4210.25,True,False,OPEN_ABOVE_VAH,True,4196.5,0.8389261744966443,2021-06-03,False,False,False,0930_1000,False,2021-06-04,False,,,,,4202.5,4181.25,0.21841680430544452,21.25,0.6377277599142551,0.5704697986577181,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAL,0.25,0.007851934941110488,305,ES,0.0,0.0,4228.5,True,False,OPEN_INSIDE_VALUE,True,4227.5,0.8021978021978022,2021-06-04,False,False,True,1000_1130,True,2021-06-07,False,1623072600,1623072660,,1623075540,4232.0,4217.75,0.19497038697479738,14.25,0.4475602916432978,0.6263736263736264,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,,8.75,0.28405797101449276,88,ES,-28.25,1.0,4234.0,True,False,OPEN_ABOVE_VAH,True,4218.5,0.25,2021-06-07,False,True,True,0930_1000,True,2021-06-08,True,1623160320,1623160860,1623160320,1623165480,4223.25,4215.75,0.6926141255279725,7.5,0.24347826086956523,0.46875,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,9.0,0.3017964071856287,311,ES,-16.25,0.5,4234.5,True,False,OPEN_ABOVE_VAH,True,4227.0,0.7264957264957265,2021-06-08,True,True,True,0930_1000,True,2021-06-09,True,1623245640,1623246600,1623245520,1623266820,4231.5,4221.5,0.33913941935301334,10.0,0.33532934131736525,0.3418803418803419,2021
True,True,True,CLOSE_BELOW_VAL,False,True,VAH,13.25,0.49074074074074076,28,ES,0.0,0.0,4232.5,True,False,OPEN_INSIDE_VALUE,True,4230.25,0.7361111111111112,2021-06-09,False,True,True,0930_1000,True,2021-06-10,True,1623336180,1623336300,1623331800,1623336540,4233.25,4227.0,0.37293768388622944,6.25,0.23148148148148148,0.3472222222222222,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,,6.25,0.24390243902439024,357,ES,-14.0,2.0,4244.75,True,False,OPEN_ABOVE_VAH,True,4240.5,0.7235772357723578,2021-06-10,False,True,True,0930_1000,True,2021-06-11,True,1623418200,1623419820,1623418200,1623429300,4243.5,4232.0,0.31462560857354765,11.5,0.44878048780487806,0.37398373983739835,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,VAL,-7.75,-0.32219747587230885,13,ES,0.0,0.0,4237.75,False,True,OPEN_INSIDE_VALUE,True,4238.25,0.46875,2021-06-11,False,False,True,0930_1000,True,2021-06-14,False,1623677400,1623700320,,1623677460,4244.0,4235.0,0.5530500414521102,9.0,0.3741648106904232,0.5625,2021
True,True,True,CLOSE_ABOVE_VAH,False,True,,0.5,0.021406727828746176,32,ES,-19.5,0.5,4247.75,True,False,OPEN_ABOVE_VAH,False,4228.5,0.17391304347826086,2021-06-14,True,True,False,1000_1130,True,2021-06-15,False,1623771000,1623771540,1623769320,,4232.5,4225.75,0.6009435973637639,6.75,0.2889908256880734,0.29347826086956524,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAH,1.75,0.0774703557312253,156,ES,0.0,0.0,4239.25,True,False,OPEN_INSIDE_VALUE,True,4234.25,0.3,2021-06-15,False,True,True,0930_1000,True,2021-06-16,True,1623850260,1623851340,1623850200,1623854460,4240.0,4233.25,0.7797614501706728,6.75,0.29881422924901185,0.3375,2021
True,True,True,CLOSE_INSIDE_VALUE,False,True,VAL,-5.0,-0.2005730659025788,306,ES,0.0,0.0,4208.75,False,True,OPEN_INSIDE_VALUE,True,4235.5,0.8829268292682927,2021-06-16,False,False,True,1000_1130,False,2021-06-17,False,1623936600,,,1623938760,4241.5,4207.5,0.11507554034968163,34.0,1.363896848137536,0.6634146341463415,2021
False,False,False,CLOSE_INSIDE_VALUE,True,False,,-36.75,-1.388663967611336,0,ES,-8.0,14.75,4175.75,False,True,OPEN_BELOW_VAL,True,4211.0,0.6845637583892618,2021-06-17,False,False,False,0930_1000,False,2021-06-18,False,,,,,4220.75,4208.5,0.5658109433949912,12.25,0.46288798920377866,0.3288590604026846,2021
True,True,True,CLOSE_BELOW_VAL,False,True,VAH,18.75,0.6765463917525772,21,ES,0.0,0.0,4173.5,True,False,OPEN_INSIDE_VALUE,True,4172.25,0.640625,2021-06-18,False,True,True,0930_1000,True,2021-06-21,True,1624282200,1624282200,1624282200,1624282440,4177.25,4166.0,0.3949457171364442,11.25,0.4059278350515464,0.3515625,2021
