avg_hold_sec,avg_mae,avg_mfe,avg_stop_points,expectancy_points,expectancy_r,max_consec_losses,max_dd_points,median_stop_points,n_ambiguous,n_days,n_entered,n_resolved,n_short,overlay,p95_stop_points,p_reach_0_5r,p_reach_1_5r,p_reach_1r,p_reach_2r,p_reach_3r,profit_factor,total_points,tstat,use_cost,win_rate,worst_day_points
23040,24.633031674208144,21.257466063348417,,0.29366515837104074,,10,900.0,,0,1105,1105,1105,0,ideal_0tick,,0.0,0.0,0.0,0.0,0.0,1.025115613087982,324.5,0.301898101449646,False,0.5447963800904977,-201.5
23040,24.883031674208144,21.007466063348417,,-0.28633484162895845,,10,1061.8199999999993,,0,1105,1105,1105,0,primary_1tick,,0.0,0.0,0.0,0.0,0.0,0.9760571118096557,-316.39999999999907,-0.2943622782701625,True,0.5330316742081448,-202.08
23040,25.133031674208144,20.757466063348417,,-0.7863348416289584,,10,1201.3199999999997,,0,1105,1105,1105,0,stress_2tick,,0.0,0.0,0.0,0.0,0.0,0.9355171945489803,-868.8999999999991,-0.808379846994136,True,0.5230769230769231,-202.58
979.2545454545455,5.382727272727273,4.788181818181818,6.548190045248869,-0.37795454545454543,-0.05050853361198189,10,572.0,5.5,5,1100,1105,1100,0,pb_ideal_0tick,14.0,0.6588235294117647,0.04253393665158371,0.4760180995475113,0.013574660633484163,0.0018099547511312218,0.8908792650918635,-415.75,-1.6469433726727756,False,0.47454545454545455,-39.0
1055.3454545454545,5.538181818181818,4.9825,6.798190045248869,-0.7897727272727273,-0.12608029878547322,10,933.8800000000058,5.75,5,1100,1105,1100,0,pb_primary_1tick,14.25,0.6524886877828054,0.04343891402714932,0.4579185520361991,0.009954751131221719,0.0009049773755656109,0.7920596091797754,-868.75,-3.35667044140133,True,0.4445454545454545,-39.33
1133.5753176043556,5.633620689655173,5.191923774954628,7.048190045248869,-1.0380308529945554,-0.1704104024498883,11,1152.2600000000145,6.0,3,1102,1105,1102,0,pb_stress_2tick,14.5,0.644343891402715,0.048868778280542986,0.4461538461538462,0.01085972850678733,0.0009049773755656109,0.7433429961229179,-1143.91,-4.313231818182173,True,0.4219600725952813,-39.58
