candidate,direction,entry_fill,entry_theo,entry_ts,exit_px,exit_ts,extras,hold_sec,instrument,mae_points,mfe_points,open_class,outcome,poc,points,points_after_cost,r_after_cost,r_multiple,risk_points,signal_hhmm,status,stop,target,target_name,trading_date,vah,val,year
VP_INSIDE_ROTATE_POC,LONG,8861.5,8861.25,1578493800,8858.5,1578493800,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",0,NQ,12.0,2.0,OPEN_INSIDE_VALUE,STOP_HIT,8870.75,-3.0,-3.2,-1.0666666666666667,-1.0,3.0,09:30,ENTERED,8858.5,8870.75,POC,2020-01-08,8880.75,8858.75,2020
VP_INSIDE_ROTATE_POC,SHORT,9017.25,9017.5,1578925800,9014.25,1578926100,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",300,NQ,11.5,3.5,OPEN_INSIDE_VALUE,TARGET_HIT,9014.25,3.0,2.8,0.12307692307692307,0.13186813186813187,22.75,09:30,ENTERED,9040.0,9014.25,POC,2020-01-13,9039.75,8998.75,2020
VP_INSIDE_ROTATE_POC,LONG,9054.25,9054.0,1579098600,9064.25,1579098780,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",180,NQ,2.75,21.75,OPEN_INSIDE_VALUE,TARGET_HIT,9064.25,10.0,9.8,1.12,1.1428571428571428,8.75,09:30,ENTERED,9045.5,9064.25,POC,2020-01-15,9072.5,9045.75,2020
VP_INSIDE_ROTATE_POC,SHORT,9041.25,9041.5,1580740200,9073.25,1580740500,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",300,NQ,45.25,5.75,OPEN_INSIDE_VALUE,STOP_HIT,9029.5,-32.0,-32.2,-1.00625,-1.0,32.0,09:30,ENTERED,9073.25,9029.5,POC,2020-02-03,9073.0,8988.0,2020
VP_INSIDE_ROTATE_POC,LONG,9411.5,9411.25,1581085800,9405.0,1581085800,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",0,NQ,13.25,1.5,OPEN_INSIDE_VALUE,STOP_HIT,9438.5,-6.5,-6.7,-1.0307692307692309,-1.0,6.5,09:30,ENTERED,9405.0,9438.5,POC,2020-02-07,9453.0,9405.25,2020
VP_INSIDE_ROTATE_POC,SHORT,9580.25,9580.5,1581517800,9568.0,1581519120,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",1320,NQ,23.5,18.25,OPEN_INSIDE_VALUE,TARGET_HIT,9568.0,12.25,12.05,0.47722772277227726,0.48514851485148514,25.25,09:30,ENTERED,9605.5,9568.0,POC,2020-02-12,9605.25,9544.0,2020
VP_INSIDE_ROTATE_POC,SHORT,9618.5,9618.75,1581690600,9615.5,1581690660,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",60,NQ,7.25,5.5,OPEN_INSIDE_VALUE,TARGET_HIT,9615.5,3.0,2.8,0.11199999999999999,0.12,25.0,09:30,ENTERED,9643.5,9615.5,POC,2020-02-14,9643.25,9586.0,2020
VP_INSIDE_ROTATE_POC,LONG,9590.25,9590.0,1582295400,9585.0,1582295640,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",240,NQ,16.25,14.75,OPEN_INSIDE_VALUE,STOP_HIT,9714.75,-5.25,-5.45,-1.0380952380952382,-1.0,5.25,09:30,ENTERED,9585.0,9714.75,POC,2020-02-21,9726.0,9585.25,2020
VP_INSIDE_ROTATE_POC,SHORT,8163.5,8163.75,1583933400,8205.0,1583933640,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",240,NQ,53.0,16.75,OPEN_INSIDE_VALUE,STOP_HIT,8116.75,-41.5,-41.7,-1.0048192771084339,-1.0,41.5,09:30,ENTERED,8205.0,8116.75,POC,2020-03-11,8204.75,8017.0,2020
VP_INSIDE_ROTATE_POC,SHORT,7428.75,7429.0,1584711000,,1584711000,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",,NQ,12.25,53.5,OPEN_INSIDE_VALUE,AMBIGUOUS,7395.75,,,,,3.75,09:30,ENTERED,7432.5,7395.75,POC,2020-03-20,7432.25,7256.5,2020
VP_INSIDE_ROTATE_POC,LONG,7655.0,7654.75,1585315800,7650.0,1585315800,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",0,NQ,18.5,19.25,OPEN_INSIDE_VALUE,STOP_HIT,7743.5,-5.0,-5.2,-1.04,-1.0,5.0,09:30,ENTERED,7650.0,7743.5,POC,2020-03-27,7764.75,7650.25,2020
VP_INSIDE_ROTATE_POC,SHORT,7660.25,7660.5,1585575000,7691.5,1585575060,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",60,NQ,36.5,10.5,OPEN_INSIDE_VALUE,STOP_HIT,7618.75,-31.25,-31.45,-1.0064,-1.0,31.25,09:30,ENTERED,7691.5,7618.75,POC,2020-03-30,7691.25,7590.0,2020
VP_INSIDE_ROTATE_POC,SHORT,7844.5,7844.75,1585661400,7868.5,1585662180,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",780,NQ,30.0,25.75,OPEN_INSIDE_VALUE,STOP_HIT,7811.5,-24.0,-24.2,-1.0083333333333333,-1.0,24.0,09:30,ENTERED,7868.5,7811.5,POC,2020-03-31,7868.25,7782.25,2020
