avg_risk_usd_nq,avg_stop_points,cost_adjusted,expectancy_points,expectancy_r,expiry_sec,long,max_consec_losses,max_dd_points,max_trades_one_day,median_r,n_ambiguous,n_days,n_entered,n_expired,n_resolved,n_setups,n_stop,n_target,n_time,p90_stop_points,p95_stop_points,profit_factor,short,win_rate,worst_day_points
293.2,14.66,True,0.18732394366197191,-0.03328965305462473,60,"{""n"": 29, ""win_rate"": 0.3793103448275862, ""expectancy_points"": -1.2129310344827584, ""expectancy_r"": -0.06896307960340727}",6,146.475,1,-1.0084210526315789,4,71,75,34,71,114,43,28,0,26.5,33.0,1.0207942464040025,"{""n"": 42, ""win_rate"": 0.40476190476190477, ""expectancy_points"": 1.1541666666666668, ""expectancy_r"": -0.008658001389989173}",0.39436619718309857,-39.2
305.68965517241384,15.28448275862069,True,-0.4590361445783132,-0.05435887699133633,180,"{""n"": 34, ""win_rate"": 0.35294117647058826, ""expectancy_points"": -2.692647058823529, ""expectancy_r"": -0.13454661935745527}",6,178.35000000000002,1,-1.0084210526315789,4,83,87,22,83,114,51,32,0,26.5,33.0,0.9523124100381751,"{""n"": 49, ""win_rate"": 0.40816326530612246, ""expectancy_points"": 1.0908163265306121, ""expectancy_r"": 0.001281597303521697}",0.3855421686746988,-39.2
305.8888888888889,15.294444444444444,True,-0.9936046511627906,-0.08800086798084744,300,"{""n"": 35, ""win_rate"": 0.34285714285714286, ""expectancy_points"": -3.4499999999999997, ""expectancy_r"": -0.1594709031393605}",6,206.55000000000007,1,-1.0084210526315789,4,86,90,19,86,114,54,32,0,26.5,33.0,0.8990310764504313,"{""n"": 51, ""win_rate"": 0.39215686274509803, ""expectancy_points"": 0.692156862745098, ""expectancy_r"": -0.03895280463676986}",0.37209302325581395,-39.2
308.65591397849465,15.432795698924732,True,0.023314606741573075,-0.03490506374541448,600,"{""n"": 36, ""win_rate"": 0.3611111111111111, ""expectancy_points"": -1.984722222222222, ""expectancy_r"": -0.1135428393316173}",6,168.20000000000005,1,-1.0082474226804123,4,89,93,16,89,114,54,35,0,29.0,33.0,1.0024518492260428,"{""n"": 53, ""win_rate"": 0.41509433962264153, ""expectancy_points"": 1.3872641509433963, ""expectancy_r"": 0.01850927438861008}",0.39325842696629215,-39.2
