breakout_close,breakouts,retest_close,retests_g5_triggered
"{""resolved_n"": 62, ""stop_rate"": 0.5, ""r2_rate"": 0.3064516129032258, ""e2r"": 0.11290322580645162}",74,"{""resolved_n"": 0, ""stop_rate"": null, ""r2_rate"": null, ""e2r"": null}",34
