candidate,direction,entry_fill,entry_theo,entry_ts,exit_px,exit_ts,extras,hold_sec,instrument,mae_points,mfe_points,open_class,outcome,poc,points,points_after_cost,r_after_cost,r_multiple,risk_points,signal_hhmm,status,stop,target,target_name,trading_date,vah,val,year
VP_OUTSIDE_ACCEPT_POC,LONG,8818.75,8818.5,1578062040,8837.25,1578062580,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",540,NQ,4.75,21.0,OPEN_BELOW_VAL,TARGET_HIT,8837.25,18.5,18.3,0.37731958762886597,0.38144329896907214,48.5,09:33,ENTERED,8770.25,8837.25,POC,2020-01-03,8850.0,8812.0,2020
VP_OUTSIDE_ACCEPT_POC,SHORT,8841.0,8841.25,1578408060,8878.25,1578412680,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",4620,NQ,37.75,6.75,OPEN_ABOVE_VAH,STOP_HIT,8831.75,-37.25,-37.45,-1.0053691275167786,-1.0,37.25,09:40,ENTERED,8878.25,8831.75,POC,2020-01-07,8843.5,8781.5,2020
VP_OUTSIDE_ACCEPT_POC,SHORT,8970.0,8970.25,1578591240,9001.75,1578603300,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",12060,NQ,35.25,17.75,OPEN_ABOVE_VAH,TIME_EXIT,8933.0,-31.75,-31.95,-0.6085714285714285,-0.6047619047619047,52.5,12:33,ENTERED,9022.5,8933.0,POC,2020-01-09,8971.5,8887.25,2020
VP_OUTSIDE_ACCEPT_POC,SHORT,9012.5,9012.75,1578667080,9005.25,1578667140,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",60,NQ,2.25,8.25,OPEN_ABOVE_VAH,TARGET_HIT,9005.25,7.25,7.05,0.23898305084745763,0.2457627118644068,29.5,09:37,ENTERED,9042.0,9005.25,POC,2020-01-10,9013.75,8990.0,2020
VP_OUTSIDE_ACCEPT_POC,SHORT,9062.0,9062.25,1579012860,9086.5,1579023420,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",10560,NQ,25.75,27.0,OPEN_ABOVE_VAH,STOP_HIT,9024.75,-24.5,-24.7,-1.0081632653061223,-1.0,24.5,09:40,ENTERED,9086.5,9024.75,POC,2020-01-14,9063.0,9003.75,2020
VP_OUTSIDE_ACCEPT_POC,SHORT,9088.0,9088.25,1579191180,9081.0,1579191360,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",180,NQ,3.0,11.75,OPEN_ABOVE_VAH,TARGET_HIT,9081.0,7.0,6.8,0.2141732283464567,0.2204724409448819,31.75,11:12,ENTERED,9119.75,9081.0,POC,2020-01-16,9090.0,9058.75,2020
VP_OUTSIDE_ACCEPT_POC,LONG,9221.25,9221.0,1579807200,9230.0,1579811520,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",4320,NQ,8.5,10.25,OPEN_BELOW_VAL,TARGET_HIT,9230.0,8.75,8.55,0.12258064516129033,0.12544802867383512,69.75,14:19,ENTERED,9151.5,9230.0,POC,2020-01-23,9244.25,9220.5,2020
VP_OUTSIDE_ACCEPT_POC,SHORT,9217.25,9217.5,1579883580,9188.5,1579885800,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",2220,NQ,14.5,32.5,OPEN_ABOVE_VAH,TARGET_HIT,9188.5,28.75,28.55,0.4309433962264151,0.4339622641509434,66.25,11:32,ENTERED,9283.5,9188.5,POC,2020-01-24,9219.5,9176.5,2020
VP_OUTSIDE_ACCEPT_POC,SHORT,9112.0,9112.25,1580309760,9107.5,1580309760,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",0,NQ,0.5,5.0,OPEN_ABOVE_VAH,TARGET_HIT,9107.5,4.5,4.3,0.09148936170212765,0.09574468085106383,47.0,09:55,ENTERED,9159.0,9107.5,POC,2020-01-29,9118.75,9053.25,2020
VP_OUTSIDE_ACCEPT_POC,LONG,9111.5,9111.25,1580395200,9044.25,1580399100,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",3900,NQ,74.0,3.5,OPEN_BELOW_VAL,STOP_HIT,9122.5,-67.25,-67.45,-1.0029739776951674,-1.0,67.25,09:39,ENTERED,9044.25,9122.5,POC,2020-01-30,9150.5,9110.5,2020
VP_OUTSIDE_ACCEPT_POC,SHORT,9109.25,9109.5,1580482260,9076.75,1580484540,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",2280,NQ,22.5,40.5,OPEN_ABOVE_VAH,TARGET_HIT,9076.75,32.5,32.3,0.43066666666666664,0.43333333333333335,75.0,09:50,ENTERED,9184.25,9076.75,POC,2020-01-31,9116.5,9052.0,2020
VP_OUTSIDE_ACCEPT_POC,SHORT,9385.25,9385.5,1580999460,9408.5,1581001140,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",1680,NQ,29.0,23.0,OPEN_ABOVE_VAH,STOP_HIT,9351.75,-23.25,-23.45,-1.0086021505376344,-1.0,23.25,09:30,ENTERED,9408.5,9351.75,POC,2020-02-06,9385.5,9333.25,2020
VP_OUTSIDE_ACCEPT_POC,LONG,9389.25,9389.0,1581345060,9408.5,1581345180,"{""adverse_ticks"": 1.0, ""tick"": 0.25}",120,NQ,0.0,19.75,OPEN_BELOW_VAL,TARGET_HIT,9408.5,19.25,19.05,1.772093023255814,1.7906976744186047,10.75,09:30,ENTERED,9378.5,9408.5,POC,2020-02-10,9431.5,9389.25,2020
