e_r,holdout_r,instrument,n,status
0.10102861560272187,-0.05838457981944145,GC,101,TG_LONDON_EDGE_WEAK
-0.17943634807732428,-0.33813200507309393,NQ,106,TG_LONDON_EDGE_REJECTED
