stop_mode,label,opportunities,entry_rows,triggered_n,resolved_n,ambiguous_n,invalid_n,expired_n,untriggered_n,ambiguity_pct,resolved_rate,valid_risk_n,valid_risk_rate,stop_n,stop_rate,r1_n,r1_rate,r2_n,r2_rate,r3_n,r3_rate,opposite_n,opposite_rate,mean_mfe_r,median_mfe_r,mean_mae_r,median_mae_r,n_mfe,n_mae,median_risk_distance,median_rr_to_opposite,median_entry_depth,median_max_retrace_depth,theoretical_1r_expectancy,theoretical_2r_expectancy,theoretical_3r_expectancy,sample_quality,sample_quality_triggered
beyond_sweep,beyond_sweep,193,579,574,344,23,208,4,0,0.04006968641114982,0.5993031358885017,367,0.6393728222996515,153,0.44476744186046513,125,0.3633720930232558,50,0.14534883720930233,25,0.07267441860465117,191,0.5552325581395349,1.0938819322768427,0.6546782071163716,0.9368778824738434,0.6555534700997334,344,344,19.529999999999745,1.7828957309064388,0.4999999999998519,0.996527777777807,-0.08139534883720934,-0.15406976744186046,-0.22674418604651164,LARGER_SAMPLE,LARGER_SAMPLE
beyond_fvg,beyond_fvg,193,579,574,163,326,83,5,0,0.5679442508710801,0.28397212543554007,491,0.8554006968641115,83,0.50920245398773,125,0.7668711656441718,98,0.6012269938650306,69,0.4233128834355828,80,0.49079754601226994,6.0102321884683345,2.4444444444441635,2.267117958928853,1.002989536621889,163,163,1.4600000000000364,33.96551724138326,0.4999999999998519,0.996527777777807,0.2576687116564418,0.6932515337423313,0.7607361963190185,LARGER_SAMPLE,LARGER_SAMPLE
