direction,entry_date,entry_fill,entry_theo,exit_date,exit_fill,exit_theo,extras,hold,hold_days,instrument,lookback,mode,n_roll_nights,overnight_points,points,points_after_cost,rv20,session_points,signal_date,signal_ret,status,vol_weight,weekend_points,year
LONG,2010-06-15,1086.0,1085.75,2010-06-15,1107.75,1108.0,{},1,1,ES,5,fixed_hold,0,0.0,21.75,21.67,,22.25,2010-06-14,0.03502501786990697,ENTERED,,0.0,2010
LONG,2010-06-16,1107.5,1107.25,2010-06-16,1107.5,1107.75,{},1,1,ES,5,fixed_hold,0,0.0,0.0,-0.08,,0.5,2010-06-15,0.04479019330504497,ENTERED,,0.0,2010
LONG,2010-06-17,1106.75,1106.5,2010-06-17,1110.75,1111.0,{},1,1,ES,5,fixed_hold,0,0.0,4.0,3.92,,4.5,2010-06-16,0.051994301994302106,ENTERED,,0.0,2010
LONG,2010-06-18,1110.75,1110.5,2010-06-18,1110.0,1110.25,{},1,1,ES,5,fixed_hold,0,0.0,-0.75,-0.83,,-0.25,2010-06-17,0.023491478581298963,ENTERED,,0.0,2010
LONG,2010-06-21,1124.75,1124.5,2010-06-21,1110.5,1110.75,{},1,1,ES,5,fixed_hold,0,0.0,-14.25,-14.33,,-13.75,2010-06-18,0.01904543368517686,ENTERED,,0.0,2010
LONG,2010-06-22,1111.5,1111.25,2010-06-22,1091.5,1091.75,{},1,1,ES,5,fixed_hold,0,0.0,-20.0,-20.08,,-19.5,2010-06-21,0.022790055248618657,ENTERED,,0.0,2010
SHORT,2010-06-23,1091.75,1092.0,2010-06-23,1085.0,1084.75,{},1,1,ES,5,fixed_hold,0,0.0,6.75,6.67,,7.25,2010-06-22,-0.014666064981949445,ENTERED,,0.0,2010
SHORT,2010-06-24,1086.25,1086.5,2010-06-24,1073.0,1072.75,{},1,1,ES,5,fixed_hold,0,0.0,13.25,13.17,,13.75,2010-06-23,-0.020762807492665236,ENTERED,,0.0,2010
SHORT,2010-06-25,1072.75,1073.0,2010-06-25,1075.0,1074.75,{},1,1,ES,5,fixed_hold,0,0.0,-2.25,-2.33,,-1.75,2010-06-24,-0.03442844284428448,ENTERED,,0.0,2010
SHORT,2010-06-28,1075.0,1075.25,2010-06-28,1071.0,1070.75,{},1,1,ES,5,fixed_hold,0,0.0,4.0,3.92,,4.5,2010-06-25,-0.03197478045485258,ENTERED,,0.0,2010
SHORT,2010-06-29,1071.5,1071.75,2010-06-29,1034.0,1033.75,{},1,1,ES,5,fixed_hold,0,0.0,37.5,37.42,0.011965324364430756,38.0,2010-06-28,-0.036011703803736195,ENTERED,1.0,0.0,2010
SHORT,2010-06-30,1035.25,1035.5,2010-06-30,1024.25,1024.0,{},1,1,ES,5,fixed_hold,0,0.0,11.0,10.92,0.014646163451185568,11.5,2010-06-29,-0.053125715594229406,ENTERED,1.0,0.0,2010
SHORT,2010-07-01,1026.0,1026.25,2010-07-01,1022.75,1022.5,{},1,1,ES,5,fixed_hold,0,0.0,3.25,3.17,0.014333753415477669,3.75,2010-06-30,-0.0560036874855957,ENTERED,1.0,0.0,2010
SHORT,2010-07-02,1024.0,1024.25,2010-07-02,1014.5,1014.25,{},1,1,ES,5,fixed_hold,0,0.0,9.5,9.42,0.013905817014455755,10.0,2010-07-01,-0.04684222791890014,ENTERED,1.0,0.0,2010
SHORT,2010-07-05,1014.75,1015.0,2010-07-05,1008.5,1008.25,{},1,1,ES,5,fixed_hold,0,0.0,6.25,6.17,0.013601838143813142,6.75,2010-07-02,-0.05629216096766698,ENTERED,1.0,0.0,2010
SHORT,2010-07-06,1007.75,1008.0,2010-07-06,1025.25,1025.0,{},1,1,ES,5,fixed_hold,0,0.0,-17.5,-17.58,0.01327263360859473,-17.0,2010-07-05,-0.05837030119075415,ENTERED,1.0,0.0,2010
SHORT,2010-07-07,1024.0,1024.25,2010-07-07,1058.75,1058.5,{},1,1,ES,5,fixed_hold,0,0.0,-34.75,-34.83,0.013628258614711671,-34.25,2010-07-06,-0.008464328899637219,ENTERED,1.0,0.0,2010
LONG,2010-07-08,1058.25,1058.0,2010-07-08,1066.75,1067.0,{},1,1,ES,5,fixed_hold,0,0.0,8.5,8.42,0.01555334046464403,9.0,2010-07-07,0.03369140625,ENTERED,1.0,0.0,2010
LONG,2010-07-09,1065.5,1065.25,2010-07-09,1071.5,1071.75,{},1,1,ES,5,fixed_hold,0,0.0,6.0,5.92,0.013953240191925197,6.5,2010-07-08,0.04352078239608814,ENTERED,1.0,0.0,2010
LONG,2010-07-12,1070.75,1070.5,2010-07-12,1078.75,1079.0,{},1,1,ES,5,fixed_hold,0,0.0,8.0,7.92,0.013967162306006446,8.5,2010-07-09,0.056692137047079205,ENTERED,1.0,0.0,2010
LONG,2010-07-13,1079.75,1079.5,2010-07-13,1097.5,1097.75,{},1,1,ES,5,fixed_hold,0,0.0,17.75,17.67,0.014051684673347968,18.25,2010-07-12,0.07017108851971243,ENTERED,1.0,0.0,2010
LONG,2010-07-14,1098.25,1098.0,2010-07-14,1091.75,1092.0,{},1,1,ES,5,fixed_hold,0,0.0,-6.5,-6.58,0.01384386179454027,-6.0,2010-07-13,0.07097560975609762,ENTERED,1.0,0.0,2010
LONG,2010-07-15,1091.75,1091.5,2010-07-15,1093.5,1093.75,{},1,1,ES,5,fixed_hold,0,0.0,1.75,1.67,0.013886348697821958,2.25,2010-07-14,0.03164855928200261,ENTERED,1.0,0.0,2010
LONG,2010-07-16,1094.0,1093.75,2010-07-16,1063.0,1063.25,{},1,1,ES,5,fixed_hold,0,0.0,-31.0,-31.08,0.013871578516356666,-30.5,2010-07-15,0.02507029053420773,ENTERED,1.0,0.0,2010
SHORT,2010-07-19,1061.5,1061.75,2010-07-19,1060.0,1059.75,{},1,1,ES,5,fixed_hold,0,0.0,1.5,1.42,0.015145855720124335,2.0,2010-07-16,-0.007930954047119299,ENTERED,1.0,0.0,2010
SHORT,2010-07-20,1061.0,1061.25,2010-07-20,1081.0,1080.75,{},1,1,ES,5,fixed_hold,0,0.0,-20.0,-20.08,0.015136437456804862,-19.5,2010-07-19,-0.017840593141797978,ENTERED,1.0,0.0,2010
SHORT,2010-07-21,1080.75,1081.0,2010-07-21,1063.0,1062.75,{},1,1,ES,5,fixed_hold,0,0.0,17.75,17.67,0.015475482647173517,18.25,2010-07-20,-0.015486221817353596,ENTERED,1.0,0.0,2010
SHORT,2010-07-22,1064.5,1064.75,2010-07-22,1088.0,1087.75,{},1,1,ES,5,fixed_hold,0,0.0,-23.5,-23.58,0.0158501549569072,-23.0,2010-07-21,-0.0267857142857143,ENTERED,1.0,0.0,2010
SHORT,2010-07-23,1091.0,1091.25,2010-07-23,1101.25,1101.0,{},1,1,ES,5,fixed_hold,0,0.0,-10.25,-10.33,0.016554638755103077,-9.75,2010-07-22,-0.005485714285714205,ENTERED,1.0,0.0,2010
LONG,2010-07-26,1100.0,1099.75,2010-07-26,1109.25,1109.5,{},1,1,ES,5,fixed_hold,0,0.0,9.25,9.17,0.01674833258265467,9.75,2010-07-23,0.03550434987067952,ENTERED,0.838990066861971,0.0,2010
LONG,2010-07-27,1108.5,1108.25,2010-07-27,1110.0,1110.25,{},1,1,ES,5,fixed_hold,0,0.0,1.5,1.42,0.01676171862139133,2.0,2010-07-26,0.04694503420618079,ENTERED,0.8383200428752686,0.0,2010
LONG,2010-07-28,1111.0,1110.75,2010-07-28,1101.25,1101.5,{},1,1,ES,5,fixed_hold,0,0.0,-9.75,-9.83,0.014414351557732366,-9.25,2010-07-27,0.02729585935692791,ENTERED,0.9944084794982359,0.0,2010
LONG,2010-07-29,1103.25,1103.0,2010-07-29,1096.25,1096.5,{},1,1,ES,5,fixed_hold,0,0.0,-7.0,-7.08,0.014344148365332147,-6.5,2010-07-28,0.036462008939073254,ENTERED,0.9992753177400479,0.0,2010
