ambiguity_pct,ambiguous_n,candidate_id,displacement_body_or_ratio,displacement_filter,entry_mode,entry_rows,execution_timeframe,expired_n,extras,funnel,invalid_n,label,max_retest_bars,mean_mae_r,mean_mfe_r,median_entry_depth,median_mae_r,median_max_retrace_depth,median_mfe_r,median_risk_distance,median_rr_to_opposite,n_mae,n_mfe,opportunities,opposite_n,opposite_rate,or_minutes,r15_n,r15_rate,r1_n,r1_rate,r2_n,r2_rate,r3_n,r3_rate,resolved_n,resolved_rate,rvol_lookback,rvol_threshold,sample_quality,sample_quality_triggered,selection_note,stop_mode,stop_n,stop_rate,strategy_family,theoretical_1_5r_expectancy,theoretical_1r_expectancy,theoretical_2r_expectancy,theoretical_3r_expectancy,triggered_n,untriggered_n,valid_risk_n,valid_risk_rate,volume_filter
0.09615384615384616,5,G1_OR30_bo_volOFF_dispOFF,0.5,False,BREAKOUT_CLOSE,52,5m,5,{},"{""rows"": 53, ""canonical_rows"": 52, ""roll_artifacts"": 1, ""triggered"": 52, ""resolved"": 42, ""ambiguous"": 5, ""expired"": 5, ""invalid"": 0}",0,G1_OR30_bo_volOFF_dispOFF,6,0.8824908447289503,1.8282098326598266,,0.9953224113539908,,1.1730233621600243,14.099853515625,,42,42,52,0,0.0,30,19,0.4523809523809524,25,0.5952380952380952,13,0.30952380952380953,6,0.14285714285714285,42,0.8076923076923077,20,1.5,SMALL_SAMPLE,MODERATE_SAMPLE,train_rank_e2r_n_stop_amb,OR_OPPOSITE,21,0.5,gc_orb_volume_v1,0.1785714285714286,0.09523809523809523,0.11904761904761907,-0.07142857142857145,52,0,52,1.0,False
