avg_hold_sec,avg_mae,avg_mfe,avg_stop_points,best_trade_r,expectancy_points,expectancy_r,long,max_consec_losses,max_dd_points,median_stop_points,n_ambiguous,n_days,n_entered,n_resolved,p95_stop_points,p_reach_1r,p_reach_2r,p_reach_3r,profit_factor,short,total_points,trades_per_year,tstat,use_cost,win_rate,worst_day_points,worst_trade_r,year
4484.210526315789,1.8947368421052513,3.752631578947354,2.3947368421051074,1.9894736842105263,0.3599999999999473,0.2348974812308235,"{""n"": 13, ""win_rate"": 0.38461538461538464, ""expectancy_points"": 0.4215384615384265, ""expectancy_r"": 0.1234196437840105}",7,15.859999999999092,2.099999999999909,0,19,19,19,4.999999999999773,0.631578947368421,0.42105263157894735,0.05263157894736842,1.2422096317280238,"{""n"": 6, ""win_rate"": 0.5, ""expectancy_points"": 0.22666666666657567, ""expectancy_r"": 0.47643279569891833}",6.839999999998999,19.0,0.3860124098811256,True,0.42105263157894735,-5.039999999999773,-1.100000000000034,2020
4026.6666666666665,1.366666666666687,2.2555555555555507,1.9555555555553685,1.987096774193548,0.8044444444444343,-0.0316912921332331,"{""n"": 5, ""win_rate"": 0.2, ""expectancy_points"": -0.11999999999997275, ""expectancy_r"": -0.4394440728353882}",3,4.619999999999545,2.299999999999727,0,9,9,9,3.3999999999998636,0.3333333333333333,0.3333333333333333,0.0,1.7669491525424517,"{""n"": 4, ""win_rate"": 0.5, ""expectancy_points"": 1.9599999999999431, ""expectancy_r"": 0.4779996837444608}",7.239999999999909,9.0,0.6502301886715297,True,0.3333333333333333,-3.4399999999998636,-1.0800000000000365,2021
4254,2.0399999999999863,3.825,2.4599999999997864,1.995744680851064,1.8649999999999614,0.45602211960593786,"{""n"": 7, ""win_rate"": 0.8571428571428571, ""expectancy_points"": 5.231428571428324, ""expectancy_r"": 1.5446425610863237}",5,16.139999999997762,1.9999999999997726,0,20,20,20,5.599999999999682,0.5,0.5,0.0,2.819512195122144,"{""n"": 13, ""win_rate"": 0.3076923076923077, ""expectancy_points"": 0.05230769230776573, ""expectancy_r"": -0.13015811811426994}",37.29999999999923,20.0,1.5085034284068,True,0.5,-4.839999999999727,-1.4000000000003638,2022
4140,2.6769230769231083,2.1307692307692694,2.342857142856945,1.978947368421051,-2.116923076922902,-0.8005045617073845,"{""n"": 7, ""win_rate"": 0.14285714285714285, ""expectancy_points"": -2.3971428571426947, ""expectancy_r"": -0.6034487145060536}",7,27.519999999997715,1.7499999999997726,1,13,14,13,12.799999999999727,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.12020460358056372,"{""n"": 6, ""win_rate"": 0.0, ""expectancy_points"": -1.7899999999998106, ""expectancy_r"": -1.030403050108937}",-27.519999999997726,13.0,-2.094204200328909,True,0.07692307692307693,-12.839999999999726,-1.0800000000000365,2023
3368.5714285714284,1.4999999999999676,2.3928571428571916,1.7999999999997272,1.987096774193548,0.6457142857143442,0.03820725753768951,"{""n"": 12, ""win_rate"": 0.3333333333333333, ""expectancy_points"": 0.3850000000000682, ""expectancy_r"": -0.03572214640843219}",5,6.3799999999992725,1.5499999999997272,0,14,14,14,3.5999999999994543,0.42857142857142855,0.35714285714285715,0.0,1.6475644699142296,"{""n"": 2, ""win_rate"": 0.5, ""expectancy_points"": 2.21, ""expectancy_r"": 0.4817836812144197}",9.040000000000818,14.0,0.7364981602627824,True,0.35714285714285715,-3.6399999999994543,-1.100000000000034,2024
3851.25,4.250000000000085,5.75,4.737500000000068,1.9914893617021274,0.35999999999994897,0.4894477667444451,"{""n"": 15, ""win_rate"": 0.4666666666666667, ""expectancy_points"": 0.22666666666663648, ""expectancy_r"": 0.3909665067496307}",4,25.85999999999936,4.300000000000409,0,16,16,16,9.400000000000091,0.5625,0.5,0.0,1.1182266009852024,"{""n"": 1, ""win_rate"": 1.0, ""expectancy_points"": 2.359999999999636, ""expectancy_r"": 1.9666666666666617}",5.7599999999991836,16.0,0.20677479196659226,True,0.5,-9.44000000000009,-1.01,2025
3642,10.63000000000011,15.289999999999917,11.020000000000664,1.9985130111524165,3.969999999999855,-0.10538893016731743,"{""n"": 4, ""win_rate"": 0.0, ""expectancy_points"": -7.340000000000863, ""expectancy_r"": -1.0068172460660043}",4,29.360000000003453,9.25000000000091,0,10,10,10,26.900000000000546,0.5,0.3,0.0,1.6575024842662358,"{""n"": 6, ""win_rate"": 0.5, ""expectancy_points"": 11.510000000000334, ""expectancy_r"": 0.4955632804318072}",39.69999999999855,10.0,0.5539122086217657,True,0.3,-16.04,-1.0133333333333292,2026
